,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,BETA_2,GAMMA_2,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance,corr_length,const_kernel,noise_kernel,std_energies,average_distances,nit,time_opt_bayes,time_qaoa,time_opt_kernel,time_step
0,0,1.9295882561183473,3.0517731870996214,2.6395519566580394,2.8981006513909424,1.0383916564870617,0.9759772953788961,-5.257149233279567,-5.257149233279567,0.4380957694399639,0.4380957694399639,0.0006790572914027806,0.0006790572914027806,6.403157174523177,12.0275149419477,45.576059979591584,2.163970252342314,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,0.36687828762031516,2.5408787668929325,3.1332664581963607,0.1862310028587395,2.676568579054601,0.30275562477550255,-9.435542067667978,-9.435542067667978,0.7862951723056648,0.7862951723056648,0.06085924789964717,0.06085924789964717,3.49469969472797,12.0275149419477,45.576059979591584,2.163970252342314,0.0,0.0,0,0.0,0.0,0.0,0.0
2,2,1.2608752115382862,0.37620173172462007,1.2678661183484023,1.3300884817385032,0.5374843736516326,0.7285960113147774,-4.469750388329359,-9.435542067667978,0.3724791990274466,0.7862951723056648,0.0009451031155334948,0.06085924789964717,8.27343525689383,12.0275149419477,45.576059979591584,2.163970252342314,0.0,0.0,0,0.0,0.0,0.0,0.0
3,3,0.22946794026690537,1.9701426067997074,0.23555383153638884,1.6438799960331074,1.89279469085022,2.8327429140284877,-6.856190384686847,-9.435542067667978,0.5713491987239039,0.7862951723056648,0.0032902861936453583,0.06085924789964717,6.005778669934131,12.0275149419477,45.576059979591584,2.163970252342314,0.0,0.0,0,0.0,0.0,0.0,0.0
4,4,0.6730012031833164,0.03730434013003571,1.6671740352111768,2.6547875535031253,0.034038666368368574,0.6082185056186938,-5.644045496638649,-9.435542067667978,0.47033712471988737,0.7862951723056648,0.0002761187167389814,0.06085924789964717,4.285844880142253,12.0275149419477,45.576059979591584,2.163970252342314,0.0,0.0,0,0.0,0.0,0.0,0.0
5,5,1.7730454693916473,1.38604093239314,2.0525093139537787,1.9538240661222657,2.4541810112084033,2.8089381287137845,-7.61299105863552,-9.435542067667978,0.63441592155296,0.7862951723056648,0.006492937097533451,0.06085924789964717,4.0278169923127365,12.0275149419477,45.576059979591584,2.163970252342314,0.0,0.0,0,0.0,0.0,0.0,0.0
6,6,2.4756537114061934,2.213770149038022,0.5947389541808118,2.4444693367758896,3.023513957462221,2.3200438596606614,-5.381368051821174,-9.435542067667978,0.44844733765176453,0.7862951723056648,0.00906767136569106,0.06085924789964717,7.246357849133062,12.0275149419477,45.576059979591584,2.163970252342314,0.0,0.0,0,0.0,0.0,0.0,0.0
7,7,2.8966720038692944,0.9248481662828536,2.2236484861707946,0.3974432346989837,1.4752834394817598,1.8296645160407992,-8.395776062851432,-9.435542067667978,0.6996480052376194,0.7862951723056648,0.03050566137637159,0.06085924789964717,2.828279448344034,12.0275149419477,45.576059979591584,2.163970252342314,0.0,0.0,0,0.0,0.0,0.0,0.0
8,8,1.3891681582669473,1.07640462006639,0.8657176013188134,1.2095901325421032,0.7094514728027401,1.3651418388715524,-7.4923821435962115,-9.435542067667978,0.6243651786330177,0.7862951723056648,0.04022162479227821,0.06085924789964717,6.35786761736432,12.0275149419477,45.576059979591584,2.163970252342314,0.0,0.0,0,0.0,0.0,0.0,0.0
9,9,2.5778278894513984,1.820193116769513,1.0361576096212852,0.9261146389913377,1.8866576311997743,2.1459232732677087,-5.261011814938948,-9.435542067667978,0.43841765124491233,0.7862951723056648,0.005502544469950571,0.06085924789964717,7.43556059688407,12.0275149419477,45.576059979591584,2.163970252342314,0.0,0.0,0,0.0,0.0,0.0,0.0
10,1,1.998288693971215,1.2017851545667253,0.5371810928997783,3.024791418990073,0.6144553358038976,1.4813016088433828,-8.272563759414115,-9.435542067667978,0.6893803132845097,0.7862951723056648,0.030545220112852364,0.06085924789964717,4.379797648315375,100.00000000000004,44.6288441018214,2.62816988212328,2.7172942154888662e-05,0.009324610197723009,27,0.8381052017211914,5.379466533660889,0.23052287101745605,6.448138236999512
11,2,1.8131491324901474,1.35137016772345,0.9889937682807425,2.3648836615696758,1.0660258867195191,1.5849190908261004,-5.2874012330369125,-9.435542067667978,0.4406167694197427,0.7862951723056648,0.0014435495166826343,0.06085924789964717,7.675935982675281,100.00000000000004,43.269874847401425,2.5616593163787003,3.763417606165024e-07,0.008758344295242027,22,0.6988794803619385,5.346956729888916,0.26323437690734863,6.309119939804077
12,3,1.9015111446131925,1.288968657397665,0.7856208917625092,2.6369756607855126,0.893057289674027,1.5908990439803838,-6.306528221167365,-9.435542067667978,0.5255440184306137,0.7862951723056648,0.005614780289909951,0.06085924789964717,6.686741771087505,100.00000000000004,43.09185796550999,2.3542404471403233,4.1220843204807927e-07,0.008817762426228401,23,0.7920582294464111,6.0979225635528564,0.2690398693084717,7.159064292907715
13,4,1.9435722090296654,1.260402145128752,0.7063127273575079,2.7505253700813945,0.8195798548798038,1.5905637626437814,-7.007142108358477,-9.435542067667978,0.583928509029873,0.7862951723056648,0.013429103423460705,0.06085924789964717,5.899982941284314,100.00000000000004,43.41670596731832,2.1859511009114323,6.62439097739786e-07,0.009392282522639935,25,0.8857913017272949,6.101865768432617,0.297992467880249,7.285693407058716
14,5,1.9362044325283954,1.2739981453917975,0.7147627413186848,2.731890878080028,0.8325570129741463,1.5901519376253714,-6.945117579617235,-9.435542067667978,0.5787597983014362,0.7862951723056648,0.012666663281204072,0.06085924789964717,6.022469196866872,100.00000000000004,43.65552834543996,2.037012691532249,5.775099755572405e-07,0.00836454131634604,27,0.9172506332397461,5.955848455429077,0.2628660202026367,7.136003255844116
15,6,1.9296845347686369,1.2745529637595907,0.7379977089125322,2.702604106578952,0.8539761701321211,1.5838831079957283,-6.743878342088979,-9.435542067667978,0.5619898618407483,0.7862951723056648,0.009393304091730833,0.06085924789964717,6.139609955303925,1.188240082976123,33.390575842341036,0.0002960459576944843,6.497328676140569e-07,0.009342655667814377,27,0.9317998886108398,6.016350984573364,0.3066596984863281,7.254851818084717
16,7,0.5997573359068199,2.2574261437264833,3.141592653589793,0.01,2.5053839634068615,1.0486308025954898,-5.6655926902787686,-9.435542067667978,0.4721327241898974,0.7862951723056648,0.00335643653704566,0.06085924789964717,6.660511575348458,1.0203651349971516,32.97148175358815,9.045142913632556e-05,0.0002698128995409101,0.008804975631080791,48,1.6382274627685547,6.0016930103302,0.29688334465026855,7.936848163604736
17,8,1.8173525312556764,1.6190852479998021,0.01,3.141592653589793,0.18423338542511122,1.4610226152770605,-7.935829576525643,-9.435542067667978,0.6613191313771369,0.7862951723056648,0.007699262531774897,0.06085924789964717,3.881785326835157,0.9787318870693766,29.15426776932503,0.00037912015583185804,0.000575167206642197,0.009238989021533818,53,1.7530946731567383,5.837674617767334,0.3112955093383789,7.90210485458374
18,9,1.2664650835975162,1.2892441889782738,0.6717568073334647,0.9859227982575102,0.6153414644028593,1.6093706033289368,-7.186588417688363,-9.435542067667978,0.598882368140697,0.7862951723056648,0.02087164782644014,0.06085924789964717,5.027784870464352,0.962488939965362,27.64225240302158,0.0004130880115356338,0.0008125379668701558,0.007478414017776977,43,1.4428808689117432,6.030791521072388,0.2564127445220947,7.73012900352478
19,10,1.5730800791833064,1.1086516121472367,1.052905307216718,0.8999349248741608,0.889860253829156,1.5334881003204086,-6.59107006063316,-9.435542067667978,0.5492558383860967,0.7862951723056648,0.016786841920215134,0.06085924789964717,6.644488867847734,0.9761089233361684,27.821233166528334,0.00041356461454419255,0.0008981286825761589,0.009703282132721543,55,1.8313510417938232,6.06984543800354,0.2382802963256836,8.139527559280396
20,11,1.1841647907170891,1.2416703041990558,0.4294806810039806,1.5053887342733197,0.5316170411302416,1.3077791412417064,-8.377263876937004,-9.435542067667978,0.6981053230780837,0.7862951723056648,0.1104625094490021,0.1104625094490021,6.359142665786322,1.0069978292936514,28.316090480247702,0.00042409782697330257,0.0009764481095206785,0.008296743824390662,44,1.479630947113037,5.9307732582092285,0.2979087829589844,7.70835542678833
21,12,1.063364272676649,1.2822838466938917,0.036404852642666866,1.8605993398548253,0.4636273191232789,1.1865125630014257,-7.635998888501544,-9.435542067667978,0.636333240708462,0.7862951723056648,0.025981483753628132,0.1104625094490021,5.643453100081615,0.9754834610040438,26.791501783651732,0.0003910416287247551,0.0007159609002814401,0.009739039848189912,34,1.1654539108276367,5.999592542648315,0.29402756690979004,7.45911979675293
22,13,1.2358776224692058,1.4538620778786309,0.5364934185172532,1.5451476304200695,0.31812727029250953,1.196820812635841,-8.463953585640583,-9.435542067667978,0.7053294654700486,0.7862951723056648,0.0636972235190917,0.1104625094490021,5.0176858201757994,0.9903624792222812,26.34309878610174,0.0003974481941350378,0.0006866360926076174,0.009841505361278346,48,1.632765293121338,6.009711265563965,0.2816650867462158,7.924182891845703
23,14,2.1905468208161074,1.1450604353726708,0.3487548864986575,3.141592653589793,0.25743100317371226,1.4069080363943824,-8.241875741339692,-9.435542067667978,0.6868229784449743,0.7862951723056648,0.033998641120459215,0.1104625094490021,4.386402878834133,0.984368113406017,25.24561308308351,0.00033695850943737656,0.0008949435934163709,0.008742367121362215,54,1.834242582321167,5.810867071151733,0.38913917541503906,8.034292697906494
24,15,0.9710294545313437,1.5770804549659145,0.5955176627377626,1.5199034136108889,0.529098503457141,1.1168442585136458,-8.110587162171202,-9.435542067667978,0.6758822635142668,0.7862951723056648,0.034831811356853,0.1104625094490021,4.759335215802992,0.999572233268509,24.84461122541283,0.0003838047644004565,0.0007486814123376919,0.008910119500688691,42,1.4174132347106934,5.967710971832275,0.3496074676513672,7.734772682189941
25,16,1.1484103769168785,1.3300145788397202,0.55990479789009,1.7158085658099593,0.11691563732710547,1.4476280434440947,-8.39715911275051,-9.435542067667978,0.6997632593958758,0.7862951723056648,0.020638274935252995,0.1104625094490021,4.616967510415066,1.014455537624121,24.47079650409719,0.0004132739948577089,0.0009674395846662068,0.008751777188888664,44,1.4955952167510986,5.973975419998169,0.3456704616546631,7.815281867980957
26,17,1.6385268280031038,1.1422177584305377,0.3919421157262049,3.141592653589793,0.32122826731685017,1.513279039926538,-7.542906916895622,-9.435542067667978,0.6285755764079685,0.7862951723056648,0.02887439673618164,0.1104625094490021,5.556464910473352,1.0014625772350607,24.17666860358836,0.00031811101279201765,0.0008764268079663333,0.008140854959314575,60,2.0083436965942383,5.882302284240723,0.36556458473205566,8.25626540184021
27,18,3.1414708711939934,0.8269622095211836,2.505427141188153,0.4817819591550549,1.5785475163644722,1.9684080328034643,-7.321812442755379,-9.435542067667978,0.6101510368962816,0.7862951723056648,0.014058982214187743,0.1104625094490021,3.7814049952281437,0.9381968657753669,22.006307737413355,0.0002623807451967536,0.0008574307759143933,0.008585420652055552,42,1.4243831634521484,5.959263563156128,0.32124781608581543,7.704935789108276
28,19,2.266342370610622,1.519764633477978,0.2734153045569262,3.141592653589793,0.6279668680950836,1.3088560789446162,-7.7526043485643905,-9.435542067667978,0.6460503623803658,0.7862951723056648,0.003395846372317447,0.1104625094490021,2.989378799269417,0.9257799940603182,21.30497081890709,0.00048485862946462394,0.0008754995969046066,0.007807209593379496,52,1.7631266117095947,5.842844486236572,0.4140584468841553,8.02007269859314
