,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,BETA_2,GAMMA_2,BETA_3,GAMMA_3,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance
0,0,2.425462060016295,0.07498665216156915,1.9943281574552636,2.3549487375374314,1.571120897489789,0.7139715236960313,0.6302522122301872,2.391672391151672,-7.1177229882830675,-7.1177229882830675,0.5931435823569223,0.5931435823569223,0.006920718044397733,0.006920718044397733,5.959271458031132
1,1,2.4254620749174562,0.07498665216156915,1.9943281574552636,2.3549487375374314,1.571120897489789,0.7139715236960313,0.6302522122301872,2.391672391151672,-7.117722980991055,-7.1177229882830675,0.5931435817492546,0.5931435823569223,0.0069207175973959156,0.006920718044397733,5.9592714351415665
2,2,2.425462060016295,0.07498666706273034,1.9943281574552636,2.3549487375374314,1.571120897489789,0.7139715236960313,0.6302522122301872,2.391672391151672,-7.117722975335103,-7.1177229882830675,0.5931435812779252,0.5931435823569223,0.006920718465323968,0.006920718465323968,5.959271582169308
3,3,2.425462060016295,0.07498665216156915,1.9943281723564248,2.3549487375374314,1.571120897489789,0.7139715236960313,0.6302522122301872,2.391672391151672,-7.117722980733515,-7.1177229882830675,0.5931435817277929,0.5931435823569223,0.006920717555521448,0.006920718465323968,5.959271440270292
4,4,2.425462060016295,0.07498665216156915,1.9943281574552636,2.3549487524385926,1.571120897489789,0.7139715236960313,0.6302522122301872,2.391672391151672,-7.117722993137222,-7.117722993137222,0.5931435827614352,0.5931435827614352,0.006920718151208463,0.006920718465323968,5.9592714531791415
5,5,2.425462060016295,0.07498665216156915,1.9943281574552636,2.3549487375374314,1.5711209123909502,0.7139715236960313,0.6302522122301872,2.391672391151672,-7.11772300141547,-7.11772300141547,0.5931435834512891,0.5931435834512891,0.006920718210142435,0.006920718465323968,5.959271414172306
6,6,2.425462060016295,0.07498665216156915,1.9943281574552636,2.3549487375374314,1.571120897489789,0.7139715385971925,0.6302522122301872,2.391672391151672,-7.117722983017185,-7.11772300141547,0.5931435819180987,0.5931435834512891,0.0069207189628289105,0.0069207189628289105,5.959271395164919
7,7,2.425462060016295,0.07498665216156915,1.9943281574552636,2.3549487375374314,1.571120897489789,0.7139715236960313,0.6302522271313484,2.391672391151672,-7.11772298167533,-7.11772300141547,0.5931435818062775,0.5931435834512891,0.006920718712814412,0.0069207189628289105,5.959271473780426
8,8,2.425462060016295,0.07498665216156915,1.9943281574552636,2.3549487375374314,1.571120897489789,0.7139715236960313,0.6302522122301872,2.3916724060528334,-7.117722994890033,-7.11772300141547,0.5931435829075028,0.5931435834512891,0.006920719405223615,0.006920719405223615,5.95927147878016
9,9,2.1219658023707444,-0.4639124317857282,1.680112999174453,2.5569804445447923,2.1176963694956643,0.4948035267596296,0.3552357280114081,2.6666567516424986,-7.037510058281418,-7.11772300141547,0.5864591715234515,0.5931435834512891,0.009034105536421835,0.009034105536421835,4.877201832125657
10,10,2.1219658172719056,-0.4639124317857282,1.680112999174453,2.5569804445447923,2.1176963694956643,0.4948035267596296,0.3552357280114081,2.6666567516424986,-7.037510045395956,-7.11772300141547,0.586459170449663,0.5931435834512891,0.009034105652313287,0.009034105652313287,4.877201820439211
11,11,2.1219658023707444,-0.463912416884567,1.680112999174453,2.5569804445447923,2.1176963694956643,0.4948035267596296,0.3552357280114081,2.6666567516424986,-7.037509986694044,-7.11772300141547,0.586459165557837,0.5931435834512891,0.009034105630860396,0.009034105652313287,4.877201869213103
12,12,2.1219658023707444,-0.4639124317857282,1.6801130140756142,2.5569804445447923,2.1176963694956643,0.4948035267596296,0.3552357280114081,2.6666567516424986,-7.037510027022989,-7.11772300141547,0.5864591689185824,0.5931435834512891,0.009034105894104099,0.009034105894104099,4.877201857680021
13,13,2.1219658023707444,-0.4639124317857282,1.680112999174453,2.5569804594459535,2.1176963694956643,0.4948035267596296,0.3552357280114081,2.6666567516424986,-7.037510030506051,-7.11772300141547,0.5864591692088376,0.5931435834512891,0.009034104235264896,0.009034105894104099,4.877201884996381
14,14,2.1219658023707444,-0.4639124317857282,1.680112999174453,2.5569804445447923,2.1176963843968255,0.4948035267596296,0.3552357280114081,2.6666567516424986,-7.037510065692716,-7.11772300141547,0.5864591721410597,0.5931435834512891,0.009034105480378085,0.009034105894104099,4.877201828380706
15,15,2.1219658023707444,-0.4639124317857282,1.680112999174453,2.5569804445447923,2.1176963694956643,0.49480354166079077,0.3552357280114081,2.6666567516424986,-7.037510080254028,-7.11772300141547,0.5864591733545023,0.5931435834512891,0.009034105198952622,0.009034105894104099,4.877201746974521
16,16,2.1219658023707444,-0.4639124317857282,1.680112999174453,2.5569804445447923,2.1176963694956643,0.4948035267596296,0.3552357429125693,2.6666567516424986,-7.037510063100764,-7.11772300141547,0.5864591719250637,0.5931435834512891,0.0090341054310607,0.009034105894104099,4.877201813189622
17,17,2.1219658023707444,-0.4639124317857282,1.680112999174453,2.5569804445447923,2.1176963694956643,0.4948035267596296,0.3552357280114081,2.66665676654366,-7.037510072261824,-7.11772300141547,0.5864591726884854,0.5931435834512891,0.009034105094339596,0.009034105894104099,4.877201774528153
18,18,2.3815537977960384,-0.002978468304096718,1.9488691403642315,2.3841776355703206,1.6501965979092088,0.6822634362407624,0.5904642557075929,2.4314557001801544,-7.326948320121347,-7.326948320121347,0.6105790266767789,0.6105790266767789,0.009315230533202955,0.009315230533202955,5.1852198079416
19,19,2.3815538126971996,-0.002978468304096718,1.9488691403642315,2.3841776355703206,1.6501965979092088,0.6822634362407624,0.5904642557075929,2.4314557001801544,-7.326948312401406,-7.326948320121347,0.6105790260334505,0.6105790266767789,0.009315230115753083,0.009315230533202955,5.185219811174463
