,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance,corr_length,const_kernel,std_energies,average_distances,nit,time_opt_bayes,time_qaoa,time_opt_kernel,time_step
0,0,1.5355333765486392,1.732602103542128,0.1347944815710161,0.9404935672913023,-7.506251319395641,-7.506251319395641,0.6255209432829701,0.6255209432829701,0.02854534767536294,0.02854534767536294,5.22101814155198,2.74058795493485,49.07679836961328,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,0.276834841385273,2.8509147715414174,2.8063805323362097,2.4746342082152166,-6.083933704580106,-7.506251319395641,0.5069944753816755,0.6255209432829701,0.0019942888799228033,0.02854534767536294,5.318480867577634,2.74058795493485,49.07679836961328,0.0,0.0,0,0.0,0.0,0.0,0.0
2,2,2.8446148118379235,0.12841065630006143,2.086561241963119,1.1024905378960952,-6.736565024535892,-7.506251319395641,0.5613804187113244,0.6255209432829701,0.0009107197195757759,0.02854534767536294,5.32363611870656,2.74058795493485,49.07679836961328,0.0,0.0,0,0.0,0.0,0.0,0.0
3,3,1.9945394454543177,1.4895808203042908,1.532590346452887,1.3290144263062387,-5.9058074389880995,-7.506251319395641,0.49215061991567494,0.6255209432829701,0.00021657523305800453,0.02854534767536294,4.019238290411323,2.74058795493485,49.07679836961328,0.0,0.0,0,0.0,0.0,0.0,0.0
4,4,1.0527074333927673,2.667976119357493,1.006868479155748,2.0301668496867338,-6.452735449072747,-7.506251319395641,0.5377279540893956,0.6255209432829701,0.014618416359269276,0.02854534767536294,5.452387377513155,2.74058795493485,49.07679836961328,0.0,0.0,0,0.0,0.0,0.0,0.0
5,5,2.2080919282088876,2.1380708248437776,2.9681868599479575,1.737504037355889,-4.660271838245797,-7.506251319395641,0.3883559865204831,0.6255209432829701,0.00021889680069743666,0.02854534767536294,5.548446984153742,2.74058795493485,49.07679836961328,0.0,0.0,0,0.0,0.0,0.0,0.0
6,6,2.717802094150284,2.33001057209733,0.5626317698708762,0.07194206223790783,-7.106799914120744,-7.506251319395641,0.5922333261767286,0.6255209432829701,0.012663007586543842,0.02854534767536294,5.958509700932481,2.74058795493485,49.07679836961328,0.0,0.0,0,0.0,0.0,0.0,0.0
7,7,0.6778642581607732,0.9091555120273604,1.7426872898628563,2.7416428972869658,-6.261642419563632,-7.506251319395641,0.521803534963636,0.6255209432829701,0.026381549128637036,0.02854534767536294,8.145388780645,2.74058795493485,49.07679836961328,0.0,0.0,0,0.0,0.0,0.0,0.0
8,8,0.6102896727683462,0.9820638000616734,0.8148353795331839,3.095341754593751,-8.838154072363894,-8.838154072363894,0.7365128393636579,0.7365128393636579,0.060178365073089386,0.060178365073089386,4.238707395829167,2.74058795493485,49.07679836961328,0.0,0.0,0,0.0,0.0,0.0,0.0
9,9,1.678085931028961,0.5729927080120457,2.2329826284980925,0.5683165419507898,-6.829367571004834,-8.838154072363894,0.5691139642504028,0.7365128393636579,0.02426399455721559,0.060178365073089386,6.5411714063162165,2.74058795493485,49.07679836961328,0.0,0.0,0,0.0,0.0,0.0,0.0
10,1,0.01,0.4445367950913969,0.01,3.141592653589793,-7.426253370740839,-8.838154072363894,0.6188544475617366,0.7365128393636579,0.003573589054013742,0.060178365073089386,3.8082319770740796,1.554712670682601,24.394046412430793,0.00048655469107311506,0.009844035911856092,57,1.3216516971588135,1.1814086437225342,0.3330039978027344,2.836109161376953
11,2,0.8965304666862564,1.2583269056900743,0.30518533388568764,3.141592653589793,-9.17856257202585,-9.17856257202585,0.7648802143354875,0.7648802143354875,0.044092345099716004,0.060178365073089386,3.525890607463708,1.600842082374057,23.560509253837274,0.000457362449023882,0.009342830630370289,30,0.683112621307373,1.0326943397521973,0.41173648834228516,2.1276042461395264
12,3,0.7811797613622895,1.2387191194182043,0.4094802366834143,3.141592653589793,-9.514945586605121,-9.514945586605121,0.7929121322170934,0.7929121322170934,0.05169934254840486,0.060178365073089386,2.787998390029003,1.2834136489962922,22.180067444599324,0.000691939339639157,0.009133761918119657,38,0.7941951751708984,1.0393383502960205,0.5796377658843994,2.413231611251831
13,4,0.3564890862968953,1.5591266593426318,0.42762769591911476,3.141592653589793,-7.60690806329439,-9.514945586605121,0.6339090052745325,0.7929121322170934,0.004440652376603432,0.060178365073089386,3.667923038640552,0.9215398493502054,19.80814974025956,0.0009637112706521502,0.008328855491291927,32,0.6737484931945801,1.0398783683776855,0.43581104278564453,2.1494979858398438
14,5,0.8073553252557979,1.0116684082686471,0.45705016122890085,3.0952049019213543,-8.323060053354796,-9.514945586605121,0.6935883377795663,0.7929121322170934,0.05217602984517158,0.060178365073089386,4.902073250479134,0.6664887414058727,22.73703384001697,0.000927052184447845,0.008716393724176404,24,0.5267205238342285,1.2285830974578857,0.5006322860717773,2.255976915359497
15,6,0.844456817896815,1.3971799893000008,0.5862399698479844,3.141592653589793,-8.911470464461663,-9.514945586605121,0.7426225387051386,0.7929121322170934,0.02239511122279913,0.060178365073089386,3.226308997820169,0.6295964299969152,22.195542984593313,0.0007513156961597531,0.003521154756176449,39,0.8070235252380371,1.0316622257232666,0.5598063468933105,2.3985321521759033
16,7,0.6970033566171961,1.2829820360026885,0.34915051407024106,3.141592653589793,-9.65434423997168,-9.65434423997168,0.8045286866643067,0.8045286866643067,0.04523480603037386,0.060178365073089386,2.17216663467012,0.6484577251720645,21.920469505541803,0.000960695966287706,0.003982636460661808,42,0.8818414211273193,1.1004326343536377,0.4552452564239502,2.437561273574829
17,8,0.7083420342421768,1.2843486042608074,0.3729694817858273,3.141592653589793,-9.63342595316344,-9.65434423997168,0.8027854960969534,0.8045286866643067,0.04500333662547586,0.060178365073089386,2.236338747085199,0.6626379331962228,21.910585244599496,0.0009506530101230729,0.004165587698684771,42,0.879784107208252,1.0276601314544678,0.47705769538879395,2.3845407962799072
18,9,0.6825622453546586,1.2561673035180518,0.3007816678286174,3.141592653589793,-9.71284379026331,-9.71284379026331,0.8094036491886092,0.8094036491886092,0.04969189590144356,0.060178365073089386,2.126518072313644,0.6733566267222378,21.998462761335272,0.0009439336254517817,0.005269410944267441,39,0.8350169658660889,1.7929270267486572,0.443835973739624,3.071820020675659
19,10,0.6569916509760783,1.2368576939951554,0.25453141187923306,3.141592653589793,-9.754806208582613,-9.754806208582613,0.8129005173818844,0.8129005173818844,0.05215945643852261,0.060178365073089386,2.0482472581295212,0.6891714032299852,22.058860720644926,0.0009287306652142699,0.00510442421404426,36,1.4099419116973877,4.078345060348511,1.4017908573150635,6.8901824951171875
20,11,0.6393973353383642,1.2322128697333399,0.20507486595883853,3.141592653589793,-9.774459950290165,-9.774459950290165,0.8145383291908471,0.8145383291908471,0.0523146854752909,0.060178365073089386,1.9786439137750875,0.7067092514494197,22.031858417077874,0.0009241026083461413,0.005180758861344794,37,1.6948506832122803,3.8046531677246094,1.4885623455047607,6.988136291503906
21,12,0.6396677070847263,1.2341401886046328,0.18925625131164753,3.141592653589793,-9.774496785741041,-9.774496785741041,0.8145413988117535,0.8145413988117535,0.052066755330970396,0.060178365073089386,1.972194393247193,0.7234102138271172,21.96325754565064,0.0009943435306663635,0.002721334362620561,46,3.537717819213867,3.792862892150879,1.7259109020233154,9.056575775146484
22,13,0.6336614332163301,1.229005098757138,0.19540376175752064,3.1415584102787495,-9.779438676441059,-9.779438676441059,0.8149532230367549,0.8149532230367549,0.052552699182619934,0.060178365073089386,1.9649166162300418,0.7366976457514467,21.96021240268834,0.0008561251895906246,0.0023006413637560942,41,3.481565475463867,4.906226873397827,1.3604049682617188,9.748296737670898
23,14,0.5881855639635443,1.1953716670845564,0.16305227622378846,3.141592653589793,-9.778275841372714,-9.779438676441059,0.8148563201143929,0.8149532230367549,0.05395993897709117,0.060178365073089386,1.9595168629180222,0.7522365597683071,21.937836949014905,0.0006862842084468841,0.005358870923934344,38,2.828184127807617,4.901010036468506,2.1769440174102783,9.906209468841553
24,15,0.6219248783833027,1.195163634053481,0.18607040346263892,3.141592653589793,-9.752906439045187,-9.779438676441059,0.8127422032537656,0.8149532230367549,0.05571847706500217,0.060178365073089386,2.1056254883223176,0.7561106541439717,21.906590555507574,0.00031220757459407333,0.005025028216436594,44,4.188194751739502,2.578498125076294,2.1408963203430176,8.907663583755493
