,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,BETA_2,GAMMA_2,BETA_3,GAMMA_3,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance
0,0,1.315943046311869,2.2657628918642514,0.010358175337752922,0.956782463394772,0.469579669553897,0.2991668650207721,0.5932911096063962,1.0921554341771562,-8.778365585553626,-8.778365585553626,0.7315304654628022,0.7315304654628022,0.04843676356634912,0.04843676356634912,5.839400517982455
1,1,1.3159430612130303,2.2657628918642514,0.010358175337752922,0.956782463394772,0.469579669553897,0.2991668650207721,0.5932911096063962,1.0921554341771562,-8.778365647049217,-8.778365647049217,0.7315304705874347,0.7315304705874347,0.04843676555042619,0.04843676555042619,5.83940037913122
2,2,1.315943046311869,2.2657629067654126,0.010358175337752922,0.956782463394772,0.469579669553897,0.2991668650207721,0.5932911096063962,1.0921554341771562,-8.778365443208083,-8.778365647049217,0.7315304536006736,0.7315304705874347,0.048436760519355755,0.04843676555042619,5.839400772250016
3,3,1.315943046311869,2.2657628918642514,0.010358190238914116,0.956782463394772,0.469579669553897,0.2991668650207721,0.5932911096063962,1.0921554341771562,-8.77836558820064,-8.778365647049217,0.7315304656833866,0.7315304705874347,0.048436760555511056,0.04843676555042619,5.839400397090685
4,4,1.315943046311869,2.2657628918642514,0.010358175337752922,0.9567824782959332,0.469579669553897,0.2991668650207721,0.5932911096063962,1.0921554341771562,-8.778365443485981,-8.778365647049217,0.7315304536238317,0.7315304705874347,0.048436760482905586,0.04843676555042619,5.839400772214333
5,5,1.315943046311869,2.2657628918642514,0.010358175337752922,0.956782463394772,0.4695796844550582,0.2991668650207721,0.5932911096063962,1.0921554341771562,-8.77836564568718,-8.778365647049217,0.7315304704739316,0.7315304705874347,0.04843676483093319,0.04843676555042619,5.839400375494222
6,6,1.315943046311869,2.2657628918642514,0.010358175337752922,0.956782463394772,0.469579669553897,0.2991668799219333,0.5932911096063962,1.0921554341771562,-8.77836550855999,-8.778365647049217,0.7315304590466658,0.7315304705874347,0.04843676460183008,0.04843676555042619,5.839400683918512
7,7,1.315943046311869,2.2657628918642514,0.010358175337752922,0.956782463394772,0.469579669553897,0.2991668650207721,0.5932911245075574,1.0921554341771562,-8.77836557994507,-8.778365647049217,0.7315304649954225,0.7315304705874347,0.04843676335468011,0.04843676555042619,5.839400498167379
8,8,1.315943046311869,2.2657628918642514,0.010358175337752922,0.956782463394772,0.469579669553897,0.2991668650207721,0.5932911096063962,1.0921554490783174,-8.778365578364852,-8.778365647049217,0.7315304648637376,0.7315304705874347,0.04843676278984378,0.04843676555042619,5.839400459046004
9,9,1.583567999536427,1.646284017688757,0.02187781104289669,0.3385129864612876,0.7312771206218461,-0.035904609960426936,0.5688830283851279,1.060870340650216,-7.457788392105964,-8.778365647049217,0.6214823660088303,0.7315304705874347,0.0014880319209075858,0.04843676555042619,5.1405057675560855
10,10,1.583568014437588,1.646284017688757,0.02187781104289669,0.3385129864612876,0.7312771206218461,-0.035904609960426936,0.5688830283851279,1.060870340650216,-7.457788330142579,-8.778365647049217,0.6214823608452149,0.7315304705874347,0.0014880318770408084,0.04843676555042619,5.140505916517171
