,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,BETA_2,GAMMA_2,BETA_3,GAMMA_3,BETA_4,GAMMA_4,BETA_5,GAMMA_5,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance
0,0,1.3753584325504997,0.09119039712749037,1.731318977678928,1.3732524066665275,1.3264207208228689,1.0444740986806316,0.6508761589200938,1.9493044088051905,0.9483963746929835,0.8455943344895199,1.9551381475963951,1.6670574951430934,-4.9720522424577185,-4.9720522424577185,0.41433768687147654,0.41433768687147654,5.274678395930175e-05,5.274678395930175e-05,7.5820931865393035
1,1,1.375358447451661,0.09119039712749037,1.731318977678928,1.3732524066665275,1.3264207208228689,1.0444740986806316,0.6508761589200938,1.9493044088051905,0.9483963746929835,0.8455943344895199,1.9551381475963951,1.6670574951430934,-4.972052226377024,-4.9720522424577185,0.4143376855314187,0.41433768687147654,5.27467872428769e-05,5.27467872428769e-05,7.582093275432438
2,2,1.3753584325504997,0.09119041202865157,1.731318977678928,1.3732524066665275,1.3264207208228689,1.0444740986806316,0.6508761589200938,1.9493044088051905,0.9483963746929835,0.8455943344895199,1.9551381475963951,1.6670574951430934,-4.972052236866433,-4.9720522424577185,0.4143376864055361,0.41433768687147654,5.2746788624269274e-05,5.2746788624269274e-05,7.582093158216704
3,3,1.3753584325504997,0.09119039712749037,1.7313189925800891,1.3732524066665275,1.3264207208228689,1.0444740986806316,0.6508761589200938,1.9493044088051905,0.9483963746929835,0.8455943344895199,1.9551381475963951,1.6670574951430934,-4.972052243507495,-4.972052243507495,0.4143376869589579,0.4143376869589579,5.27467872569298e-05,5.2746788624269274e-05,7.582093242090661
4,4,1.3753584325504997,0.09119039712749037,1.731318977678928,1.3732524215676887,1.3264207208228689,1.0444740986806316,0.6508761589200938,1.9493044088051905,0.9483963746929835,0.8455943344895199,1.9551381475963951,1.6670574951430934,-4.972052335775765,-4.972052335775765,0.4143376946479804,0.4143376946479804,5.274681968807788e-05,5.274681968807788e-05,7.582093113403701
5,5,1.3753584325504997,0.09119039712749037,1.731318977678928,1.3732524066665275,1.32642073572403,1.0444740986806316,0.6508761589200938,1.9493044088051905,0.9483963746929835,0.8455943344895199,1.9551381475963951,1.6670574951430934,-4.972052221252995,-4.972052335775765,0.41433768510441626,0.4143376946479804,5.274677928347208e-05,5.274681968807788e-05,7.582093258646196
6,6,1.3753584325504997,0.09119039712749037,1.731318977678928,1.3732524066665275,1.3264207208228689,1.0444741135817928,0.6508761589200938,1.9493044088051905,0.9483963746929835,0.8455943344895199,1.9551381475963951,1.6670574951430934,-4.9720520956354655,-4.972052335775765,0.4143376746362888,0.4143376946479804,5.274674053612974e-05,5.274681968807788e-05,7.582093314667347
7,7,1.3753584325504997,0.09119039712749037,1.731318977678928,1.3732524066665275,1.3264207208228689,1.0444740986806316,0.650876173821255,1.9493044088051905,0.9483963746929835,0.8455943344895199,1.9551381475963951,1.6670574951430934,-4.972052262705435,-4.972052335775765,0.4143376885587862,0.4143376946479804,5.2746769707568495e-05,5.274681968807788e-05,7.582093218408211
8,8,1.3753584325504997,0.09119039712749037,1.731318977678928,1.3732524066665275,1.3264207208228689,1.0444740986806316,0.6508761589200938,1.9493044237063517,0.9483963746929835,0.8455943344895199,1.9551381475963951,1.6670574951430934,-4.972052214927382,-4.972052335775765,0.4143376845772819,0.4143376946479804,5.274672926992257e-05,5.274681968807788e-05,7.582093229419133
9,9,1.3753584325504997,0.09119039712749037,1.731318977678928,1.3732524066665275,1.3264207208228689,1.0444740986806316,0.6508761589200938,1.9493044088051905,0.9483963895941447,0.8455943344895199,1.9551381475963951,1.6670574951430934,-4.972052217498585,-4.972052335775765,0.41433768479154875,0.4143376946479804,5.274675820910987e-05,5.274681968807788e-05,7.582093281197714
