,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,BETA_2,GAMMA_2,BETA_3,GAMMA_3,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance
0,0,0.9394582703178626,0.5978664205984253,0.26284876410560115,2.322494206691365,1.3920007203823874,0.5057620187197105,2.7656043425315375,0.8683271508232688,-8.008732249303746,-8.008732249303746,0.6673943541086454,0.6673943541086454,0.021973222125858206,0.021973222125858206,5.773831331689522
1,1,1.963987981099969,3.0302398224227947,1.2873784798573313,0.2154312704222774,2.4165304351042565,2.938135417258076,2.0663850849449474,0.169107893663629,-6.395041253941474,-8.008732249303746,0.5329201044951228,0.6673943541086454,0.0008350568035595331,0.021973222125858206,3.321890852414846
2,2,1.6248935018450015,2.691145343218743,0.9482840006023638,3.0079294446551277,2.9797213051939657,2.5990409380540243,1.7272906056389206,0.7322987590456658,-6.08282784054829,-8.008732249303746,0.5069023200456908,0.6673943541086454,0.0026336339704040876,0.021973222125858206,5.9947132515148525
3,3,1.565232131504205,2.631483975671914,0.8886226302615674,2.2880937899969815,2.920059937857774,2.5393795705071955,1.0074549536727668,0.01246310729014887,-7.515571231069679,-8.008732249303746,0.6262976025891399,0.6673943541086454,0.014672880124843156,0.021973222125858206,5.294039091222167
4,4,2.625803175903709,1.5325051253498805,1.9491936746610714,1.1891149436892283,0.8490383286674847,1.4404007201851619,3.040068753504226,2.0450769145721885,-7.14091612457202,-8.008732249303746,0.595076343714335,0.6673943541086454,0.006872555183019119,0.021973222125858206,3.9845412920508494
5,5,1.3959714637985512,0.30267341322359287,2.867071045909798,3.090875885152734,2.7507992700501447,0.21056900805887424,0.8263534814885534,2.962954296146309,-6.267937430779812,-8.008732249303746,0.522328119231651,0.6673943541086454,0.00033189095099855085,0.021973222125858206,4.3221326342082875
6,6,2.3498856917819495,0.016021861788349627,0.6893926234868799,0.9131974549917017,2.464147715922909,3.055510110213424,1.7802677051028726,2.6763027451005748,-7.571523645084038,-8.008732249303746,0.6309603037570032,0.6673943541086454,0.013794832793462561,0.021973222125858206,5.0002839785688025
7,7,0.3211954381929074,1.657144046666492,1.7922950233856556,2.016099854890477,0.4354574602709447,1.026819854663435,2.8831701051036234,0.6476124894486104,-6.264850927945766,-8.008732249303746,0.5220709106621472,0.6673943541086454,0.02036445566248351,0.021973222125858206,7.293848574160805
8,8,3.0091706645939382,1.2135266198198151,1.3486775962988686,1.0881621873493155,3.1234326866719755,0.09888218702029782,1.9552324375624617,2.8512674753952663,-7.2353059615894395,-8.008732249303746,0.6029421634657867,0.6673943541086454,0.009380049793043676,0.021973222125858206,4.464867585249095
9,9,2.0581921187129737,1.2135266198198151,1.3486775962988686,1.0881621873493155,3.1234326866719755,0.09888218702029782,1.9552324375624617,2.8512674753952663,-8.248561897124732,-8.248561897124732,0.6873801580937277,0.6873801580937277,0.00028862905357150394,0.021973222125858206,2.8530858327156636
