,iter ,BETA_0,GAMMA_0,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance,corr_length,const_kernel,std_energies,average_distances,nit,time_opt_bayes,time_qaoa,time_opt_kernel,time_step
0,0,1.160242663501367,1.5797807011882392,-7.460382128896405,-7.460382128896405,0.6216985107413671,0.6216985107413671,0.0036243117740145953,0.0036243117740145953,3.69948306581329,0.6228069940942824,30.21204349538139,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,0.2233520133169106,0.07621785991797413,-7.019353316773491,-7.460382128896405,0.5849461097311243,0.6216985107413671,0.0020861841829433094,0.0036243117740145953,4.071953803671356,0.6228069940942824,30.21204349538139,0.0,0.0,0,0.0,0.0,0.0,0.0
2,2,1.303380174253771,3.0191208228809208,-7.714727386533625,-7.714727386533625,0.6428939488778022,0.6428939488778022,0.00863832808157208,0.00863832808157208,4.886880943442847,0.6228069940942824,30.21204349538139,0.0,0.0,0,0.0,0.0,0.0,0.0
3,3,2.378147357170685,0.5195887580631314,-4.022217960218367,-7.714727386533625,0.33518483001819727,0.6428939488778022,0.00011178317274912352,0.00863832808157208,5.670557395130871,0.6228069940942824,30.21204349538139,0.0,0.0,0,0.0,0.0,0.0,0.0
4,4,0.602825021019044,1.112644591677991,-9.463298825684436,-9.463298825684436,0.7886082354737031,0.7886082354737031,0.05680525187041742,0.05680525187041742,2.873005496715237,0.6228069940942824,30.21204349538139,0.0,0.0,0,0.0,0.0,0.0,0.0
5,5,3.06601099314226,1.495268909668073,-7.666769874314095,-9.463298825684436,0.6388974895261746,0.7886082354737031,0.004749354230327538,0.05680525187041742,3.6105117002704006,0.6228069940942824,30.21204349538139,0.0,0.0,0,0.0,0.0,0.0,0.0
6,6,2.7705829896039282,2.1414043777988314,-5.145273708007277,-9.463298825684436,0.42877280900060644,0.7886082354737031,0.0004499596607221599,0.05680525187041742,5.218362493312718,0.6228069940942824,30.21204349538139,0.0,0.0,0,0.0,0.0,0.0,0.0
7,7,1.9472571821982991,2.6959719706131033,-7.997283972489195,-9.463298825684436,0.6664403310407663,0.7886082354737031,0.03074665236412883,0.05680525187041742,4.947395868136198,0.6228069940942824,30.21204349538139,0.0,0.0,0,0.0,0.0,0.0,0.0
8,8,0.8693339186912891,2.3302274199144524,-5.798421709232556,-9.463298825684436,0.483201809102713,0.7886082354737031,0.005652936270508161,0.05680525187041742,6.910696895415747,0.6228069940942824,30.21204349538139,0.0,0.0,0,0.0,0.0,0.0,0.0
9,9,1.6997221238434264,0.7469082115312109,-7.384182467571372,-9.463298825684436,0.615348538964281,0.7886082354737031,0.009918370115441553,0.05680525187041742,5.048945386928111,0.6228069940942824,30.21204349538139,0.0,0.0,0,0.0,0.0,0.0,0.0
10,1,0.6587841850657526,0.9303733926650434,-7.782037969533459,-9.463298825684436,0.6485031641277882,0.7886082354737031,0.03280873478574257,0.05680525187041742,5.718815942209211,0.47916976783928233,32.560525878445326,0.0006561147570065244,0.0044506212121794555,13,0.13261628150939941,0.7784912586212158,0.6371042728424072,1.5482563972473145
