,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,BETA_2,GAMMA_2,BETA_3,GAMMA_3,BETA_4,GAMMA_4,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance
0,0,2.9148913249324218,2.5644696602700594,2.544904977721728,0.9944990191155381,2.776677078026125,2.8389667159068925,1.5135243775916167,1.7502823145924253,2.0475448441012962,2.343515046328977,-6.078131859510671,-6.078131859510671,0.5065109882925559,0.5065109882925559,0.005293645766857557,0.005293645766857557,7.3361901769029245
1,1,2.487238027599977,1.4653670504914305,2.1172516797458396,0.5668457229410875,1.6775744684265634,2.411313415018247,0.4144217647837183,1.3226290200626123,1.6198915471112,1.2444124348686716,-7.147399506392063,-7.147399506392063,0.5956166255326719,0.5956166255326719,0.0003339180713387354,0.005293645766857557,4.536443247127899
2,2,2.71964411877069,1.0524465881159204,1.7043312184383768,0.7992518141118004,1.909980554803939,2.6437194987383794,0.6468278511610939,1.5550351037827446,1.2069710932543176,0.8314919762184518,-7.023105499496387,-7.147399506392063,0.5852587916246988,0.5956166255326719,0.003375764400075719,0.005293645766857557,5.374430744927203
3,3,1.581939319666166,3.046334447754708,0.5666264244873711,0.8688194252868338,1.9795481659789724,2.713287109913413,2.640715705646363,1.624602714957778,1.276538702132289,0.9010595850964231,-7.697585015701074,-7.697585015701074,0.6414654179750895,0.6414654179750895,0.0008525442454635963,0.005293645766857557,3.3890272609648022
4,4,0.27417984867728884,1.6110703917129003,2.262955021933381,2.6926526080009534,0.671788695103299,1.2780230538828337,1.2054516496045553,0.3168432440821045,2.9728672996915027,2.597388182655637,-7.024008088694574,-7.697585015701074,0.5853340073912144,0.6414654179750895,0.017091381648034636,0.017091381648034636,5.474948304876797
5,5,1.5510363671384513,2.887926915606087,0.4082188923387504,0.837916472974298,1.9486452135644614,2.5548795777760205,2.482308173497742,1.593699762543267,1.118131170096872,1.3248765015635586,-6.225813645276765,-7.697585015701074,0.5188178037730637,0.6414654179750895,0.0018082161194491967,0.017091381648034636,5.074494561733822
6,6,0.08929969599602593,1.426190244463662,2.0780748672335623,2.07347925131619,0.4869085424220361,0.6588497026300948,0.5862782983518164,2.829262540987134,2.353693948438764,2.560439282408357,-7.929048537910841,-7.929048537910841,0.6607540448259034,0.6607540448259034,0.014912296759094387,0.017091381648034636,4.784570172277505
7,7,0.29915687433564764,2.830326559844373,2.28793205312574,2.283336430705429,0.6967657207616578,2.0629860189584477,0.7961354850896607,1.1018062038276695,2.5635511278280028,2.7702964692481764,-7.263771111005923,-7.929048537910841,0.6053142592504935,0.6607540448259034,0.015481578001139393,0.017091381648034636,6.744194621064359
8,8,0.014846027545559295,0.4570747323203135,3.046272881959034,1.9990255839153408,1.4551065495949518,2.8213268450241813,0.5118246382995724,1.8601470297914278,0.19029930307150367,0.5806130876443485,-7.02394220835298,-7.929048537910841,0.5853285173627484,0.6607540448259034,0.003166334614374546,0.017091381648034636,4.556307842825447
9,9,0.156112744974495,0.5983414496654282,0.055946945816330855,1.9854584031636497,1.441539368861415,2.9625935624712714,0.4982574575478813,2.0014137472385176,0.3315660204166184,0.7218798022145043,-8.513124211129643,-8.513124211129643,0.709427017594137,0.709427017594137,0.09645878197631488,0.09645878197631488,5.262510092734686
