,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance
0,0,3.0726647710564277,1.6963497117657556,1.5793051625609724,0.23563479991224776,-7.243249360244399,-7.243249360244399,0.6036041133536999,0.6036041133536999,0.009704626597989692,0.009704626597989692,6.06932038457996
1,1,2.869658591682512,2.502857164910667,2.518073377049763,1.0421422547312906,-4.896628785110585,-7.243249360244399,0.40805239875921545,0.6036041133536999,4.077678412056976e-05,0.009704626597989692,4.549303496695213
2,2,1.5148077733914536,1.148006347576825,1.1632225640217941,2.8188840947125318,-7.387605045231769,-7.387605045231769,0.6156337537693141,0.6156337537693141,0.02794339864669731,0.02794339864669731,6.433582334818098
3,3,0.4848453728941282,0.1180439470794996,1.307899690368359,2.963561221161072,-6.272615898662393,-7.387605045231769,0.5227179915551995,0.6156337537693141,0.0014000017307603555,0.02794339864669731,6.179071278437583
4,4,1.8121090759921101,1.5931758395330073,2.7830315864578843,1.3071004636608043,-7.392949420857602,-7.392949420857602,0.6160791184048001,0.6160791184048001,0.0042825606897784405,0.02794339864669731,2.5010222265015827
5,5,1.2810490710437306,1.5931758395330073,2.7830315864578843,1.3071004636608043,-5.242736169147413,-7.392949420857602,0.43689468076228444,0.6160791184048001,0.0002500982144126917,0.02794339864669731,4.5898377070686145
6,6,1.2810490710437306,0.6184486079420373,2.7830315864578843,1.3071004636608043,-7.25338667218904,-7.392949420857602,0.6044488893490867,0.6160791184048001,0.02881317145383063,0.02881317145383063,5.512350282470017
7,7,1.2810490710437306,0.6184486079420373,1.904689153021762,1.3071004636608043,-6.98252349670514,-7.392949420857602,0.5818769580587616,0.6160791184048001,0.014018063912656288,0.02881317145383063,5.644818519809711
8,8,1.2810490710437306,0.6184486079420373,1.904689153021762,0.5473975739036361,-6.8675831769766456,-7.392949420857602,0.5722985980813872,0.6160791184048001,0.012074170386397173,0.02881317145383063,5.119402212005944
9,9,1.8121090759921101,1.5931758395330073,2.7830315864578843,1.3071004636608043,-7.392949420857602,-7.392949420857602,0.6160791184048001,0.6160791184048001,0.0042825606897784405,0.02881317145383063,2.5010222265015827
10,10,1.81210908599211,1.5931758395330073,2.7830315864578843,1.3071004636608043,-7.3929494370952415,-7.3929494370952415,0.6160791197579368,0.6160791197579368,0.004282560748001805,0.02881317145383063,2.501022195033393
