,iter ,BETA_0,GAMMA_0,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance,corr_length,const_kernel,noise_kernel,std_energies,average_distances,nit,time_opt_bayes,time_qaoa,time_opt_kernel,time_step
0,0,1.6164289907593676,1.7991361256637044,-7.48984365606652,-7.48984365606652,0.6241536380055434,0.6241536380055434,0.004122673609202975,0.004122673609202975,2.20594352225109,5.716332859469132,68.62376548526824,1.388000107009886,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,0.4474370991451841,0.07966726316012841,-6.650760742394063,-7.48984365606652,0.5542300618661719,0.6241536380055434,0.0011652581379031455,0.004122673609202975,4.203419010015352,5.716332859469132,68.62376548526824,1.388000107009886,0.0,0.0,0,0.0,0.0,0.0,0.0
2,2,0.0989138604101236,0.9759772953788961,-7.955812017964731,-7.955812017964731,0.6629843348303942,0.6629843348303942,0.007069981114392218,0.007069981114392218,3.4400783918164635,5.716332859469132,68.62376548526824,1.388000107009886,0.0,0.0,0,0.0,0.0,0.0,0.0
3,3,0.6800375529792945,2.8540380322519114,-9.682472977652427,-9.682472977652427,0.8068727481377023,0.8068727481377023,0.04522027264157588,0.04522027264157588,2.0746989423982427,5.716332859469132,68.62376548526824,1.388000107009886,0.0,0.0,0,0.0,0.0,0.0,0.0
4,4,2.8201071928373818,1.4388680642946567,-8.534031944419732,-9.682472977652427,0.7111693287016444,0.8068727481377023,0.01160933562899106,0.04522027264157588,2.735486868087847,5.716332859469132,68.62376548526824,1.388000107009886,0.0,0.0,0,0.0,0.0,0.0,0.0
5,5,2.989727844413581,2.808029747647337,-8.486178408021566,-9.682472977652427,0.7071815340017972,0.8068727481377023,0.010888395760692116,0.04522027264157588,2.7467176553222714,5.716332859469132,68.62376548526824,1.388000107009886,0.0,0.0,0,0.0,0.0,0.0,0.0
6,6,1.2608752115382862,0.6893609970835993,-6.7581635221367415,-9.682472977652427,0.5631802935113951,0.8068727481377023,0.0031338658656159092,0.04522027264157588,6.160648234566793,5.716332859469132,68.62376548526824,1.388000107009886,0.0,0.0,0,0.0,0.0,0.0,0.0
7,7,1.894184649066361,1.9564070124564619,-6.512443265971831,-9.682472977652427,0.5427036054976526,0.8068727481377023,0.0021123502065818504,0.04522027264157588,4.73736651433056,5.716332859469132,68.62376548526824,1.388000107009886,0.0,0.0,0,0.0,0.0,0.0,0.0
8,8,2.4164399658055085,0.415436745955798,-3.9444203189227,-9.682472977652427,0.3287016932435583,0.8068727481377023,4.044287057829874e-05,0.04522027264157588,4.771878648365815,5.716332859469132,68.62376548526824,1.388000107009886,0.0,0.0,0,0.0,0.0,0.0,0.0
9,9,1.4821050017028228,2.283301872158687,-7.450647925038727,-9.682472977652427,0.6208873270865606,0.8068727481377023,0.006783791667442821,0.04522027264157588,4.9579229417102795,5.716332859469132,68.62376548526824,1.388000107009886,0.0,0.0,0,0.0,0.0,0.0,0.0
10,1,0.01,3.141592653589793,-7.499999999999999,-9.682472977652427,0.6249999999999999,0.8068727481377023,0.003906249999999994,0.04522027264157588,3.750000000000007,7.807347386838258,55.25148930887214,1.638657753792181,0.0009691614695533436,0.0006888786939142375,34,0.3745732307434082,1.8282406330108643,0.2965550422668457,2.499492645263672
