,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,BETA_2,GAMMA_2,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance
0,0,2.8071208544010524,0.6667424849491386,2.333102010867538,2.0866947464638543,2.787100942000842,2.6969463060103305,-6.365481492027369,-6.365481492027369,0.5304567910022807,0.5304567910022807,0.007996946226551269,0.007996946226551269,6.20092783959214
1,1,1.5566138228190065,1.5615434131226176,1.0825949799057961,2.9814956715902916,0.5503092117337138,0.4601545788077266,-7.12739835857901,-7.12739835857901,0.5939498632149175,0.5939498632149175,0.006914284080087584,0.007996946226551269,4.8215744842138335
2,2,1.8356704363385925,1.8406000254462251,1.3616515924940595,0.23105396000454115,0.8293658239553461,0.7392111910293588,-5.941153123480222,-7.12739835857901,0.4950960936233519,0.5939498632149175,0.0036439936853952795,0.007996946226551269,6.585899273527602
3,3,2.5185640796174926,2.5234936743130607,2.4735832323347946,0.9139476089825556,1.5122594728221819,1.4221048398961946,-6.68007441539487,-7.12739835857901,0.5566728679495725,0.5939498632149175,0.0015596254267915247,0.007996946226551269,5.823410548035689
4,4,2.7971248613632724,2.8020544560588405,2.752144007567267,1.1925083907283354,1.7908202545679617,0.8518320531151711,-7.4273877535494295,-7.4273877535494295,0.6189489794624524,0.6189489794624524,0.01703510618605067,0.01703510618605067,4.39269006371444
5,5,1.4355959824583329,1.4405255697033204,1.3906151286623276,2.962572157962608,1.6148752515554732,0.6758870502353018,-7.450730057742169,-7.450730057742169,0.6208941714785141,0.6208941714785141,0.03301079557749431,0.03301079557749431,5.368937710292144
6,6,1.9854517153951898,1.9903813026401773,1.9404708615991846,0.624744061955486,2.4086398151775423,1.2257427855882421,-7.627667636239006,-7.627667636239006,0.6356389696865838,0.6356389696865838,0.020717552144176175,0.03301079557749431,4.450347155625515
7,7,2.3215333906949063,1.9903813026401773,1.9404708615991846,0.624744061955486,2.4086398151775423,1.2257427855882421,-7.488077535198377,-7.627667636239006,0.6240064612665314,0.6356389696865838,0.010897114178275399,0.03301079557749431,4.743959681286711
8,8,2.3215333906949063,2.3470719031886684,1.9404708615991846,0.624744061955486,2.4086398151775423,1.2257427855882421,-7.66867821160063,-7.66867821160063,0.6390565176333859,0.6390565176333859,0.035594958216497254,0.035594958216497254,4.876129774491545
9,9,2.3215333906949063,2.3470719031886684,2.4049346202969435,0.624744061955486,2.4086398151775423,1.2257427855882421,-8.319966481869935,-8.319966481869935,0.693330540155828,0.693330540155828,0.016273240467116947,0.035594958216497254,2.8921515503382125
10,10,2.3215333906949063,2.3470719031886684,2.4049346202969435,1.7126567477559915,2.4086398151775423,1.2257427855882421,-7.36805878930778,-8.319966481869935,0.6140048991089816,0.693330540155828,0.025818935645198597,0.035594958216497254,5.647479594991694
11,11,2.3215333906949063,2.3470719031886684,2.4049346202969435,1.7126567477559915,3.1070677174252257,1.2257427855882421,-8.565450658111523,-8.565450658111523,0.7137875548426269,0.7137875548426269,0.014083522335851174,0.035594958216497254,4.2281492169016985
12,12,2.3215333906949063,2.3470719031886684,2.4049346202969435,1.7126567477559915,3.1070677174252257,3.0154580720839146,-8.057756179293687,-8.565450658111523,0.6714796816078072,0.7137875548426269,0.020832130122847535,0.035594958216497254,5.001712648207302
13,13,2.3215333906949063,2.3470719031886684,2.4049346202969435,1.7126567477559915,3.1070677174252257,1.2257427855882421,-8.565450658111523,-8.565450658111523,0.7137875548426269,0.7137875548426269,0.014083522335851174,0.035594958216497254,4.2281492169016985
14,14,2.321533400694906,2.3470719031886684,2.4049346202969435,1.7126567477559915,3.1070677174252257,1.2257427855882421,-8.565450699378298,-8.565450699378298,0.7137875582815248,0.7137875582815248,0.014083522675852963,0.035594958216497254,4.2281491252410035
15,15,2.3215333906949063,2.3470719131886684,2.4049346202969435,1.7126567477559915,3.1070677174252257,1.2257427855882421,-8.565450715059775,-8.565450715059775,0.7137875595883146,0.7137875595883146,0.014083523424923604,0.035594958216497254,4.228149131146623
16,16,2.3215333906949063,2.3470719031886684,2.4049346302969434,1.7126567477559915,3.1070677174252257,1.2257427855882421,-8.565450629166024,-8.565450715059775,0.7137875524305021,0.7137875595883146,0.01408352174700254,0.035594958216497254,4.228149253528429
17,17,2.3215333906949063,2.3470719031886684,2.4049346202969435,1.7126567577559915,3.1070677174252257,1.2257427855882421,-8.565450640888665,-8.565450715059775,0.7137875534073888,0.7137875595883146,0.014083522086865391,0.035594958216497254,4.228149225896956
18,18,2.3215333906949063,2.3470719031886684,2.4049346202969435,1.7126567477559915,3.1070677274252256,1.2257427855882421,-8.565450631814311,-8.565450715059775,0.7137875526511926,0.7137875595883146,0.01408352184464599,0.035594958216497254,4.228149251152942
19,19,2.3215333906949063,2.3470719031886684,2.4049346202969435,1.7126567477559915,3.1070677174252257,1.225742795588242,-8.565450673955127,-8.565450715059775,0.7137875561629272,0.7137875595883146,0.014083522549706106,0.035594958216497254,4.228149209448091
20,20,3.141592653589793,3.141592653589793,0.01,0.01,0.477346549495467,2.810103171444924,-4.452731661912275,-8.565450715059775,0.37106097182602293,0.7137875595883146,6.330257444834935e-07,0.035594958216497254,4.2450212180388895
21,21,3.141592643589793,3.141592653589793,0.01,0.01,0.477346549495467,2.810103171444924,-4.4527316924473865,-8.565450715059775,0.3710609743706155,0.7137875595883146,6.330257983845871e-07,0.035594958216497254,4.245021228141205
22,22,3.141592653589793,3.141592643589793,0.01,0.01,0.477346549495467,2.810103171444924,-4.452731661912342,-8.565450715059775,0.3710609718260285,0.7137875595883146,6.330257444830934e-07,0.035594958216497254,4.245021218038605
23,23,3.141592653589793,3.141592653589793,0.01000001,0.01,0.477346549495467,2.810103171444924,-4.452731631377206,-8.565450715059775,0.3710609692814338,0.7137875595883146,6.330256905821231e-07,0.035594958216497254,4.245021207936649
24,24,3.141592653589793,3.141592653589793,0.01,0.01000001,0.477346549495467,2.810103171444924,-4.452731663954751,-8.565450715059775,0.3710609719962292,0.7137875595883146,6.330257546494739e-07,0.035594958216497254,4.245021217757504
25,25,3.141592653589793,3.141592653589793,0.01,0.01,0.477346559495467,2.810103171444924,-4.452731629372805,-8.565450715059775,0.37106096911440045,0.7137875595883146,6.33025680420609e-07,0.035594958216497254,4.245021208219654
26,26,3.141592653589793,3.141592653589793,0.01,0.01,0.477346549495467,2.8101031814449238,-4.452731708510746,-8.565450715059775,0.37106097570922886,0.7137875595883146,6.330260884540595e-07,0.035594958216497254,4.245021215358168
27,27,2.4783310153121945,2.4989864927907246,1.947016422713703,1.38710401557381,2.6042576752807003,1.5286769225225627,-5.966767779983982,-8.565450715059775,0.49723064833199854,0.7137875595883146,0.005703731848124205,0.035594958216497254,7.222596607514397
28,28,2.4783310253121944,2.4989864927907246,1.947016422713703,1.38710401557381,2.6042576752807003,1.5286769225225627,-5.9667677833440775,-8.565450715059775,0.49723064861200644,0.7137875595883146,0.005703731753511514,0.035594958216497254,7.222596580561017
29,29,2.4783310153121945,2.4989865027907245,1.947016422713703,1.38710401557381,2.6042576752807003,1.5286769225225627,-5.966767902389372,-8.565450715059775,0.4972306585324477,0.7137875595883146,0.005703732319558203,0.035594958216497254,7.222596544019488
30,30,2.4783310153121945,2.4989864927907246,1.947016432713703,1.38710401557381,2.6042576752807003,1.5286769225225627,-5.966767759795093,-8.565450715059775,0.4972306466495911,0.7137875595883146,0.005703731707175379,0.035594958216497254,7.2225966247288795
31,31,2.4783310153121945,2.4989864927907246,1.947016422713703,1.3871040255738099,2.6042576752807003,1.5286769225225627,-5.966767860629134,-8.565450715059775,0.49723065505242786,0.7137875595883146,0.005703732351924782,0.035594958216497254,7.2225965781763435
32,32,2.4783310153121945,2.4989864927907246,1.947016422713703,1.38710401557381,2.6042576852807002,1.5286769225225627,-5.966767787833869,-8.565450715059775,0.49723064898615577,0.7137875595883146,0.0057037318818283,0.035594958216497254,7.222596597931904
33,33,2.4783310153121945,2.4989864927907246,1.947016422713703,1.38710401557381,2.6042576752807003,1.5286769325225626,-5.966767812184532,-8.565450715059775,0.49723065101537767,0.7137875595883146,0.005703731946959292,0.035594958216497254,7.222596518931745
34,34,2.346525521805048,2.3712857224358976,2.331946578165225,1.6607665703006835,3.0269243190322745,1.2740277623949974,-9.068024949931935,-9.068024949931935,0.7556687458276613,0.7556687458276613,0.03368082244084346,0.035594958216497254,3.525365464751985
35,35,2.3465255318050477,2.3712857224358976,2.331946578165225,1.6607665703006835,3.0269243190322745,1.2740277623949974,-9.068024984998788,-9.068024984998788,0.755668748749899,0.755668748749899,0.03368082341471766,0.035594958216497254,3.525365407186257
36,36,2.346525521805048,2.3712857324358976,2.331946578165225,1.6607665703006835,3.0269243190322745,1.2740277623949974,-9.068025010634072,-9.068025010634072,0.7556687508861727,0.7556687508861727,0.03368082590832531,0.035594958216497254,3.5253654135265293
37,37,2.346525521805048,2.3712857224358976,2.331946588165225,1.6607665703006835,3.0269243190322745,1.2740277623949974,-9.068024946289423,-9.068025010634072,0.7556687455241186,0.7556687508861727,0.03368082188655337,0.035594958216497254,3.5253654671761296
38,38,2.346525521805048,2.3712857224358976,2.331946578165225,1.6607665803006835,3.0269243190322745,1.2740277623949974,-9.068024964748895,-9.068025010634072,0.7556687470624079,0.7556687508861727,0.03368082183461743,0.035594958216497254,3.525365439149823
39,39,2.346525521805048,2.3712857224358976,2.331946578165225,1.6607665703006835,3.0269243290322745,1.2740277623949974,-9.068024948102703,-9.068025010634072,0.7556687456752252,0.7556687508861727,0.03368082201849197,0.035594958216497254,3.525365467349502
40,40,2.346525521805048,2.3712857224358976,2.331946578165225,1.6607665703006835,3.0269243190322745,1.2740277723949973,-9.068024934582,-9.068025010634072,0.7556687445485001,0.7556687508861727,0.03368082290819377,0.035594958216497254,3.525365488443228
41,41,2.434337687947065,2.517244560177044,2.289522204188722,1.6731744330278073,2.9837260109628936,1.2586159699287471,-9.902992987862053,-9.902992987862053,0.8252494156551711,0.8252494156551711,0.13862063319787685,0.13862063319787685,2.9940583324613073
42,42,2.434337697947065,2.517244560177044,2.289522204188722,1.6731744330278073,2.9837260109628936,1.2586159699287471,-9.90299301286909,-9.90299301286909,0.8252494177390908,0.8252494177390908,0.13862063510430903,0.13862063510430903,2.9940582853747344
43,43,2.434337687947065,2.517244570177044,2.289522204188722,1.6731744330278073,2.9837260109628936,1.2586159699287471,-9.902993015894179,-9.902993015894179,0.8252494179911816,0.8252494179911816,0.13862064116278916,0.13862064116278916,2.994058319021974
44,44,2.434337687947065,2.517244560177044,2.289522214188722,1.6731744330278073,2.9837260109628936,1.2586159699287471,-9.902993000506699,-9.902993015894179,0.8252494167088916,0.8252494179911816,0.13862063168348215,0.13862064116278916,2.994058267741522
45,45,2.434337687947065,2.517244560177044,2.289522204188722,1.6731744430278073,2.9837260109628936,1.2586159699287471,-9.902992969295163,-9.902993015894179,0.8252494141079302,0.8252494179911816,0.13862063006203673,0.13862064116278916,2.994058358875975
46,46,2.434337687947065,2.517244560177044,2.289522204188722,1.6731744330278073,2.9837260209628935,1.2586159699287471,-9.902992996086246,-9.902993015894179,0.8252494163405205,0.8252494179911816,0.1386206319103451,0.13862064116278916,2.9940582843720165
