,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,BETA_2,GAMMA_2,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance,corr_length,const_kernel,noise_kernel,std_energies,average_distances,nit,time_opt_bayes,time_qaoa,time_opt_kernel,time_step
0,0,0.15462811240963406,1.1551386080260344,2.3996972971894475,1.4585191948040814,2.5192058405216153,2.943439164108853,-8.507112853430112,-8.507112853430112,0.7089260711191759,0.7089260711191759,0.008982098252482631,0.008982098252482631,1.7365033558004939,5.214143625087111,45.60138485066649,9.999999999999997e-06,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,1.36462554010413,2.0987837442290345,0.7365552808022173,2.1636049189337334,1.5595968385092733,1.3095510292136958,-7.033336521920316,-8.507112853430112,0.586111376826693,0.7089260711191759,0.001827920872911498,0.008982098252482631,5.237020401691453,5.214143625087111,45.60138485066649,9.999999999999997e-06,0.0,0.0,0,0.0,0.0,0.0,0.0
2,2,0.6335327267917056,0.6429676653457913,1.9431311974977075,1.0167409742614515,0.9344200066113225,2.137153329300873,-7.58503703288275,-8.507112853430112,0.6320864194068958,0.7089260711191759,0.005076541193214928,0.008982098252482631,3.9389365247184145,5.214143625087111,45.60138485066649,9.999999999999997e-06,0.0,0.0,0,0.0,0.0,0.0,0.0
3,3,2.2491308261842127,2.692993630741354,2.945095256435022,0.9111839298989628,2.456921178204989,0.16743521111826642,-6.638810444140553,-8.507112853430112,0.5532342036783794,0.7089260711191759,0.00033899119334095747,0.008982098252482631,2.586748043589978,5.214143625087111,45.60138485066649,9.999999999999997e-06,0.0,0.0,0,0.0,0.0,0.0,0.0
4,4,2.5905993929684326,0.4672572452067027,1.5423258399087054,1.6177013961419824,0.2794237838359027,1.751272691801951,-4.85802485652255,-8.507112853430112,0.4048354047102125,0.7089260711191759,0.00011349897265399229,0.008982098252482631,6.2954986161673006,5.214143625087111,45.60138485066649,9.999999999999997e-06,0.0,0.0,0,0.0,0.0,0.0,0.0
5,5,0.7657004460967658,1.4758517030847536,1.1317195259674575,2.2375129745250684,1.1204202587539211,2.659563158631733,-7.1744742529593655,-8.507112853430112,0.5978728544132804,0.7089260711191759,0.015244056920904256,0.015244056920904256,4.921992097283287,5.214143625087111,45.60138485066649,9.999999999999997e-06,0.0,0.0,0,0.0,0.0,0.0,0.0
6,6,1.8981971875895804,1.8025289158968643,0.04294742746961768,2.7151149789740914,2.1043963217390798,0.6734939193745016,-6.7849237123177035,-8.507112853430112,0.5654103093598086,0.7089260711191759,0.02736554040484559,0.02736554040484559,6.284173791091497,5.214143625087111,45.60138485066649,9.999999999999997e-06,0.0,0.0,0,0.0,0.0,0.0,0.0
7,7,3.121081740049337,0.05175818406176077,2.5692102889563504,0.04297102301415447,0.6176049887497684,2.440489938317564,-7.062627732173097,-8.507112853430112,0.5885523110144247,0.7089260711191759,0.0026271950918387243,0.02736554040484559,4.26122347289121,5.214143625087111,45.60138485066649,9.999999999999997e-06,0.0,0.0,0,0.0,0.0,0.0,0.0
8,8,1.019890524756421,2.3784704702952,1.8872917273013123,2.9246924018949896,2.891137370034175,0.9577373904171997,-7.373443429343815,-8.507112853430112,0.6144536191119846,0.7089260711191759,0.0017043382418397324,0.02736554040484559,4.2544884187155105,5.214143625087111,45.60138485066649,9.999999999999997e-06,0.0,0.0,0,0.0,0.0,0.0,0.0
9,9,1.8417737240723522,3.062690618737814,0.3728386658138177,0.6075676530089982,1.8030652224697044,0.4948448533787165,-7.813313936688568,-8.507112853430112,0.6511094947240473,0.7089260711191759,0.018150451770859166,0.02736554040484559,3.738585269282865,5.214143625087111,45.60138485066649,9.999999999999997e-06,0.0,0.0,0,0.0,0.0,0.0,0.0
