,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,BETA_2,GAMMA_2,BETA_3,GAMMA_3,BETA_4,GAMMA_4,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance
0,0,2.156267772266229,2.9956395989254534,0.022364361826912846,1.6139775292444265,2.5547978336628314,1.9281821310151628,2.2702436497587923,0.9240369508418286,2.8840946997163526,2.247760273721379,-7.057106715800115,-7.057106715800115,0.5880922263166762,0.5880922263166762,0.023201103716911718,0.023201103716911718,6.444140435228867
1,1,0.45939443620992493,2.4942698107484738,1.4570836757887167,1.1126077399972838,2.053428042811529,1.4268123434308928,0.5733703038389761,2.3587562625873844,2.3827249111060063,1.7463904844049376,-4.348611108264621,-7.057106715800115,0.3623842590220518,0.5880922263166762,0.0025693868099238727,0.023201103716911718,8.277002781964576
2,2,1.2111552470210685,0.114437967718642,2.2088444867018353,1.8643685505572452,2.4351088961448646,1.8084932079400995,0.9550511648740747,3.110517073500503,3.1344857216659676,2.4981512949648987,-6.460136445233309,-7.057106715800115,0.5383447037694424,0.5880922263166762,0.0021182413065601266,0.023201103716911718,4.835694255799481
3,3,1.8319700837644712,0.7352528043600695,2.01974170861196,1.6752657687420796,2.246006110882277,2.4293080449613704,0.7659483796114872,0.5997392566541129,0.6237079048195773,2.309048513149733,-7.173870962898317,-7.173870962898317,0.5978225802415263,0.5978225802415263,0.015459170574978944,0.023201103716911718,4.792615143342033
4,4,1.8284126749116434,0.7316953992325319,2.016184300728465,0.1880855829285546,0.7588259250687523,2.4257506361085426,2.4103608473877554,2.244151725221718,2.268120373387182,0.8218683273362084,-7.065109976192257,-7.173870962898317,0.5887591646826881,0.5978225802415263,0.007318887853787478,0.023201103716911718,5.4882882146275875
5,5,1.9921845689543594,2.871125091958268,2.1799561873206006,2.3275152791025473,2.898255621242745,1.4335876752444856,1.4181978900739305,2.40792361350144,2.431892265392195,0.9856402173766006,-6.5761624676175305,-7.173870962898317,0.5480135389681275,0.5978225802415263,0.0006247519365251068,0.023201103716911718,5.8757202849050785
6,6,2.894577681826359,0.9234782292712718,0.23230932496676737,0.09831573805159109,0.950608758555749,2.335980787681347,2.320591002510792,0.17872407278364677,0.20269272467440147,2.1695860086125602,-8.3921842905509,-8.3921842905509,0.6993486908792416,0.6993486908792416,0.1011192737967764,0.1011192737967764,5.016481122367935
7,7,1.631475262597519,2.7919684650030394,2.100799560698535,1.9668059648599885,2.8190989942875166,1.572824789032037,1.557435003861482,2.047214299592044,2.0711829514827986,0.9064835834059297,-6.478784166855124,-8.3921842905509,0.5398986805712603,0.6993486908792416,0.00018693167793793817,0.1011192737967764,6.360932895735026
8,8,1.3883859584752403,2.548879160982736,1.2875654143928659,1.723716660839685,2.0058648479818473,0.75959064491979,1.3143457020346008,1.8041249955717407,1.8280936474624954,0.09324943699828502,-8.038775562637575,-8.3921842905509,0.6698979635531312,0.6993486908792416,0.005610137292302666,0.1011192737967764,3.881643470749708
9,9,0.4146713458434024,2.191368416426629,0.930054668812007,0.7500020482078471,1.6483541024009887,0.4020798993389312,0.3406310894027629,1.4466142510156337,0.8543790348306575,2.2511274769314884,-6.517445641285273,-8.3921842905509,0.5431204701071061,0.6993486908792416,0.01233341511451163,0.1011192737967764,5.194900591922249
