,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,BETA_2,GAMMA_2,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance,corr_length,const_kernel,noise_kernel,std_energies,average_distances,nit,time_opt_bayes,time_qaoa,time_opt_kernel,time_step
0,0,2.219947365658492,0.16303230456182916,0.3305987690272065,3.1162781037321055,0.7592786899178829,1.1447367992548192,-5.146969551057417,-5.146969551057417,0.4289141292547847,0.4289141292547847,0.002087667434277226,0.002087667434277226,7.483007349406712,7.49827165260494,34.42919017003742,0.760260000782828,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,2.890469860719639,1.5211413241065257,0.9896763993103384,0.7791375066155068,2.5458963766711618,2.0526898105239213,-8.077829973132989,-8.077829973132989,0.6731524977610824,0.6731524977610824,0.06610963223223594,0.06610963223223594,6.078121926903705,7.49827165260494,34.42919017003742,0.760260000782828,0.0,0.0,0,0.0,0.0,0.0,0.0
2,2,1.7541416940803578,0.7024118216033777,2.8333960231305277,1.773172534542575,0.33288822518071864,1.2848631057031716,-7.26841274530486,-8.077829973132989,0.6057010621087383,0.6731524977610824,0.01609608832436493,0.06610963223223594,5.072815821000908,7.49827165260494,34.42919017003742,0.760260000782828,0.0,0.0,0,0.0,0.0,0.0,0.0
3,3,2.772787308613854,1.698288067110211,0.7287428701784393,2.2200264153380016,2.306817335194083,3.099818536810535,-8.357756127173875,-8.357756127173875,0.6964796772644896,0.6964796772644896,0.018491471537616603,0.06610963223223594,3.6992436144061855,7.49827165260494,34.42919017003742,0.760260000782828,0.0,0.0,0,0.0,0.0,0.0,0.0
4,4,1.1067252099542504,2.673851763662495,1.732305126184101,1.9019259330087526,1.1530509223859484,2.7583573802972117,-7.372618555063001,-8.357756127173875,0.6143848795885835,0.6964796772644896,0.0037556108575177057,0.06610963223223594,3.556998432064539,7.49827165260494,34.42919017003742,0.760260000782828,0.0,0.0,0,0.0,0.0,0.0,0.0
5,5,0.47282214865194994,0.4355299151995324,1.908024782569157,1.3935326862369497,2.118240349770536,0.3451509701859157,-6.064884625898408,-8.357756127173875,0.5054070521582007,0.6964796772644896,0.0008278455853811444,0.06610963223223594,7.088502659776317,7.49827165260494,34.42919017003742,0.760260000782828,0.0,0.0,0,0.0,0.0,0.0,0.0
6,6,1.4218079979072185,1.9904815551213095,0.17408326987221354,1.1946877557640334,1.6720765026094577,0.0818291894107335,-6.944665084040109,-8.357756127173875,0.5787220903366758,0.6964796772644896,0.0073655770637282335,0.06610963223223594,5.212557945649408,7.49827165260494,34.42919017003742,0.760260000782828,0.0,0.0,0,0.0,0.0,0.0,0.0
7,7,0.2634120772132779,2.3712471621926894,2.7151276498761168,2.774967763398147,3.0722743304033635,0.6480596822433964,-4.11210911221794,-8.357756127173875,0.342675759351495,0.6964796772644896,0.0003142837179189795,0.06610963223223594,5.769668745690481,7.49827165260494,34.42919017003742,0.760260000782828,0.0,0.0,0,0.0,0.0,0.0,0.0
8,8,1.925212216250372,3.0218744261458936,1.3442234292221045,0.6231758510257137,0.03660062445716322,1.72073556301541,-7.359784190237343,-8.357756127173875,0.6133153491864453,0.6964796772644896,0.004486735833508312,0.06610963223223594,5.11682638258317,7.49827165260494,34.42919017003742,0.760260000782828,0.0,0.0,0,0.0,0.0,0.0,0.0
9,9,0.6926033333296351,1.1762244394123709,2.39748746585266,0.21416615003174339,1.2712678348485098,2.380784781434598,-6.502056078886971,-8.357756127173875,0.5418380065739142,0.6964796772644896,0.011249880887098447,0.06610963223223594,5.637048037783316,7.49827165260494,34.42919017003742,0.760260000782828,0.0,0.0,0,0.0,0.0,0.0,0.0
10,1,3.141592653589793,3.0560105291799933,0.01,0.01,1.2974668872005481,3.141592653589793,-7.502976731735803,-8.357756127173875,0.6252480609779836,0.6964796772644896,0.003920484062051121,0.06610963223223594,3.7482245549501982,9.320936331331383,33.78107755835173,0.8899481942282768,5.548953711376853e-05,0.009954124078623366,109,52.698291540145874,61.73040843009949,10.082695960998535,124.51152777671814
11,2,3.141592653589793,2.739211979051883,0.12259005868021952,0.01,0.7674347886292975,3.141592653589793,-7.545374499419019,-8.357756127173875,0.6287812082849182,0.6964796772644896,0.00419896119953673,0.06610963223223594,3.724125302276363,2.7604484355456718,15.3397537045835,9.999999999999997e-06,3.995626375592962e-05,0.009954012505847277,81,30.154213428497314,51.49935746192932,5.8331334590911865,87.48681712150574
12,3,3.141592653589793,2.054175687382698,1.3175670821547325,1.6975463471486467,1.844281421853575,3.141592653589793,-7.686581199972778,-8.357756127173875,0.6405484333310648,0.6964796772644896,0.00866110243907744,0.06610963223223594,4.965083563116082,3.0420390750610924,15.457470319274874,0.15546527984450173,0.00011098276436908676,0.008890077775011872,43,6.780194520950317,66.1471517086029,8.686028003692627,81.61349558830261
13,4,2.9047357717751012,1.8448069901221484,0.41787347673283565,1.3313507984193373,2.49064335341258,3.0711473575433073,-3.995004378879789,-8.357756127173875,0.33291703157331576,0.6964796772644896,2.29320496036887e-06,0.06610963223223594,4.337297032561036,21.61359429490804,43.320164039171324,1.760484164927987,5.8022604363662103e-05,0.007370519063185244,36,11.494659662246704,48.23986482620239,9.79170823097229,69.52633094787598
14,5,3.141592653589793,3.141592653589793,0.06767257754401035,0.01,0.01,3.141592653589793,-7.520063394962769,-8.357756127173875,0.6266719495802308,0.6964796772644896,0.004002773914483023,0.06610963223223594,3.734119465838262,19.45231501080064,43.47843483127485,1.6047437888621472,0.00019558892995927719,0.009923005053692759,104,43.95196771621704,74.22769403457642,10.32261872291565,128.50240421295166
15,6,3.141592653589793,3.141592653589793,0.01,0.01,0.01,3.141592653589793,-7.502793852511752,-8.357756127173875,0.625232821042646,0.6964796772644896,0.0039170882667772435,0.06610963223223594,3.7476783576834833,18.58162470422697,43.488301336449425,1.4777891602702709,0.00040923503234751126,0.004884624452826602,113,46.22430777549744,68.54622006416321,12.145117998123169,126.91576766967773
16,7,3.141592653589793,3.141592653589793,0.01,0.01,0.01,3.141592653589793,-7.503108987191044,-8.357756127173875,0.6252590822659203,0.6964796772644896,0.00392091418113538,0.06610963223223594,3.74746565381961,1.057770124770491,19.63467449597142,9.999999999999997e-06,0.000982894976643799,0.00893611427741767,99,50.31260585784912,55.563234090805054,10.001858949661255,115.90026593208313
17,8,2.62235614401617,1.5775277726091954,1.3745475975435169,2.581384738951058,1.9848515699889109,2.5295595973576854,-6.726621066614554,-8.357756127173875,0.5605517555512128,0.6964796772644896,0.005914927669420828,0.06610963223223594,5.0954285292221115,18.182658623307475,43.23459388508481,1.2839236509249767,0.00014063401602151023,0.007197207386706054,23,15.098064184188843,74.09253239631653,7.747505187988281,96.9382061958313
18,9,3.141592653589793,3.141592653589793,0.01,0.01,0.01,3.141592653589793,-7.50304293045729,-8.357756127173875,0.6252535775381075,0.6964796772644896,0.003919572663373977,0.06610963223223594,3.7475415448038873,0.8970843156964721,19.551765555636667,9.999999999999997e-06,0.0009454845029805546,0.010047608994735125,91,34.38683867454529,52.68489670753479,9.241869688034058,96.31372952461243
