,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,BETA_2,GAMMA_2,BETA_3,GAMMA_3,BETA_4,GAMMA_4,BETA_5,GAMMA_5,BETA_6,GAMMA_6,BETA_7,GAMMA_7,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance
0,0,0.03814079744015556,1.2205837888155733,0.14829131300038376,3.0058474057287747,1.375833635256596,2.9818103623405694,2.4723900490279163,2.7228652033219016,0.5522835618124914,0.24470844448718138,1.8912814929641624,0.5360204565399885,2.3066479448645523,1.2890797918559063,1.6631953931807908,2.946092284515316,-8.252967337935086,-8.252967337935086,0.6877472781612571,0.6877472781612571,0.025770369423503817,0.025770369423503817,3.3248871608218593
1,1,2.1552887600000687,1.4156092830489995,0.34331682105768935,0.06928025722676899,1.5708591320108296,1.9673656639816868,0.6031285612694772,1.7084205118181812,0.7473090567182423,2.3618564050730058,0.876836788392316,2.6531684141691514,1.292203244304906,0.27463508818174476,0.6487506893637287,3.141117779214275,-6.202639390559684,-8.252967337935086,0.5168866158799736,0.6877472781612571,0.0032199763087362547,0.025770369423503817,7.832655631842556
2,2,1.8451135144641901,1.1054340363553072,0.03314157436399711,2.6203564020657986,0.9903426233620414,1.3868491563887366,0.2929533110073115,1.398245266180327,0.1667925480694541,2.051681159537127,0.5666615427544619,2.0726519066781766,0.7116867367119559,2.8257112341785877,0.33857544372587456,2.5606012705654866,-6.990050375973136,-8.252967337935086,0.5825041979977613,0.6877472781612571,0.014669315357268353,0.025770369423503817,5.699936955270729
3,3,0.33457509600202173,0.0671370828792439,1.6541958020410414,1.5820594484254704,3.083638323209531,3.0079033837995404,1.9140075461349364,0.35994831270426375,1.787846775480258,1.0133842060610638,2.187715770431506,1.034354952935873,2.3327409641227597,1.3151728155521545,2.4318711438396043,1.0500628443864974,-5.531171050956719,-8.252967337935086,0.4609309209130599,0.6877472781612571,1.934853531858061e-05,0.025770369423503817,4.492135513975832
4,4,1.512558912918495,1.2451208998119105,0.06875881321837361,2.760043265358137,1.4982013381283468,1.054294547228196,3.091991363153385,1.906103973660317,0.20240978665759024,2.5595398744676974,0.23410693386016157,2.5805106213425066,0.37913212755141523,2.4931566324686276,0.8464341587584203,2.2280466613029706,-7.251578719181703,-8.252967337935086,0.6042982265984752,0.6877472781612571,0.00509536922852754,0.025770369423503817,4.546546296717224
5,5,1.2445145922770566,0.9770765791704721,2.9323071466728,2.4919989447166984,2.291034542961219,1.8471277514530213,2.8239470425119464,2.6989371785951644,0.9952429914904626,0.22078042581275192,3.097655266706541,0.2417511726875612,0.11108780680800144,2.225112311827189,0.5783898386230535,3.0208798656297713,-5.531056858479723,-8.252967337935086,0.4609214048733103,0.6877472781612571,0.001900370483790556,0.025770369423503817,6.222901547219244
6,6,2.072493105682179,1.0966691456823432,0.6286930065901049,2.6115915112285695,2.4106271050958714,2.6751062642062156,0.520332902327276,2.818529740729817,1.114835553625115,1.048758938463971,0.7940411266238458,0.3613437347202384,0.9390663202131242,3.053090825232312,1.4063683520281762,3.140472427764424,-6.996028696676239,-8.252967337935086,0.5830023913896866,0.6877472781612571,0.0007311525609338806,0.025770369423503817,5.674203794206058
7,7,1.8630724471604962,1.866472400857113,0.4192723479664464,2.4021708515083926,2.2012064453756945,0.31331686698968597,1.2901361585985642,2.60910908100964,1.8846388087998849,1.8185621948372346,1.563844382895134,1.1311469898950082,0.7296456616914411,0.6913014280157823,1.196947693506493,2.931051768044247,-7.120106539645705,-8.252967337935086,0.5933422116371421,0.6877472781612571,0.022128771467746035,0.025770369423503817,6.266843570622733
8,8,2.1788492701284365,2.0405795399554485,0.5933794875152822,2.717947674476333,2.516983268343635,0.4874240059860464,1.605912981581666,2.783216220558476,2.0587459478982204,2.134339017820336,1.7379515219934698,1.305254128993344,1.0454224846593816,0.8654085670121427,1.371054833055329,0.11523593742239434,-7.638822570722497,-8.252967337935086,0.6365685475602081,0.6877472781612571,0.013381527814664677,0.025770369423503817,4.492907344028893
9,9,0.3000347965364283,0.290102689077923,2.7126887783273563,0.8391332083349055,0.7665064172054026,1.7402021862445383,2.85869116856437,0.9044017546777552,0.30826909702069494,0.25552455121324713,3.1190673172551566,2.6863699317056113,2.4265382796603614,2.571339877721652,2.6238330133138206,1.3680141247687845,-5.98650359051728,-8.252967337935086,0.49887529920977336,0.6877472781612571,0.001305862912789329,0.025770369423503817,7.6105354391164255
