,iter ,BETA_0,GAMMA_0,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance,corr_length,const_kernel,std_energies,average_distances,nit,time_opt_bayes,time_qaoa,time_opt_kernel,time_step
16,7,2.6319762782718046,1.2155227167799079,-9.793961607851308,-9.793961607851308,0.8161634673209424,0.8161634673209424,0.04664283230927959,0.05659734612952835,1.6090271920457155,0.5624437793535009,26.68718535197242,0.0005524313843327997,0.0008024998850844195,16,0.18023991584777832,1.0081498622894287,2.526012897491455,3.7145118713378906
17,8,2.635180217485841,1.2245642193918382,-9.794044631732913,-9.794044631732913,0.8161703859777427,0.8161703859777427,0.045568651876026475,0.05659734612952835,1.5658264926981786,0.579419189377248,26.748176630931628,0.0009167186956121594,0.0018151218576210135,18,3.131664514541626,2.5154478549957275,0.5367951393127441,6.183958053588867
18,9,2.637521906231083,1.219010325847773,-9.791123479803087,-9.794044631732913,0.8159269566502573,0.8161703859777427,0.04587995740896813,0.05659734612952835,1.584101227606837,0.5926000918584594,26.94261399376929,0.0008606254969975463,0.0016868353780328173,20,0.2388150691986084,0.6522881984710693,0.5083773136138916,1.3995404243469238
19,10,2.6034540879414543,1.2270996146396427,-9.812060620148468,-9.812060620148468,0.8176717183457057,0.8176717183457057,0.04772669587109078,0.05659734612952835,1.6216544305124216,0.6025625711776743,27.101026577197153,0.0006271109595547339,0.0021668473018760857,21,0.2661755084991455,0.6563088893890381,0.613201379776001,1.5357263088226318
20,11,2.599977749226805,1.227274716729416,-9.813130525530044,-9.813130525530044,0.8177608771275037,0.8177608771275037,0.047951355771049094,0.05659734612952835,1.629799807352157,0.6159342893107146,27.251041716237342,4.17162102800579e-05,0.00047599428562293295,22,0.28190135955810547,0.6515772342681885,0.5559751987457275,1.4894936084747314
21,12,2.589467536013668,1.2258559678048733,-9.815033386666926,-9.815033386666926,0.8179194488889104,0.8179194488889104,0.04881375261750216,0.05659734612952835,1.6641748296456313,0.6294795055931731,27.41120146339649,0.0008757980917938372,0.0008903895578604317,22,0.27033066749572754,0.6562960147857666,0.5102555751800537,1.4369416236877441
22,13,2.5894461461405855,1.2257041474111092,-9.815007484433169,-9.815033386666926,0.8179172903694307,0.8179194488889104,0.04883139908440509,0.05659734612952835,1.6648609712230638,0.6418642883296181,27.554956938071342,0.0008913021988688451,0.00042260116604619555,19,0.2300872802734375,0.6486623287200928,0.9109258651733398,1.7897117137908936
23,14,2.5871893015207847,1.2297330908285102,-9.815662501129344,-9.815662501129344,0.817971875094112,0.817971875094112,0.048538841007997595,0.05659734612952835,1.655475037671991,0.6516793289899173,27.697395420758735,0.0007721513347400989,0.000577121194995023,21,0.25094008445739746,0.6454205513000488,0.9730660915374756,1.8694627285003662
24,15,2.5855512428397804,1.230356424633236,-9.81581001731492,-9.81581001731492,0.8179841681095766,0.8179841681095766,0.048573777009202256,0.05659734612952835,1.6579175671157742,0.6628918002566548,27.860026468450783,0.0002368799479317141,0.00033456741929925566,22,0.24509477615356445,0.6155097484588623,1.044501781463623,1.9051485061645508
25,16,2.582301745604721,1.2302126199187315,-9.815990459719186,-9.815990459719186,0.8179992049765988,0.8179992049765988,0.048794642259543976,0.05659734612952835,1.668148148645713,0.6754789300849346,28.04459115525002,0.000924761781240155,0.0004289647880125728,20,0.22060751914978027,0.6082229614257812,1.0372929573059082,1.8661599159240723
26,17,2.5831456401341097,1.2296182370143895,-9.815947576836164,-9.815990459719186,0.8179956314030137,0.8179992049765988,0.04880875079299829,0.05659734612952835,1.6678612720686345,0.6875982606214354,28.2280914972619,0.00015148245425628418,0.0002618015816885361,23,0.25023913383483887,0.6044323444366455,0.9951486587524414,1.8498573303222656
27,18,2.58148367226477,1.2303683036346869,-9.81601267507291,-9.81601267507291,0.8180010562560759,0.8180010562560759,0.0488279404831096,0.05659734612952835,1.670043479635865,0.6985026466161605,28.40090628208821,0.000989362355406966,0.00020666648749607415,30,0.31836485862731934,0.6083650588989258,0.8827364444732666,1.8095037937164307
28,19,2.5814418713699765,1.2303484176840491,-9.816013432465283,-9.816013432465283,0.818001119372107,0.818001119372107,0.04883279126998885,0.05659734612952835,1.6702457901019727,0.6990438970797448,28.406469957713103,0.0006885163469344081,0.00014197128582433738,28,0.2954394817352295,0.6721808910369873,1.1370673179626465,2.104739189147949
29,20,2.58115160486968,1.2300387438512443,-9.816014512794261,-9.816014512794261,0.8180012093995218,0.8180012093995218,0.048885895275402706,0.05659734612952835,1.6723045403063992,0.7081104799932187,28.556771886729223,0.0008361237120361236,0.00015378783819650058,27,0.2850453853607178,0.6183929443359375,1.074294090270996,1.977769374847412
30,21,2.5809524942085176,1.2303493272316652,-9.81602138821007,-9.81602138821007,0.8180017823508391,0.8180017823508391,0.04886302588005401,0.05659734612952835,1.6717362028002896,0.7163313510700475,28.701420653758294,0.00039141962835658584,8.947410900384096e-05,29,0.3141334056854248,0.6108813285827637,1.1862878799438477,2.1113405227661133
31,22,2.580778871225706,1.230387825094858,-9.816023622026899,-9.816023622026899,0.8180019685022416,0.8180019685022416,0.04886939507213658,0.05659734612952835,1.6721222879164657,0.7189454851380407,28.748427771851293,0.0006434688808009529,8.590141954975879e-05,30,0.5776610374450684,1.0850415229797363,5.9733264446258545,7.636189699172974
32,23,2.5806394951553466,1.2304213602639131,-9.816025098887623,-9.816025098887623,0.8180020915739686,0.8180020915739686,0.04887419757921179,0.05659734612952835,1.6724228670750847,0.7212213321838319,28.786483437022202,0.0006112088861891369,7.899705932545834e-05,25,0.7123806476593018,2.009897232055664,5.582732677459717,8.305128574371338
33,24,2.5805419898901714,1.2304388127997838,-9.816025932657917,-9.816025932657917,0.8180021610548264,0.8180021610548264,0.04887823450843064,0.05659734612952835,1.6726561216500784,0.7230091043940996,28.815981823677006,0.0009808770904688115,0.00010404957365502633,23,0.9087128639221191,2.096737861633301,7.415955543518066,10.421529769897461
34,25,2.58042218729163,1.2304402149283709,-9.816026690619921,-9.816026690619921,0.8180022242183268,0.8180022242183268,0.04888546855603627,0.05659734612952835,1.6730186559644977,0.7252885262083376,28.852659100602345,0.0006226222058233056,5.784323086496459e-05,28,0.9686582088470459,2.143376111984253,6.71238374710083,9.824528217315674
35,26,2.580368096519958,1.2304225264889177,-9.816026875389431,-9.816026875389431,0.8180022396157859,0.8180022396157859,0.04889081743026408,0.05659734612952835,1.6732516177423378,0.7267349242244243,28.887842801177214,0.00046437936233832764,6.553902835083882e-05,26,0.960343599319458,2.528409242630005,8.55517864227295,12.044039249420166
