,iter ,BETA_0,GAMMA_0,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance,corr_length,const_kernel,noise_kernel,std_energies,average_distances,nit,time_opt_bayes,time_qaoa,time_opt_kernel,time_step
0,0,0.06292913969009872,2.7153995952112253,-7.95178686990979,-7.95178686990979,0.6626489058258158,0.6626489058258158,0.006601105948556611,0.006601105948556611,3.3601265610385553,26.577447747884673,54.70585799304529,1.4984714734662712,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,1.9820455328378999,0.36696436336837546,-6.130661625430657,-7.95178686990979,0.5108884687858881,0.6626489058258158,0.0015069400923048099,0.006601105948556611,4.958284056221842,26.577447747884673,54.70585799304529,1.4984714734662712,0.0,0.0,0,0.0,0.0,0.0,0.0
2,2,2.9407581424443006,0.777752776455068,-7.249244221317979,-7.95178686990979,0.6041036851098316,0.6626489058258158,0.004476423121746335,0.006601105948556611,4.397925679425775,26.577447747884673,54.70585799304529,1.4984714734662712,0.0,0.0,0,0.0,0.0,0.0,0.0
3,3,0.7107522847037803,1.3514758409612708,-9.4019095170604,-9.4019095170604,0.7834924597550333,0.7834924597550333,0.0321656853061836,0.0321656853061836,2.355577067626598,26.577447747884673,54.70585799304529,1.4984714734662712,0.0,0.0,0,0.0,0.0,0.0,0.0
4,4,1.1163388376625252,2.022844036983396,-5.6281661928359386,-9.4019095170604,0.4690138494029949,0.7834924597550333,0.0005771984171419442,0.0321656853061836,6.1236853402988665,26.577447747884673,54.70585799304529,1.4984714734662712,0.0,0.0,0,0.0,0.0,0.0,0.0
5,5,1.3420785647877218,1.8690499619329075,-7.070035138621864,-9.4019095170604,0.5891695948851553,0.7834924597550333,0.003372927120693013,0.0321656853061836,3.204309160379779,26.577447747884673,54.70585799304529,1.4984714734662712,0.0,0.0,0,0.0,0.0,0.0,0.0
6,6,2.3126988965588,2.9110895394583327,-9.200229646487792,-9.4019095170604,0.7666858038739827,0.7834924597550333,0.032135201188775886,0.0321656853061836,3.075962063690085,26.577447747884673,54.70585799304529,1.4984714734662712,0.0,0.0,0,0.0,0.0,0.0,0.0
7,7,1.764080565158215,1.103808152837333,-7.62323107415647,-9.4019095170604,0.6352692561797059,0.7834924597550333,0.0270527881410434,0.0321656853061836,5.129533129501148,26.577447747884673,54.70585799304529,1.4984714734662712,0.0,0.0,0,0.0,0.0,0.0,0.0
8,8,2.756807404467913,0.11954493334419035,-6.362448927029175,-9.4019095170604,0.5302040772524312,0.7834924597550333,0.000686329694068369,0.0321656853061836,4.28730931139642,26.577447747884673,54.70585799304529,1.4984714734662712,0.0,0.0,0,0.0,0.0,0.0,0.0
9,9,0.33215186408613906,2.4217293527063384,-7.508161274588961,-9.4019095170604,0.6256801062157468,0.7834924597550333,0.010773988477920084,0.0321656853061836,4.948893304209477,26.577447747884673,54.70585799304529,1.4984714734662712,0.0,0.0,0,0.0,0.0,0.0,0.0
10,1,0.8140820468553849,3.0169318075920075,-8.64179406829684,-9.4019095170604,0.7201495056914032,0.7834924597550333,0.015516094957968634,0.0321656853061836,3.2359972154774397,13.694275646839436,57.30465278953439,1.3438264823497907,0.0009578732496810248,0.004025677135028979,13,0.1918787956237793,2.8245224952697754,0.3470909595489502,3.363539218902588
11,2,0.01,3.141592653589793,-7.499999999999999,-9.4019095170604,0.6249999999999999,0.7834924597550333,0.003906249999999994,0.0321656853061836,3.750000000000007,16.513484287296954,56.11791459887614,1.2614082559938709,0.0004519371448629048,0.008469856051074674,28,0.3919556140899658,2.4019761085510254,0.410625696182251,3.2046353816986084
12,3,0.01,3.141592653589793,-7.499999999999999,-9.4019095170604,0.6249999999999999,0.7834924597550333,0.003906249999999993,0.0321656853061836,3.750000000000007,0.7697854810886604,41.03882294602511,9.999999999999997e-06,0.000567146627700075,0.00580793824356444,25,0.3482391834259033,2.4333136081695557,0.46570253372192383,3.2473058700561523
13,4,0.4223660984416029,1.0424622931245855,-9.05311045501873,-9.4019095170604,0.7544258712515609,0.7834924597550333,0.03566044539302368,0.03566044539302368,3.1877674511698046,0.7253778435148607,35.38783685489067,9.999999999999997e-06,0.0004114575701929259,0.004806358238772112,11,0.17285680770874023,2.776885747909546,0.4543647766113281,3.4041600227355957
14,5,0.7308929041785401,1.1930891017344487,-9.572014087962733,-9.572014087962733,0.7976678406635611,0.7976678406635611,0.05751618916707036,0.05751618916707036,2.701588163872728,0.7505706888380296,35.084923405974564,9.999999999999997e-06,0.0003489559081930636,0.0029620126701821953,13,0.18535232543945312,2.268986701965332,0.4440429210662842,2.898435592651367
15,6,0.7237465766196629,1.2000094162877986,-9.607791376313395,-9.607791376313395,0.8006492813594496,0.8006492813594496,0.057637355821796715,0.057637355821796715,2.610511640392474,0.6834000832479532,33.487927864502616,9.999999999999997e-06,0.0008713702156076569,0.0034046632263573778,14,0.20046210289001465,2.3548405170440674,0.46146154403686523,3.0168356895446777
16,7,0.5473606224660849,1.259176756505097,-9.796771204116315,-9.796771204116315,0.8163976003430262,0.8163976003430262,0.044445129953387355,0.057637355821796715,1.5626726156599204,0.7036162436521648,33.51488387427017,9.999999999999997e-06,0.000542223096622864,0.0026030994331243443,17,0.2855715751647949,2.613220691680908,0.3912801742553711,3.2901229858398438
17,8,2.1590357905471333,3.123912248809783,-7.636706938147772,-9.796771204116315,0.6363922448456477,0.8163976003430262,0.004778850497106351,0.057637355821796715,3.760189938194735,0.6557618943261521,32.273620380598935,9.999999999999997e-06,0.00039131057238398756,0.004042359657386527,14,0.20294570922851562,2.5978031158447266,0.4658660888671875,3.266666889190674
18,9,2.5807497477531993,2.4525848702929283,-7.411576505485216,-9.796771204116315,0.6176313754571013,0.8163976003430262,0.022329526917480174,0.057637355821796715,5.988327040202975,0.5612659808286995,27.92444469926233,9.999999999999997e-06,0.0005548830593357884,0.005280714552579356,12,0.17554211616516113,2.34491229057312,0.36905407905578613,2.8895606994628906
19,10,0.6035510169906673,1.2139987080437113,-9.791235029867837,-9.796771204116315,0.8159362524889864,0.8163976003430262,0.053312398794327434,0.057637355821796715,1.9124384272782322,0.5765070678206249,27.936592872583198,9.999999999999997e-06,0.0009556923923878769,0.0063870885776765975,13,0.18416237831115723,2.9326491355895996,0.5316548347473145,3.6485207080841064
20,11,0.6007349979004702,1.2601532121979577,-9.787228630429755,-9.796771204116315,0.8156023858691462,0.8163976003430262,0.04663556104868599,0.057637355821796715,1.7268063156107019,0.5901868971332158,27.914806365865285,9.999999999999997e-06,0.0005806561153597521,0.003912525441835786,15,0.24223041534423828,2.5183961391448975,0.671177864074707,3.4318575859069824
21,12,0.5601933997859936,1.2279706950677818,-9.817753247871261,-9.817753247871261,0.8181461039892718,0.8181461039892718,0.04926090857218003,0.057637355821796715,1.6723760546715454,0.5968061459635472,27.765400915160505,9.999999999999997e-06,0.0006305152266318774,0.0039759950822193585,18,0.2738516330718994,2.7338361740112305,0.5568664073944092,3.5646066665649414
22,13,0.5633589971672912,1.2312116493464034,-9.813294298601502,-9.817753247871261,0.8177745248834585,0.8181461039892718,0.04843408077867588,0.057637355821796715,1.6722579996367557,0.6006191175025813,27.774264735246625,9.999999999999997e-06,0.0001710184750790291,0.0006616557700339168,19,0.25549769401550293,2.2180678844451904,0.5941076278686523,3.067725896835327
23,14,0.5508127461680421,1.2241451152203346,-9.814866135020443,-9.817753247871261,0.8179055112517036,0.8181461039892718,0.049230808133937376,0.057637355821796715,1.6721763946753754,0.610128340824126,27.794703138697397,9.999999999999997e-06,0.0009901943435806934,0.0015718456167242657,19,0.27223968505859375,2.4906163215637207,0.49816060066223145,3.2610690593719482
24,15,0.5589862333965412,1.2237548781052516,-9.81575401967445,-9.817753247871261,0.8179795016395376,0.8181461039892718,0.04986185216347524,0.057637355821796715,1.6923342565013542,0.6153444336461994,27.812455441342582,9.999999999999997e-06,0.0007271285946182006,0.0003201030635249773,22,0.33184814453125,2.4166791439056396,0.6102440357208252,3.358823776245117
25,16,0.5559089958337274,1.2282132810348332,-9.817931151348072,-9.817931151348072,0.818160929279006,0.818160929279006,0.048986397126198636,0.057637355821796715,1.6659426700030906,0.6170471893332639,27.821037000208324,9.999999999999997e-06,0.00045744906917487575,0.00018741594073292607,22,0.33239269256591797,2.4467151165008545,0.5017490386962891,3.280911445617676
26,17,0.5550360005194153,1.2291751362209007,-9.811975836295629,-9.817931151348072,0.8176646530246358,0.818160929279006,0.04819607442892454,0.057637355821796715,1.6509384620103447,0.6191303856649092,27.819193282924967,9.999999999999997e-06,0.0005181283412206946,0.00016885538406658212,21,0.2809300422668457,2.3084447383880615,0.6014680862426758,3.1908960342407227
27,18,0.5608430141986662,1.221672173955072,-9.812948084899814,-9.817931151348072,0.8177456737416512,0.818160929279006,0.04969194468059945,0.057637355821796715,1.7100989395782733,0.6231830344928998,27.855642572331107,9.999999999999997e-06,0.0009365431685315076,0.000280367412004556,22,0.30623960494995117,2.3787355422973633,0.5965631008148193,3.2816078662872314
28,19,0.5578677247095355,1.2273178526109563,-9.815430750530444,-9.817931151348072,0.8179525625442037,0.818160929279006,0.049275614265769915,0.057637355821796715,1.677780504008254,0.623789860979364,27.858004490957157,9.999999999999997e-06,0.0008846212474479185,0.00018658069197836528,27,0.4379081726074219,2.4725303649902344,0.5959293842315674,3.5064210891723633
29,20,0.5578584355551237,1.2272687252807726,-9.814153477600641,-9.817931151348072,0.8178461231333868,0.818160929279006,0.04869350193533824,0.057637355821796715,1.6732935308195778,0.6245797865208332,27.86088890937606,9.999999999999997e-06,0.000719386426480667,0.0001798578850516661,30,0.445697546005249,2.45733642578125,0.48859357833862305,3.3916962146759033
30,21,0.5344535734718412,1.2287487455088753,-9.811198898746952,-9.817931151348072,0.8175999082289126,0.818160929279006,0.04717339802048049,0.057637355821796715,1.6055686450455227,0.6333251763227244,27.916478003400158,9.999999999999997e-06,0.0006766508102730431,0.0005141832320282933,21,0.29497408866882324,2.4011969566345215,0.6584546566009521,3.354754686355591
31,22,0.5561702874244405,1.226926663376207,-9.81403910440233,-9.817931151348072,0.8178365920335274,0.818160929279006,0.048979259323991026,0.057637355821796715,1.6812712831611094,0.6337385909610304,27.91922627186668,9.999999999999997e-06,0.0009160017840104763,0.00025314044445258813,27,0.40218353271484375,2.4167304039001465,0.5809626579284668,3.399944305419922
32,23,0.4907482304384766,1.2501695452783914,-9.765586388837118,-9.817931151348072,0.8137988657364265,0.818160929279006,0.041767875457158876,0.057637355821796715,1.4840514479872269,0.6438632119615685,27.856936392015392,9.999999999999997e-06,7.875327469247167e-05,0.00042201742480258895,20,0.28650641441345215,2.3074605464935303,0.6290848255157471,3.223137378692627
33,24,0.5586298745756191,1.2275492903692398,-9.81823593780511,-9.81823593780511,0.8181863281504258,0.8181863281504258,0.04936443377951821,0.057637355821796715,1.6694486019864172,0.64335441699072,27.858717318353268,9.999999999999997e-06,0.0007888131276956913,0.00029234562547739916,25,0.3948800563812256,2.345285415649414,0.6418778896331787,3.382112741470337
34,25,0.5591448488364624,1.2279476060953243,-9.811881662231,-9.81823593780511,0.8176568051859167,0.8181863281504258,0.04878017601416043,0.057637355821796715,1.6834599739091658,0.6443344761814871,27.858359679674212,9.999999999999997e-06,0.0005799919876908497,0.0001423451813509039,28,0.4358994960784912,2.9417173862457275,0.7268750667572021,4.10457181930542
35,26,0.5493987661935599,1.229082464220699,-9.813846888207534,-9.81823593780511,0.8178205740172945,0.8181863281504258,0.048186030801039136,0.057637355821796715,1.6433799416757893,0.6465529701499914,27.86510651838428,9.999999999999997e-06,0.0004347704338539827,0.00021571737937152254,27,0.45311594009399414,2.41497802734375,0.41003870964050293,3.278212070465088
36,27,0.5571420298835921,1.2258596372688289,-9.818275861896623,-9.818275861896623,0.818189655158052,0.818189655158052,0.04893200671915107,0.057637355821796715,1.676489236495911,0.6458866884544759,27.859922937964626,9.999999999999997e-06,0.0009313069885446644,0.0003144889795305236,30,0.4410374164581299,2.4609785079956055,0.5240786075592041,3.4261858463287354
37,28,0.5562724415040979,1.2248261278071972,-9.816483059584746,-9.818275861896623,0.8180402549653955,0.818189655158052,0.049084931819857604,0.057637355821796715,1.6747458662500776,0.6459115375561214,27.858201537225312,9.999999999999997e-06,0.0009586254911456628,0.00023671133259763825,29,0.44022059440612793,2.4354419708251953,0.7539048194885254,3.6296451091766357
38,29,0.5559119953788962,1.2244122020281207,-9.81515275525786,-9.818275861896623,0.8179293962714883,0.818189655158052,0.04935729991043256,0.057637355821796715,1.6898287957289426,0.6465060264692074,27.862125758001614,9.999999999999997e-06,0.0006692791286185363,0.00022732045933409855,30,0.5867164134979248,2.9904489517211914,0.5811893939971924,4.158423900604248
39,30,0.5564771838379909,1.225017088370118,-9.814405285322707,-9.818275861896623,0.8178671071102256,0.818189655158052,0.048931032570265154,0.057637355821796715,1.6723293178667689,0.6470820887490248,27.866586020131813,9.999999999999997e-06,0.0009765718357848232,0.0001955393629280523,29,0.5578444004058838,2.644289016723633,0.5716619491577148,3.7738821506500244
40,31,0.5570097922287686,1.2255936611190343,-9.813453699445828,-9.818275861896623,0.8177878082871524,0.818189655158052,0.049030660962523065,0.057637355821796715,1.6759676658017213,0.6477005722387222,27.870678329218876,9.999999999999997e-06,0.000703007958077394,0.00016350860878490623,28,0.532141923904419,2.7849700450897217,0.6722259521484375,3.989410400390625
41,32,0.5573941918527141,1.2260743629303084,-9.810459771448276,-9.818275861896623,0.8175383142873563,0.818189655158052,0.04922548360187952,0.057637355821796715,1.6867065981189029,0.6484867827756136,27.873435837888767,9.999999999999997e-06,0.0007707337997184533,0.00021432879265423244,26,0.3935837745666504,2.3411762714385986,0.5283401012420654,3.263178825378418
42,33,0.5466145581507224,1.2166276585516729,-9.809124755963232,-9.818275861896623,0.817427062996936,0.818189655158052,0.04922743594171615,0.057637355821796715,1.687741437852651,0.6544287973199107,27.928822301804814,9.999999999999997e-06,0.000982862223439917,0.0003490250314763839,20,0.31708645820617676,2.4078176021575928,0.5067269802093506,3.2317473888397217
43,34,0.34607031864006604,1.3417425350904362,-9.168616015314871,-9.818275861896623,0.7640513346095726,0.818189655158052,0.021220256471780326,0.057637355821796715,1.9576509866589333,0.6490590361500649,27.113253206983824,9.999999999999997e-06,0.0006677489373584939,0.0020575518973407784,15,0.2625603675842285,2.316709280014038,0.5177628993988037,3.0970993041992188
44,35,2.2242868630533414,2.744465563188406,-8.988988739854271,-9.818275861896623,0.7490823949878559,0.818189655158052,0.05193533696427869,0.057637355821796715,3.913325276756609,0.6541445825998109,26.761449560203232,9.999999999999997e-06,0.0005198580069096164,0.0015653393270993875,20,0.3226587772369385,2.519129991531372,0.516911506652832,3.3587799072265625
45,36,2.5404179331730155,2.929495474715359,-9.43992554731117,-9.818275861896623,0.7866604622759308,0.818189655158052,0.029893268340813045,0.057637355821796715,1.9944512614848549,0.6678774798990651,27.666451428650205,9.999999999999997e-06,0.000871935964465893,0.0017963094806127656,21,0.2975318431854248,2.338172197341919,0.5012900829315186,3.1370599269866943
46,37,0.5723267013161623,1.2302685085177685,-9.817778727083283,-9.818275861896623,0.8181482272569403,0.818189655158052,0.04992172280039674,0.057637355821796715,1.7111786547300483,0.6699569693006241,27.69464539617975,9.999999999999997e-06,0.0006191858309627981,0.00022776086217331695,28,0.37789177894592285,2.3355164527893066,0.6842632293701172,3.3977513313293457
47,38,0.5734201017032736,1.2306554779787233,-9.819393765772501,-9.819393765772501,0.8182828138143751,0.8182828138143751,0.049567469725962675,0.057637355821796715,1.701821232339995,0.6677767980956582,27.681771224680038,9.999999999999997e-06,0.000959031656429548,0.000346234978623411,25,0.37413907051086426,2.5474305152893066,0.6139991283416748,3.5356640815734863
48,39,0.5754810517779678,1.2314680922286352,-9.813520184641442,-9.819393765772501,0.8177933487201202,0.8182828138143751,0.049520184552270696,0.057637355821796715,1.7154373877929032,0.6717117851627242,27.706577260378058,9.999999999999997e-06,0.0007829738240139506,0.0001955993025061564,28,0.4921290874481201,2.320511817932129,0.5364811420440674,3.349212646484375
49,40,0.5710056010665414,1.2285412789375507,-9.813811781193259,-9.819393765772501,0.8178176484327716,0.8182828138143751,0.049647428526054985,0.057637355821796715,1.7110513143309447,0.6738503822888354,27.72524789995948,9.999999999999997e-06,0.0009311021095822522,0.0001672529880572912,27,0.44258546829223633,2.3973898887634277,0.6086423397064209,3.4486844539642334
50,41,0.5711193618197767,1.2339586411520345,-9.811588208180435,-9.819393765772501,0.8176323506817029,0.8182828138143751,0.04882660918858811,0.057637355821796715,1.6947076216495418,0.6738642062055844,27.723983003259484,9.999999999999997e-06,0.0002942199416417284,0.0001351358038033557,25,0.39140939712524414,2.540858745574951,0.676271915435791,3.608616828918457
51,42,0.5723855787234218,1.2251171191365045,-9.814264170666462,-9.819393765772501,0.8178553475555385,0.8182828138143751,0.050121279522759125,0.057637355821796715,1.7341027151378512,0.6767730797332536,27.748091219254402,9.999999999999997e-06,0.0006361037034342678,0.00016847733452869974,29,0.46942639350891113,2.5774166584014893,0.584261417388916,3.6311721801757812
52,43,0.568936050998052,1.227356617020778,-9.817270551445294,-9.819393765772501,0.8181058792871078,0.8182828138143751,0.049733285058144935,0.057637355821796715,1.7021912798425802,0.6773593109679931,27.752714757937156,9.999999999999997e-06,0.0005702694074354145,0.00015565227445616991,30,0.43695497512817383,2.324634313583374,0.6431829929351807,3.4048514366149902
53,44,0.5686901683435882,1.2270906296471884,-9.811969454294282,-9.819393765772501,0.8176641211911901,0.8182828138143751,0.049015310127691274,0.057637355821796715,1.7047051089233065,0.6781240901184324,27.76114003637758,9.999999999999997e-06,0.0009885522979559765,0.0001835034186240005,31,0.44630908966064453,2.419250011444092,0.649033784866333,3.514660596847534
54,45,0.5739179987367027,1.2289452730213526,-9.811907601540431,-9.819393765772501,0.8176589667950359,0.8182828138143751,0.04967757196347215,0.057637355821796715,1.7288988184529188,0.6802760238041888,27.776984353820797,9.999999999999997e-06,0.0005619622378979133,0.00017421046052364342,34,0.45081496238708496,2.427095413208008,0.7045869827270508,3.582566499710083
55,46,0.5635522285416187,1.2277907584890968,-9.81401095104096,-9.819393765772501,0.8178342459200799,0.8182828138143751,0.049290427519220324,0.057637355821796715,1.6887913681678413,0.6806852274276521,27.780762853737514,9.999999999999997e-06,0.000426246880075425,0.0001507271992705559,34,0.49662017822265625,2.2997477054595947,0.5323894023895264,3.3288393020629883
56,47,0.5612674768012552,1.2277301779379624,-9.811369474503312,-9.819393765772501,0.817614122875276,0.8182828138143751,0.04884456501041883,0.057637355821796715,1.6873751394858942,0.6799601850436537,27.774724927793127,9.999999999999997e-06,0.0007252338993960803,0.00018847664792323078,30,0.5133235454559326,2.4534378051757812,0.6359331607818604,3.602764368057251
57,48,0.5473532083965288,1.2329076938691712,-9.81438823811002,-9.819393765772501,0.8178656865091684,0.8182828138143751,0.04800769596449009,0.057637355821796715,1.6281854649888317,0.6826111988763963,27.798949884341685,9.999999999999997e-06,0.0004123216451391316,0.00018175340862939447,35,0.4943399429321289,2.7764344215393066,0.5949118137359619,3.865752935409546
58,49,0.552910190679206,1.228126780223975,-9.818827314038097,-9.819393765772501,0.8182356095031748,0.8182828138143751,0.04860830269323463,0.057637355821796715,1.6552701604073263,0.6822658842563457,27.798185483618433,9.999999999999997e-06,0.0008197148782889746,0.00021204433227470256,27,0.4577610492706299,2.3399503231048584,0.5546107292175293,3.352391004562378
59,50,2.7389607715614654,3.051924024030329,-8.33616087316259,-9.819393765772501,0.6946800727635493,0.8182828138143751,0.00965573795621897,0.057637355821796715,2.9822107611955886,0.6566693455634435,25.758895495444328,9.999999999999997e-06,0.0004329297047918664,0.0016827065340238342,23,0.3282942771911621,2.694030523300171,0.5725100040435791,3.5949010848999023
60,51,0.5520837318987981,1.2286103588886357,-9.813644635016527,-9.819393765772501,0.8178037195847105,0.8182828138143751,0.04838217909697092,0.057637355821796715,1.6548103150745135,0.6573545853340885,25.76113959806987,9.999999999999997e-06,0.0005772236394962234,9.135665398972981e-05,38,0.5493364334106445,2.397250175476074,0.5897879600524902,3.53644061088562
61,52,0.552821309773973,1.2280853406647734,-9.816659668103442,-9.819393765772501,0.8180549723419536,0.8182828138143751,0.04893041118661075,0.057637355821796715,1.6598712602609567,0.6572713954053228,25.761974936363387,9.999999999999997e-06,0.0003652875164076378,8.282318526248228e-05,36,0.4966609477996826,2.384214162826538,0.5256741046905518,3.406618595123291
62,53,0.552618636937424,1.2281991323098294,-9.816563502213102,-9.819393765772501,0.8180469585177584,0.8182828138143751,0.04903053229080932,0.057637355821796715,1.66479427706102,0.6571619548894935,25.762163452089275,9.999999999999997e-06,0.0005607993802186809,0.00010927547557026359,38,0.52793288230896,2.6113197803497314,0.599480390548706,3.7388157844543457
63,54,0.5524702693534697,1.2282868358681005,-9.814061007052443,-9.819393765772501,0.8178384172543702,0.8182828138143751,0.048491702022640755,0.057637355821796715,1.6581740261582922,0.6576175121798763,25.763873942440192,9.999999999999997e-06,0.0008979719128797482,0.00011437142364488891,38,0.7337934970855713,2.6049492359161377,0.7226300239562988,4.061450242996216
64,55,0.5527973998929954,1.2280947463537328,-9.817775346755305,-9.819393765772501,0.818147945562942,0.8182828138143751,0.049007691221387636,0.057637355821796715,1.6679078282347035,0.6571832922603467,25.762064475173673,9.999999999999997e-06,0.0008307102330679416,0.00013235760468685196,36,0.6942579746246338,2.5718843936920166,0.7127888202667236,3.97902774810791
65,56,0.5525577964868925,1.2282304987374728,-9.811792109942779,-9.819393765772501,0.8176493424952316,0.8182828138143751,0.04806011890265144,0.057637355821796715,1.650716676210763,0.6579893509623961,25.765814141739515,9.999999999999997e-06,0.00019902092025903754,6.824749873958472e-05,36,0.5288980007171631,2.4593448638916016,0.6873986721038818,3.6757147312164307
66,57,0.5532456896897915,1.2278508334119718,-9.814086378127593,-9.819393765772501,0.8178405315106327,0.8182828138143751,0.048772642307622086,0.057637355821796715,1.6652783823992934,0.6582782332192113,25.767119922653436,9.999999999999997e-06,0.0006345809105465296,0.00010951362675308309,35,0.47549986839294434,2.7107696533203125,0.6186308860778809,3.8049709796905518
67,58,0.5534108754830755,1.227785416073816,-9.81669979726797,-9.819393765772501,0.8180583164389975,0.8182828138143751,0.04856680874250565,0.057637355821796715,1.6601231338909486,0.6581200634302217,25.766445999382636,9.999999999999997e-06,0.0009422075813223464,0.0001283966059503612,35,0.6949586868286133,2.815857410430908,0.588428258895874,4.099313259124756
68,59,0.553308510990729,1.2278277559284205,-9.817877877352293,-9.819393765772501,0.8181564897793577,0.8182828138143751,0.049007553633289305,0.057637355821796715,1.6534793697352512,0.6577229760634057,25.764615679154126,9.999999999999997e-06,0.0006242809973871313,9.440706819496986e-05,35,0.4848780632019043,2.264880418777466,0.5457863807678223,3.295625686645508
69,60,0.5531511411537462,1.2278778412507936,-9.812816464367943,-9.819393765772501,0.8177347053639953,0.8182828138143751,0.04853303670343871,0.057637355821796715,1.6609551044011965,0.6582304110638061,25.767006727686525,9.999999999999997e-06,0.0009045493217398864,0.00014139995882851483,34,0.4942798614501953,2.3180747032165527,0.7814409732818604,3.593867778778076
70,61,0.5534211828337547,1.2277908695587982,-9.817316197248912,-9.819393765772501,0.8181096831040761,0.8182828138143751,0.048575440645850794,0.057637355821796715,1.654864615846023,0.6579643901543722,25.766663168267495,9.999999999999997e-06,0.0009714715008163864,0.00014869372000726264,34,0.465350866317749,2.2633180618286133,0.7360162734985352,3.4647650718688965
71,62,0.5533304316603241,1.227825754629027,-9.814162459522104,-9.819393765772501,0.817846871626842,0.8182828138143751,0.048691412005394605,0.057637355821796715,1.6576588485242922,0.658206246089925,25.766919147609435,9.999999999999997e-06,0.0009889163735274076,0.0001346975738465651,36,0.4895784854888916,2.779512643814087,0.607628583908081,3.876788377761841
72,63,0.5534185219688172,1.2277984130803805,-9.813148296258552,-9.819393765772501,0.817762358021546,0.8182828138143751,0.048652543752490264,0.057637355821796715,1.664452335433623,0.6585575668050979,25.768825143892833,9.999999999999997e-06,0.0009284982072061415,0.0001233173043581886,36,0.5201363563537598,2.259467363357544,0.6802682876586914,3.4599430561065674
73,64,0.5535763254923046,1.2277296638638113,-9.812068759489568,-9.819393765772501,0.8176723966241307,0.8182828138143751,0.04835113875728239,0.057637355821796715,1.6679148548386564,0.6589528165549474,25.77069400196499,9.999999999999997e-06,0.0004543159070260359,0.00011083844617823234,36,0.48649001121520996,2.3100311756134033,0.6093971729278564,3.4059884548187256
74,65,0.553903760899218,1.2276333054809137,-9.813075960192975,-9.819393765772501,0.8177563300160813,0.8182828138143751,0.04863612637029255,0.057637355821796715,1.6663499491224343,0.6591664886732056,25.77167618203475,9.999999999999997e-06,0.0005385647986235847,0.0001347016034341232,36,0.47398805618286133,2.276488780975342,0.684668779373169,3.4352123737335205
75,66,0.553995674557215,1.2276132115140033,-9.815728642369148,-9.819393765772501,0.8179773868640957,0.8182828138143751,0.049327115203043906,0.057637355821796715,1.6716094725388615,0.6591693177180054,25.771265913500415,9.999999999999997e-06,0.0009793008030294147,0.00020411934871838474,36,0.49196624755859375,2.284266948699951,0.611750602722168,3.388052463531494
76,67,0.5539692296144325,1.227609783099269,-9.813457533328206,-9.819393765772501,0.8177881277773505,0.8182828138143751,0.0486336854278163,0.057637355821796715,1.6653805183971713,0.6593238067993541,25.7725263493686,9.999999999999997e-06,0.0008849263291043918,0.00017101224717991202,36,0.4954187870025635,2.408792734146118,0.6247262954711914,3.5290088653564453
77,68,0.5541306405035213,1.2275886870215469,-9.81607558783781,-9.819393765772501,0.8180062989864841,0.8182828138143751,0.048587570598239184,0.057637355821796715,1.6621325009833896,0.6593052484937898,25.77191887127222,9.999999999999997e-06,0.0004231383158837389,0.00019245556661549266,36,0.4803767204284668,2.259589433670044,0.7285275459289551,3.46856427192688
78,69,0.5541867075678477,1.227597842892554,-9.815810713576393,-9.819393765772501,0.8179842261313661,0.8182828138143751,0.04894810730391258,0.057637355821796715,1.6761598745971753,0.659311692661548,25.77256895156609,9.999999999999997e-06,0.0004518072579213999,0.0001936510700559602,36,0.5382943153381348,2.529153823852539,0.6741411685943604,3.7416586875915527
79,70,0.5542216665533273,1.2276242417474685,-9.813103645724215,-9.819393765772501,0.8177586371436846,0.8182828138143751,0.04883352448504381,0.057637355821796715,1.668334312836933,0.6594501395579229,25.773170384685386,9.999999999999997e-06,0.0008547212122187813,0.00020685772608674378,35,0.49416327476501465,2.386137008666992,0.6970586776733398,3.5774431228637695
80,71,0.5533633402129079,1.2276353218543448,-9.81950854277312,-9.81950854277312,0.8182923785644266,0.8182923785644266,0.04922239717225535,0.057637355821796715,1.6524445716951561,0.6590937851016909,25.771640459718352,9.999999999999997e-06,0.000166138652092972,0.0001264086208020372,36,0.5858101844787598,2.368957996368408,0.6041662693023682,3.5590035915374756
81,72,0.5527971146638415,1.2275876209797192,-9.817525553435665,-9.81950854277312,0.8181271294529721,0.8182923785644266,0.04888395372180428,0.057637355821796715,1.6647066620714384,0.6588267732008554,25.770962206455227,9.999999999999997e-06,0.0009553379767512967,0.0001550561308597627,36,0.5255491733551025,2.506615400314331,0.8281645774841309,3.8604254722595215
