# 25_runs
5.882871453221405478e-01 4.585090112140232516e-02
6.192616331258370410e-01 3.557341828650920773e-02
6.311960598136203693e-01 4.541361947560986628e-02
6.410119591836103137e-01 4.512587688549372922e-02
6.465777412187554418e-01 4.309253968024202158e-02
6.508534361219437958e-01 4.288950969950958841e-02
6.543263787981775659e-01 4.363601464744829017e-02
6.596688478451109283e-01 4.338624051256143727e-02
6.606079989256988805e-01 4.291841378787029232e-02
6.630145612165442293e-01 4.110045533999392292e-02
6.750349655179260777e-01 4.819519686310020506e-02
6.761430486352053570e-01 4.751107290017661522e-02
6.773781895896103800e-01 4.626912815007917096e-02
6.887427841147180096e-01 5.270020275456640396e-02
6.887427841147180096e-01 5.270020275456640396e-02
6.901413147877434318e-01 5.284148571875020572e-02
6.945003603127871683e-01 5.457194683074428898e-02
6.986973694301285009e-01 5.130408956702546541e-02
7.013356802706033344e-01 5.003972357265993459e-02
7.060802006137190112e-01 4.871317154600427607e-02
7.060802006137190112e-01 4.871317154600427607e-02
7.060802006137190112e-01 4.871317154600427607e-02
7.060802006137190112e-01 4.871317154600427607e-02
7.075617359689061470e-01 4.870404109832073697e-02
7.114696666286560722e-01 4.705964150709623234e-02
7.124927176650983629e-01 4.611944256689048255e-02
7.142176152378251208e-01 4.494571710881176130e-02
7.142176152378251208e-01 4.494571710881176130e-02
7.149149127609983889e-01 4.349301518444656511e-02
7.149149127609983889e-01 4.349301518444656511e-02
7.156432138790849162e-01 4.314043122342676312e-02
7.202898506256901756e-01 4.510676516244034595e-02
7.217098360130026480e-01 4.687264636594430656e-02
7.230250434232345924e-01 4.555461988999136291e-02
7.230250434232345924e-01 4.555461988999136291e-02
7.230250434232345924e-01 4.555461988999136291e-02
7.230250434232345924e-01 4.555461988999136291e-02
7.230250434232345924e-01 4.555461988999136291e-02
7.230250440885933605e-01 4.555461977600743645e-02
7.230250444790382591e-01 4.555461970017037066e-02
7.230250449598536466e-01 4.555461956792012518e-02
7.230250453831569279e-01 4.555461953711160278e-02
7.230250456037707885e-01 4.555461963472882958e-02
7.230250458639672084e-01 4.555461980053870236e-02
7.230250459002003360e-01 4.555461975961004606e-02
7.230250462532501476e-01 4.555461952809691101e-02
7.230250462705918313e-01 4.555461951858082170e-02
7.230250466716933166e-01 4.555462011953285983e-02
7.230250468494781035e-01 4.555462009174960497e-02
7.230250468592751556e-01 4.555462008532509821e-02
7.230250468706759248e-01 4.555462008060759405e-02
7.230250469623823451e-01 4.555462004679722982e-02
7.230250469623823451e-01 4.555462004679722982e-02
7.230250469835799443e-01 4.555462003629077300e-02
7.230250469835799443e-01 4.555462003629077300e-02
7.230250471677734936e-01 4.555462018118504319e-02
7.274078701537959324e-01 5.060067836381797191e-02
7.274078703209903018e-01 5.060067820085512730e-02
7.274078703209903018e-01 5.060067820085512730e-02
7.274078703209903018e-01 5.060067820085512730e-02
7.274078703209903018e-01 5.060067820085512730e-02
7.274078703209903018e-01 5.060067820085512730e-02
7.274078704094896208e-01 5.060067839916167209e-02
7.274078704094896208e-01 5.060067839916167209e-02
7.274078704094896208e-01 5.060067839916167209e-02
7.274078704094896208e-01 5.060067839916167209e-02
7.274078704094896208e-01 5.060067839916168597e-02
7.274078704094896208e-01 5.060067839916168597e-02
7.274078704094896208e-01 5.060067839916168597e-02
7.274078704094896208e-01 5.060067839916168597e-02
7.274078705433265624e-01 5.060067846680845610e-02
7.274078705433265624e-01 5.060067846680845610e-02
7.274078705433265624e-01 5.060067846680845610e-02
7.274078705433265624e-01 5.060067846680845610e-02
7.274078706204434308e-01 5.060067839164333892e-02
7.274078706204434308e-01 5.060067839164333892e-02
7.274078706204434308e-01 5.060067839164333892e-02
7.274078706204434308e-01 5.060067839164333892e-02
7.274078706204434308e-01 5.060067839164333892e-02
7.274078706204434308e-01 5.060067839164333892e-02
7.274078706204434308e-01 5.060067839164333892e-02
7.274078706204434308e-01 5.060067839164333892e-02
7.274078706204434308e-01 5.060067839164333892e-02
7.274078706204434308e-01 5.060067839164333892e-02
7.274078706204434308e-01 5.060067839164333892e-02
7.274078706204434308e-01 5.060067839164333892e-02
7.274078706204434308e-01 5.060067839164333892e-02
7.274078706204434308e-01 5.060067839164333892e-02
7.274078706204434308e-01 5.060067839164333892e-02
7.274078706204434308e-01 5.060067839164333892e-02
7.274078706204434308e-01 5.060067839164333892e-02
7.274078706204434308e-01 5.060067839164333892e-02
