,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,BETA_2,GAMMA_2,BETA_3,GAMMA_3,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance
0,0,1.6468041610251667,1.508128233272432,1.7491502535455423,1.7116636605996338,2.3928149947071096,2.2408669827996346,1.9505918997186558,1.3443458581783119,-9.103051104673389,-9.103051104673389,0.7585875920561157,0.7585875920561157,0.07108790867978086,0.07108790867978086,4.729943701862339
1,1,2.473598444906534,2.334922516790689,1.2678008686487277,2.538457946924032,1.9114656096060474,3.0676612649834762,2.777386182991327,0.8629964731369812,-6.935748167000013,-9.103051104673389,0.5779790139166677,0.7585875920561157,0.011707313193311432,0.07108790867978086,4.458920772557349
2,2,1.0877351520982617,0.9490592239824169,3.0135302293425514,1.1525946541157597,2.3986454154236814,0.4232484172990143,0.13297333530686495,1.3501762817485832,-7.098637556417452,-9.103051104673389,0.5915531297014543,0.7585875920561157,0.00944531574047355,0.07108790867978086,4.72342788344087
3,3,1.2524147447324216,1.113738816616577,1.9906756004471957,1.3172742467499197,1.3757907880623519,2.5319864434255024,2.241711361433353,0.32732165438725347,-6.771352877012348,-9.103051104673389,0.5642794064176957,0.7585875920561157,0.0007011967017025009,0.07108790867978086,5.28610167879927
4,4,1.851676834496921,1.7130009063810763,2.5899376848072464,1.9165363290638384,1.975052876147693,0.8920369790339875,2.8409734496206696,0.9265837350220141,-5.662563481054554,-9.103051104673389,0.4718802900878795,0.7585875920561157,0.0026629383039310814,0.07108790867978086,7.017745319067288
5,5,0.6490179960514626,0.5103420679356179,1.3872788463617882,0.71387749061838,0.7723940377022347,1.3091312987001873,0.1264751149633183,1.343678053954456,-6.761860062990256,-9.103051104673389,0.5634883385825213,0.7585875920561157,0.008095544444678816,0.07108790867978086,6.1989319910167
6,6,2.8422838685508083,2.7036079404349636,0.6663594362555598,2.9071433631177257,2.9656599102015804,0.3708045198144545,2.537148356824332,0.40535127506872315,-4.700895839405476,-9.103051104673389,0.3917413199504563,0.7585875920561157,0.002799782496043663,0.07108790867978086,7.254780220169284
7,7,1.0386941313994689,0.9000182032836241,1.2984694755588804,1.1035536259663863,1.162070173050241,1.6988074287003523,0.7335586130870146,1.7333541914052015,-7.403905660156891,-9.103051104673389,0.6169921383464075,0.7585875920561157,0.0037056822901784772,0.07108790867978086,4.607650577641188
8,8,0.14344254037103377,1.220182944626709,0.40321788092813216,1.423718367309471,1.4822349143933258,0.8035558452244731,2.9698996756483727,1.3741565213131735,-8.238348077732631,-9.103051104673389,0.6865290064777193,0.7585875920561157,0.0822529519814875,0.0822529519814875,5.041069450907372
9,9,0.25252253868025876,1.220182944626709,0.40321788092813216,1.423718367309471,1.4822349143933258,0.8035558452244731,2.9698996756483727,1.3741565213131735,-8.258042478550733,-9.103051104673389,0.6881702065458944,0.7585875920561157,0.0908210941801118,0.0908210941801118,5.201396837129181
10,10,0.25252253868025876,1.9346945585831696,0.40321788092813216,1.423718367309471,1.4822349143933258,0.8035558452244731,2.9698996756483727,1.3741565213131735,-7.460844953055178,-9.103051104673389,0.6217370794212648,0.7585875920561157,0.017119857539382166,0.0908210941801118,4.855047436151139
11,11,0.25252253868025876,1.9346945585831696,0.08327851223268488,1.423718367309471,1.4822349143933258,0.8035558452244731,2.9698996756483727,1.3741565213131735,-7.158266575084455,-9.103051104673389,0.5965222145903712,0.7585875920561157,0.011507816749736964,0.0908210941801118,4.554092607668103
12,12,0.25252253868025876,1.9346945585831696,0.08327851223268488,2.1577565772820773,1.4822349143933258,0.8035558452244731,2.9698996756483727,1.3741565213131735,-7.453026816030859,-9.103051104673389,0.6210855680025716,0.7585875920561157,0.038829673403579595,0.0908210941801118,5.5490126356289196
13,13,0.25252253868025876,1.9346945585831696,0.08327851223268488,2.1577565772820773,0.9041646904952609,0.8035558452244731,2.9698996756483727,1.3741565213131735,-8.807770695785479,-9.103051104673389,0.7339808913154565,0.7585875920561157,0.07767456059413366,0.0908210941801118,4.973805339654504
14,14,0.25252253868025876,1.9346945585831696,0.08327851223268488,2.1577565772820773,0.9041646904952609,0.428459953165101,2.9698996756483727,1.3741565213131735,-4.845069754661468,-9.103051104673389,0.4037558128884557,0.7585875920561157,0.0018046067184294037,0.0908210941801118,6.236506995375052
15,15,0.25252253868025876,1.9346945585831696,0.08327851223268488,2.1577565772820773,0.9041646904952609,0.428459953165101,2.916613784556592,1.3741565213131735,-4.939691966080016,-9.103051104673389,0.41164099717333463,0.7585875920561157,0.0018121565728644196,0.0908210941801118,6.116620223815932
16,16,0.25252253868025876,1.9346945585831696,0.08327851223268488,2.1577565772820773,0.9041646904952609,0.428459953165101,2.916613784556592,0.39507188277097804,-6.970211518950648,-9.103051104673389,0.580850959912554,0.7585875920561157,0.013593675462041106,0.0908210941801118,5.8934931435304705
17,17,1.6468041610251667,1.508128233272432,1.7491502535455423,1.7116636605996338,2.3928149947071096,2.2408669827996346,1.9505918997186558,1.3443458581783119,-9.103051104673389,-9.103051104673389,0.7585875920561157,0.7585875920561157,0.07108790867978086,0.0908210941801118,4.729943701862339
