,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,BETA_2,GAMMA_2,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance
0,0,1.669172159187363,1.3215342665368508,1.0603607567407105,1.9594772805821654,1.3820804712359054,2.314482998149741,-6.949671953403653,-6.949671953403653,0.5791393294503044,0.5791393294503044,0.0006900284889692533,0.0006900284889692533,4.869132695162612
1,1,0.3957670965485678,1.4398740178509917,2.918548349307615,0.6860722192816839,0.10867540922690487,1.0410779361866818,-8.367120004081276,-8.367120004081276,0.6972600003401063,0.6972600003401063,0.009639876101534516,0.009639876101534516,2.882489869783896
2,2,0.5953266046670456,2.5390290333678713,0.8861107170459539,0.8856317274001617,0.30823491734538266,2.1402329518249026,-8.498612542486455,-8.498612542486455,0.7082177118738713,0.7082177118738713,0.024529589789360533,0.024529589789360533,3.4053153892163266
3,3,0.5994390613814853,2.5431414871891995,1.4614763086351081,0.8897441841146014,0.3123473740598224,2.715598543516032,-7.072858863361076,-8.498612542486455,0.5894049052800897,0.7082177118738713,0.014314101349327485,0.024529589789360533,5.669710221165921
4,4,0.48639770511819536,2.4301001309259096,0.7783822283456081,0.7767028278513115,2.7608459382536843,2.0325044557759515,-3.610684570352005,-8.498612542486455,0.3008903808626671,0.7082177118738713,0.00010505281566949092,0.024529589789360533,6.752101473926297
5,5,1.1244662659489377,3.068168691756652,0.9431756422849065,1.4147713886820539,0.2673218432217619,2.670573014231847,-7.3690478804062165,-8.498612542486455,0.6140873233671847,0.7082177118738713,0.036131063118526444,0.036131063118526444,6.123041199145661
6,6,0.8031598345053175,0.10030426369050204,0.6218692079794386,1.0934649572384336,0.43105006864342976,2.83430123975549,-7.28507590995126,-8.498612542486455,0.607089659162605,0.7082177118738713,0.017939582695896236,0.036131063118526444,4.785806332211401
7,7,1.779232327836951,0.10030426369050204,0.6218692079794386,1.0934649572384336,0.43105006864342976,2.83430123975549,-6.783133555743997,-8.498612542486455,0.565261129645333,0.7082177118738713,0.010567369966999154,0.036131063118526444,5.72188743683666
8,8,1.779232327836951,1.8734549632788229,0.6218692079794386,1.0934649572384336,0.43105006864342976,2.83430123975549,-8.02923113622102,-8.498612542486455,0.6691025946850849,0.7082177118738713,0.023674846736608423,0.036131063118526444,4.169065657579864
9,9,1.779232327836951,1.8734549632788229,2.128552091742371,1.0934649572384336,0.43105006864342976,2.83430123975549,-6.5149711693534345,-8.498612542486455,0.5429142641127862,0.7082177118738713,0.0017922222314399293,0.036131063118526444,5.360259915184876
10,10,1.779232327836951,1.8734549632788229,2.128552091742371,1.0558310508455941,0.43105006864342976,2.83430123975549,-6.5159330220637015,-8.498612542486455,0.5429944185053085,0.7082177118738713,0.0017080065754163036,0.036131063118526444,5.328486590529636
11,11,1.779232327836951,1.8734549632788229,2.128552091742371,1.0558310508455941,3.016487630946221,2.83430123975549,-6.5839929807205815,-8.498612542486455,0.5486660817267152,0.7082177118738713,5.4008071002205385e-05,0.036131063118526444,2.917185323258117
