3415   0.78545722 -0.78147156  0.78572386 -0.71372695  0.78539611  0.78474477  -0.73245124 -0.74712378  0.78561084 
3122   2.3562944   0.95105511  2.35324002  2.3553113  -0.78314844  0.85720449  -0.7854506   0.78976592  2.35651408 
8056  -0.78529177  2.3562507   2.35639723  2.35569259 -0.78530202 -0.78557461  0.79402557  2.35662908  0.85026783 
6615  -0.05376529  0.6061146   0.6327711   0.55357999  0.60328141  0.56165797  0.44426123  0.42656664  0.59411679 
5739  0.92194941 0.52860329 1.94353678 1.94798244 0.63998433 0.61592371  0.64404621 1.88553092 0.56804801 
535  0.78549816 0.78518617 0.78579053 0.78478556 2.26844519 2.28448997  0.78561703 0.78487174 0.78572266 
4364  0.785511   2.26719238 0.7852989  0.78517079 0.78601779 2.25659419  0.78503206 0.7854762  0.78570626 
2446  1.63949961 0.46031359 0.52723789 0.56527674 0.4075593  0.51614919  0.62265819 0.2769093  0.6052907  
6321  0.78529151 0.78550855 2.26325797 0.78627283 0.78541887 0.78583555  2.19055843 0.78401334 0.78642551 
6443  1.63189095 0.56910267 0.54889085 0.63608238 0.47608581 0.17743978  0.59347744 0.50174243 0.52557905 
280   0.78544992  0.78580376  0.78565917 -0.67850393  0.78572881  2.27565794  0.78504269  0.78594342  0.78631815 
4105   0.7853306  -0.72664792  0.78525928  0.78677234  2.23835471  0.78440884  2.34932994  0.7857088   0.78520035 
939  0.78547922 2.33467875 0.78492957 0.78552215 0.78517627 2.32856617  2.26441745 0.78528436 0.78534033 
2654  0.78531014 0.78550549 0.78509587 2.17052489 0.78589228 0.78551667  2.11802149 0.78582317 2.22786768 
6723   0.66869007  2.61171433  0.12215359  2.58680207  2.54347004 -0.56795666  0.20107319  2.48767334  2.58753273 
3356  1.62647796 0.35708478 0.62781289 0.61367472 0.43235085 0.53463038 0.58876512 0.60274801 0.58688962 
7465   2.21438754  0.81734599  0.22492086  2.63936274  0.71095103  0.61491713 -0.02872319  0.58642053  0.38721981 
7566   2.20572949  0.50574152  0.74012316 -0.36887034  3.40571652  0.50526409  0.37289543  0.50244084  0.37930847 
5806   3.92700584  0.78630661 -0.71562182  0.78531196  0.7859963  -0.78646353  0.78521377  0.78492161  2.30421511  
4026  1.62189432 0.50879227 0.55012607 0.57774187 0.58878946 0.52409464 0.57933144 0.53436628 0.59620098  
6745  0.78548815 0.78564837 2.35430142 0.78532467 0.78536547 0.785721 2.32519186 0.78573396 2.35645334  
9369   0.78551142  2.224205    0.78525424  0.78279754  0.78530304 -0.76611751  0.78846564  2.27319914  0.78353912 
13  1.63595879 0.45408648 0.61891633 0.55865593 0.34855843 0.55084512 0.21278868 0.50708332 0.63553582 
2009  1.62378971 0.56359191 0.53309445 0.56508752 0.58696867 0.60143515 0.53462556 0.53100743 0.66099087 
504  1.62456725 3.48736149 0.60532768 0.4223265  0.58826906 0.61439974 0.50606232 0.65637983 0.59511447 
9360  3.92695061 0.78561974 0.78601275 0.78575562 2.28977752 0.78680207 2.22351302 0.78553208 0.78628821 
1863  1.627684   0.6145243  0.5037928  0.57854141 0.57165499 0.52921143 0.45377249 0.57678662 0.54564741  
7831  2.23762217 0.56201872 0.46135854 0.45278021 0.48683305 0.45280414 0.34657674 0.45784513 0.48049179 
1554   0.7854655   0.78524793  0.78523275  2.24084044 -0.68543366  0.78587249  0.78546439  2.3450229   0.78487378  
7087  3.92691141 2.29768111 0.78568958 0.78458616 0.78608645 2.2766297 0.78598434 0.78480434 0.78498789 
43   0.06233977  2.59737931  2.43792312  2.58083963 -0.3892627   2.38313499 -0.48810211  0.29150451  2.55989161  
