,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,BETA_2,GAMMA_2,BETA_3,GAMMA_3,BETA_4,GAMMA_4,BETA_5,GAMMA_5,BETA_6,GAMMA_6,BETA_7,GAMMA_7,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance
0,0,2.2716777122667957,2.0739232363691866,1.3716076893768745,1.6773878281546846,1.7675531838544531,1.8628955079966898,0.510584077121415,0.05160670190061856,0.12196642259245505,1.26276854046814,1.1392615113303568,2.8043866189439797,1.6516788985566966,2.744145575990064,0.9296502615409142,2.9861797106172325,-6.861371788423449,-6.861371788423449,0.5717809823686207,0.5717809823686207,0.004707490541105469,0.004707490541105469,3.8719952583916424
1,1,2.2387939144485958,1.0128783267676784,1.934467565438938,2.9958739252801143,0.9742995192535977,0.3178784231863705,0.06885247478512935,0.2578983850244587,0.35479692493658677,2.444529340384694,1.2271051293303585,2.1625916089969017,1.9854132331736138,0.672585165959391,0.03585480392501994,0.6282782617988442,-7.550671195763348,-7.550671195763348,0.6292225996469457,0.6292225996469457,0.0013639238069787355,0.004707490541105469,4.607671154557863
2,2,1.358914868584566,2.0315224960820766,1.124692380145169,0.4677819661653795,2.4910515523184427,2.66446294418094,0.8789618857904158,2.9114785912771097,2.28545065600473,0.3276192832798017,1.3233441568411355,0.5677685201302389,1.4005283952877785,2.1694863712031123,1.5120713305013607,0.2245896785580297,-7.048883675933081,-7.550671195763348,0.5874069729944235,0.6292225996469457,0.0027600731240734035,0.004707490541105469,4.617442088565404
3,3,0.970634430372792,1.489330215000847,2.4519782164314208,1.1009375128237306,3.083871606500482,1.575323621688143,1.6949182496730875,0.9905358872999941,0.5338634146979038,0.7752438461710915,0.9602851617154062,0.9193649849707834,0.7640416756320743,1.2551484047790218,2.616291421511423,1.029118814084804,-6.849051839677036,-7.550671195763348,0.5707543199730863,0.6292225996469457,0.013270566422147028,0.013270566422147028,4.916244170020676
4,4,1.5396370848504264,1.4520122989266386,3.057243004690827,1.0240198907091622,1.2123143189420835,2.192985829235794,2.562151155936097,0.9296705952818761,0.7455276971108694,0.6458677290393463,0.41491199277285173,2.617210461072073,0.9693775345752768,2.6315885865960746,1.812411092939034,2.8337233643756656,-7.450626495371578,-7.550671195763348,0.6208855412809648,0.6292225996469457,0.011846850759285498,0.013270566422147028,3.9142819099427086
5,5,0.7938266428635563,0.6444437789289343,1.2072746718451035,2.9072025348262747,2.1624266409937567,3.026807974747846,1.6816746008740724,2.0746873198993256,2.25781809161371,1.889340708279965,2.99937708363146,0.5386745516242692,1.6759140149824319,0.8654610607782047,1.954083005313079,1.5894642852823264,-6.9599908963520125,-7.550671195763348,0.5799992413626677,0.6292225996469457,0.02698028202708621,0.02698028202708621,5.072636312975227
6,6,1.6234437695011559,0.043226935257235644,1.777805413391012,0.35032097974490983,0.24788403591352393,2.480848066503907,0.9532511465463092,2.387662781863894,2.752312431174337,2.8623409543702607,3.0669176453429134,2.166492521958232,0.29012844610159183,2.9336240779828024,1.0074227863578686,0.8591163723809793,-7.1386885909344135,-7.550671195763348,0.5948907159112011,0.6292225996469457,0.011745904387137723,0.02698028202708621,4.909745633460211
7,7,2.4350700144926933,2.1682184288561444,2.48877473299635,0.7112332169092156,2.6044755607378285,2.7074140675334726,0.6154919996024669,2.7283212252360336,0.7676969132772666,2.166118228912043,2.3440219737958223,0.022577657347500057,0.2438993313694222,2.1124306626884466,1.4771586985239962,2.2442889688104173,-7.606692285344603,-7.606692285344603,0.6338910237787169,0.6338910237787169,0.008986044079238595,0.02698028202708621,4.685673394613978
8,8,2.7843575235245637,2.812647637514546,2.6571842952697047,2.8641620985717853,2.4159011384505407,2.9864369579989436,0.6877915088748793,0.4376432855643648,0.8618199278552079,2.253185575329998,1.9858400503956366,1.3126342348409548,0.8483655068794633,1.047398685839926,0.9690701822697552,0.5253641814742747,-5.34174707879342,-7.606692285344603,0.44514558989945163,0.6338910237787169,0.0006156423917746112,0.02698028202708621,6.24594783216045
9,9,1.7963700349129572,1.8711955123499542,2.9360944941943545,0.06670829096805542,2.136999015655591,2.5498612342942626,2.9599082801198624,2.4182998632637456,0.05391377272422271,2.969723364243304,2.844995848552201,0.7174007881371303,0.669834972916191,2.389157812985513,2.129074691763937,2.3922678524034144,-8.085246313678779,-8.085246313678779,0.6737705261398982,0.6737705261398982,0.04495894091827109,0.04495894091827109,4.429094108079511
10,10,2.6645898983167724,0.11191134446462825,1.6161887232140033,2.5493507886976925,2.270636733690712,0.9083597332381492,0.3721283188582434,1.7030094363261017,0.5093640006654552,2.178454909110184,2.2759206728663486,0.825500474988033,1.7865488981992073,1.7171357762759651,1.9272117752882982,2.688668269327147,-6.594030750033735,-8.085246313678779,0.5495025625028113,0.6737705261398982,0.014171142365804378,0.04495894091827109,7.051433061924364
11,11,3.1204458963257142,0.8929925583586938,0.9884646930777746,2.277998306360911,1.6482056485277978,2.907297541290788,2.7321403121180063,2.1141801877408852,3.1143653727750977,1.3880453658551422,3.1306225329795545,1.1042603193260372,1.9960170314534629,1.9985184354234418,2.032922893456755,2.2628166178950067,-6.876684694296759,-8.085246313678779,0.5730570578580633,0.6737705261398982,0.0016948354687035458,0.04495894091827109,4.010878304361782
