1.359999999999999543e-01 -4.533333333333331577e-02 2.100000000000000130e-02
1.160000000000000198e-01 -3.866666666666667557e-02 2.000000000000000042e-03
1.500000000000001332e-01 -5.000000000000004441e-02 0.000000000000000000e+00
1.229999999999999982e-01 -4.100000000000000172e-02 6.000000000000000125e-03
1.620000000000000329e-01 -5.400000000000001327e-02 4.000000000000000083e-03
1.200000000000000233e-01 -4.000000000000000777e-02 3.000000000000000062e-03
2.040000000000000147e-01 -6.800000000000000488e-02 7.000000000000000146e-03
3.700000000000001898e-02 -1.233333333333334024e-02 0.000000000000000000e+00
4.600000000000000616e-02 -1.533333333333333597e-02 2.000000000000000042e-03
1.439999999999999891e-01 -4.799999999999999406e-02 6.000000000000000125e-03
2.399999999999999634e-01 -7.999999999999998779e-02 3.000000000000000062e-03
-2.000000000000029532e-03 6.666666666666765106e-04 3.000000000000000062e-03
9.000000000000006606e-02 -3.000000000000002318e-02 7.000000000000000146e-03
3.899999999999996525e-02 -1.299999999999998899e-02 3.000000000000000062e-03
1.410000000000000697e-01 -4.700000000000002093e-02 5.000000000000000104e-03
1.779999999999999638e-01 -5.933333333333332127e-02 4.000000000000000083e-03
4.200000000000004424e-02 -1.400000000000001417e-02 3.000000000000000062e-03
1.409999999999999309e-01 -4.699999999999997929e-02 6.000000000000000125e-03
1.419999999999999596e-01 -4.733333333333331755e-02 4.000000000000000083e-03
6.899999999999996414e-02 -2.299999999999998920e-02 8.000000000000000167e-03
1.599999999999998923e-01 -5.333333333333329512e-02 4.000000000000000083e-03
1.900000000000000300e-01 -6.333333333333333870e-02 2.000000000000000042e-03
1.529999999999999971e-01 -5.099999999999999672e-02 2.000000000000000042e-03
1.740000000000000713e-01 -5.800000000000002376e-02 7.000000000000000146e-03
2.899999999999986616e-02 -9.666666666666622054e-03 3.000000000000000062e-03
1.440000000000000724e-01 -4.800000000000002182e-02 5.000000000000000104e-03
4.999999999999948930e-03 -1.666666666666649643e-03 3.000000000000000062e-03
2.070000000000000728e-01 -6.900000000000001965e-02 7.000000000000000146e-03
1.610000000000001152e-01 -5.366666666666670277e-02 1.000000000000000021e-03
-2.500000000000004996e-02 8.333333333333350565e-03 3.000000000000000062e-03
1.290000000000000313e-01 -4.300000000000001044e-02 5.000000000000000104e-03
1.509999999999999676e-01 -5.033333333333332021e-02 1.000000000000000021e-03
3.699999999999997735e-02 -1.233333333333332636e-02 8.000000000000000167e-03
