2.778999999999998138e+00 -1.389499999999999069e+00 1.400000000000000029e-02
5.529999999999991367e+00 -2.764999999999995683e+00 5.000000000000000104e-03
8.332999999999994856e+00 -4.166499999999997428e+00 1.200000000000000025e-02
2.711999999999997968e+00 -1.355999999999998984e+00 5.000000000000000104e-03
8.960000000000004627e-01 -4.480000000000002314e-01 3.000000000000000062e-03
1.712999999999999856e+00 -8.564999999999999281e-01 1.400000000000000029e-02
1.860999999999999543e+00 -9.304999999999997717e-01 4.000000000000000083e-03
6.033999999999990926e+00 -3.016999999999995463e+00 4.000000000000000083e-03
1.299000000000000377e+00 -6.495000000000001883e-01 5.000000000000000104e-03
5.332999999999990415e+00 -2.666499999999995207e+00 3.000000000000000062e-03
9.510000000000007336e-01 -4.755000000000003668e-01 1.000000000000000021e-03
5.731999999999995765e+00 -2.865999999999997883e+00 5.000000000000000104e-03
1.920999999999999597e+00 -9.604999999999997984e-01 7.000000000000000146e-03
6.026999999999998359e+00 -3.013499999999999179e+00 1.000000000000000021e-03
7.160000000000004139e-01 -3.580000000000002069e-01 1.000000000000000021e-03
5.969999999999990870e+00 -2.984999999999995435e+00 5.000000000000000104e-03
8.960000000000005738e-01 -4.480000000000002869e-01 5.000000000000000104e-03
5.897999999999995246e+00 -2.948999999999997623e+00 4.000000000000000083e-03
8.890000000000004565e-01 -4.445000000000002283e-01 0.000000000000000000e+00
5.922999999999994714e+00 -2.961499999999997357e+00 1.000000000000000021e-03
5.810000000000004050e-01 -2.905000000000002025e-01 1.000000000000000021e-03
-8.999999999999977462e-02 4.499999999999988731e-02 2.800000000000000058e-02
5.461999999999997080e+00 -2.730999999999998540e+00 2.000000000000000042e-03
6.350000000000007860e-01 -3.175000000000003930e-01 2.199999999999999872e-02
5.897999999999992582e+00 -2.948999999999996291e+00 3.000000000000000062e-03
6.121999999999994557e+00 -3.060999999999997279e+00 4.000000000000000083e-03
-1.669999999999997320e-01 8.349999999999986600e-02 2.000000000000000042e-02
5.887999999999998124e+00 -2.943999999999999062e+00 1.000000000000000021e-03
1.740000000000001545e-01 -8.700000000000007727e-02 8.999999999999999320e-03
6.541999999999992710e+00 -3.270999999999996355e+00 2.000000000000000042e-03
6.162999999999995815e+00 -3.081499999999997907e+00 4.000000000000000083e-03
-1.609999999999996989e-01 8.049999999999984945e-02 1.099999999999999936e-02
1.250000000000001665e-01 -6.250000000000008327e-02 2.299999999999999961e-02
5.778999999999995474e+00 -2.889499999999997737e+00 2.000000000000000042e-03
-9.199999999999988742e-02 4.599999999999994371e-02 2.299999999999999961e-02
6.274999999999989697e+00 -3.137499999999994849e+00 3.000000000000000062e-03
1.660000000000000919e-01 -8.300000000000004596e-02 8.999999999999999320e-03
5.882999999999994678e+00 -2.941499999999997339e+00 7.000000000000000146e-03
2.009500000000000242e+01 -1.004750000000000121e+01 0.000000000000000000e+00
5.902999999999999581e+00 -2.951499999999999790e+00 1.099999999999999936e-02
5.952999999999998515e+00 -2.976499999999999257e+00 2.000000000000000042e-03
1.148899999999999721e+01 -5.744499999999998607e+00 0.000000000000000000e+00
5.885999999999993904e+00 -2.942999999999996952e+00 3.000000000000000062e-03
1.350999999999999979e+00 -6.754999999999999893e-01 8.999999999999999320e-03
2.122999999999998888e+00 -1.061499999999999444e+00 7.000000000000000146e-03
1.020000000000000351e-01 -5.100000000000001754e-02 1.799999999999999864e-02
1.190000000000001473e-01 -5.950000000000007366e-02 1.200000000000000025e-02
2.800000000000011854e-02 -1.400000000000005927e-02 1.299999999999999940e-02
2.180000000000001381e-01 -1.090000000000000691e-01 1.400000000000000029e-02
5.400000000000014511e-02 -2.700000000000007255e-02 1.600000000000000033e-02
-2.159999999999997478e-01 1.079999999999998739e-01 1.899999999999999953e-02
-2.239999999999997826e-01 1.119999999999998913e-01 1.600000000000000033e-02
2.600000000000009942e-02 -1.300000000000004971e-02 1.899999999999999953e-02
5.300000000000004707e-02 -2.650000000000002354e-02 1.499999999999999944e-02
9.700000000000025269e-02 -4.850000000000012634e-02 2.100000000000000130e-02
6.048999999999995048e+00 -3.024499999999997524e+00 2.000000000000000042e-03
6.102999999999999758e+00 -3.051499999999999879e+00 1.499999999999999944e-02
-3.299999999999977951e-02 1.649999999999988975e-02 2.000000000000000042e-02
9.900000000000026834e-02 -4.950000000000013417e-02 2.199999999999999872e-02
-6.199999999999993017e-02 3.099999999999996508e-02 1.299999999999999940e-02
5.947999999999992404e+00 -2.973999999999996202e+00 4.000000000000000083e-03
-1.899999999999989544e-02 9.499999999999947722e-03 2.400000000000000050e-02
-8.499999999999985345e-02 4.249999999999992673e-02 1.400000000000000029e-02
-8.999999999999896971e-03 4.499999999999948486e-03 1.899999999999999953e-02
-1.829999999999997740e-01 9.149999999999988698e-02 1.899999999999999953e-02
-3.399999999999983591e-02 1.699999999999991795e-02 1.600000000000000033e-02
5.900000000000019118e-02 -2.950000000000009559e-02 2.299999999999999961e-02
-1.999999999999996780e-01 9.999999999999983902e-02 1.600000000000000033e-02
8.500000000000006162e-02 -4.250000000000003081e-02 8.999999999999999320e-03
-2.229999999999997540e-01 1.114999999999998770e-01 2.000000000000000042e-02
1.060000000000001219e-01 -5.300000000000006095e-02 1.299999999999999940e-02
-4.499999999999975547e-02 2.249999999999987774e-02 2.400000000000000050e-02
1.300000000000009828e-02 -6.500000000000049141e-03 2.400000000000000050e-02
5.898999999999993804e+00 -2.949499999999996902e+00 4.000000000000000083e-03
2.700000000000012806e-02 -1.350000000000006403e-02 1.400000000000000029e-02
