,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,BETA_2,GAMMA_2,BETA_3,GAMMA_3,BETA_4,GAMMA_4,BETA_5,GAMMA_5,BETA_6,GAMMA_6,BETA_7,GAMMA_7,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance
0,0,3.03834353965735,1.7237084913261114,3.0560511959277217,2.2485125144591285,2.1950024613066548,0.6867042768774307,3.0672939104646595,0.029510621428683187,0.802237707527784,1.371589968720811,2.4507098322226635,0.6290691273425029,2.71254327670021,3.0896103361774374,0.52308715953064,1.8806065905599594,-8.684650883123231,-8.684650883123231,0.7237209069269359,0.7237209069269359,0.05493304899539613,0.05493304899539613,4.482810726905171
1,1,3.0383435545585114,1.7237084913261114,3.0560511959277217,2.2485125144591285,2.1950024613066548,0.6867042768774307,3.0672939104646595,0.029510621428683187,0.802237707527784,1.371589968720811,2.4507098322226635,0.6290691273425029,2.71254327670021,3.0896103361774374,0.52308715953064,1.8806065905599594,-8.684650865684562,-8.684650883123231,0.7237209054737135,0.7237209069269359,0.05493304729542686,0.05493304899539613,4.482810747236243
2,2,3.03834353965735,1.7237085062272726,3.0560511959277217,2.2485125144591285,2.1950024613066548,0.6867042768774307,3.0672939104646595,0.029510621428683187,0.802237707527784,1.371589968720811,2.4507098322226635,0.6290691273425029,2.71254327670021,3.0896103361774374,0.52308715953064,1.8806065905599594,-8.684650878917278,-8.684650883123231,0.7237209065764398,0.7237209069269359,0.054933049354468924,0.054933049354468924,4.48281073164101
3,3,3.03834353965735,1.7237084913261114,3.056051210828883,2.2485125144591285,2.1950024613066548,0.6867042768774307,3.0672939104646595,0.029510621428683187,0.802237707527784,1.371589968720811,2.4507098322226635,0.6290691273425029,2.71254327670021,3.0896103361774374,0.52308715953064,1.8806065905599594,-8.684650859940609,-8.684650883123231,0.7237209049950507,0.7237209069269359,0.05493304795539901,0.054933049354468924,4.482810752355903
4,4,3.03834353965735,1.7237084913261114,3.0560511959277217,2.2485125293602897,2.1950024613066548,0.6867042768774307,3.0672939104646595,0.029510621428683187,0.802237707527784,1.371589968720811,2.4507098322226635,0.6290691273425029,2.71254327670021,3.0896103361774374,0.52308715953064,1.8806065905599594,-8.684650890204157,-8.684650890204157,0.7237209075170131,0.7237209075170131,0.05493304824953099,0.054933049354468924,4.482810721459458
5,5,3.03834353965735,1.7237084913261114,3.0560511959277217,2.2485125144591285,2.195002476207816,0.6867042768774307,3.0672939104646595,0.029510621428683187,0.802237707527784,1.371589968720811,2.4507098322226635,0.6290691273425029,2.71254327670021,3.0896103361774374,0.52308715953064,1.8806065905599594,-8.684650893672138,-8.684650893672138,0.7237209078060115,0.7237209078060115,0.05493304837752272,0.054933049354468924,4.482810685267594
6,6,3.03834353965735,1.7237084913261114,3.0560511959277217,2.2485125144591285,2.1950024613066548,0.6867042917785919,3.0672939104646595,0.029510621428683187,0.802237707527784,1.371589968720811,2.4507098322226635,0.6290691273425029,2.71254327670021,3.0896103361774374,0.52308715953064,1.8806065905599594,-8.684651012902942,-8.684651012902942,0.7237209177419118,0.7237209177419118,0.054933053687801506,0.054933053687801506,4.482810623799381
7,7,3.03834353965735,1.7237084913261114,3.0560511959277217,2.2485125144591285,2.1950024613066548,0.6867042768774307,3.0672939253658207,0.029510621428683187,0.802237707527784,1.371589968720811,2.4507098322226635,0.6290691273425029,2.71254327670021,3.0896103361774374,0.52308715953064,1.8806065905599594,-8.684650883215822,-8.684651012902942,0.7237209069346519,0.7237209177419118,0.05493305029126273,0.054933053687801506,4.482810782206684
8,8,3.03834353965735,1.7237084913261114,3.0560511959277217,2.2485125144591285,2.1950024613066548,0.6867042768774307,3.0672939104646595,0.02951063632984438,0.802237707527784,1.371589968720811,2.4507098322226635,0.6290691273425029,2.71254327670021,3.0896103361774374,0.52308715953064,1.8806065905599594,-8.684650765032853,-8.684651012902942,0.723720897086071,0.7237209177419118,0.054933044650735896,0.054933053687801506,4.482810806745732
9,9,3.03834353965735,1.7237084913261114,3.0560511959277217,2.2485125144591285,2.1950024613066548,0.6867042768774307,3.0672939104646595,0.029510621428683187,0.8022377224289452,1.371589968720811,2.4507098322226635,0.6290691273425029,2.71254327670021,3.0896103361774374,0.52308715953064,1.8806065905599594,-8.684650888826924,-8.684651012902942,0.7237209074022437,0.7237209177419118,0.05493305045495421,0.054933053687801506,4.482810771549367
