,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,BETA_2,GAMMA_2,BETA_3,GAMMA_3,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance
0,0,2.4977468928853632,2.168163279845679,2.3387789722951613,2.62635445109249,1.5076112696276054,1.8396872578401007,0.09876748451972017,0.18151051242798966,-5.918896145379795,-5.918896145379795,0.4932413454483162,0.4932413454483162,0.004873218229941131,0.004873218229941131,5.43095105160463
1,1,0.7479977429534723,0.6150552575806613,0.369077013253164,0.34228804368493204,2.754196541905314,1.1790350731706805,1.2871965119439546,2.7487092865982086,-6.231176478976105,-6.231176478976105,0.519264706581342,0.519264706581342,0.001072050014748732,0.004873218229941131,3.7673576471670884
2,2,0.8039280482195973,0.3952640202667561,2.655073340228452,2.894478724326066,2.900964861783721,1.7323996204892649,0.9840232286883476,0.9785919168818032,-8.322125845408065,-8.322125845408065,0.6935104871173388,0.6935104871173388,0.009366740587283238,0.009366740587283238,2.734429291074278
3,3,0.36522234335320536,0.9589243005964373,2.8992451643811568,0.43506247057354996,0.7468058281530692,1.2185205144804983,1.9432890434748877,1.8230346295243685,-3.0310682221319487,-8.322125845408065,0.25258901851099574,0.6935104871173388,1.2375001563131371e-05,0.009366740587283238,5.945266988009369
4,4,0.9084088156341296,1.3550099540548741,2.780432112369548,2.5947516595707887,0.35991964283427724,2.813896129988726,0.22826288319999422,2.955531867540233,-4.661203131647138,-8.322125845408065,0.38843359430392815,0.6935104871173388,0.00032316574080273696,0.009366740587283238,7.154330674734119
5,5,2.2524420588897356,2.25767958108453,2.4788130788222995,0.41884399316885856,0.6465809354312995,0.17714419665047876,0.43678768352583974,1.2091113430253189,-7.578086922545645,-8.322125845408065,0.6315072435454704,0.6935104871173388,0.025323175012823274,0.025323175012823274,6.117530773896746
6,6,1.4376708206767335,2.0531539929738525,2.0787674612264615,2.8715364966177823,0.4129665759282539,0.9963521111133017,3.0037557793394662,0.7077318984110743,-7.6101188775887145,-8.322125845408065,0.6341765731323928,0.6935104871173388,0.010854046206255113,0.025323175012823274,3.502508918184958
7,7,2.520699926859419,2.3785073668895054,2.402667013858607,1.9694976344241621,1.6557797961350424,2.8350533305066126,2.115595674266421,2.8117059615491913,-7.52062941173215,-8.322125845408065,0.6267191176443458,0.6935104871173388,0.023179736159643097,0.025323175012823274,4.367985360388872
8,8,1.3586905509350673,1.6977948444314201,0.037249033054918,1.254731840068062,0.08133194376703434,0.23481084769598537,1.5032925378704318,0.10524752388699543,-7.027977367343688,-8.322125845408065,0.585664780611974,0.6935104871173388,0.0019707059270408643,0.025323175012823274,3.6622725447235993
9,9,3.0190612269521617,1.2890447730768717,1.1940887903698114,2.740440441736361,2.7050061713223914,0.03566341946814511,2.0075731050275714,1.064711071603707,-8.209122856550662,-8.322125845408065,0.6840935713792219,0.6935104871173388,0.00582107356277459,0.025323175012823274,2.776509755366078
