,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,BETA_2,GAMMA_2,BETA_3,GAMMA_3,BETA_4,GAMMA_4,BETA_5,GAMMA_5,BETA_6,GAMMA_6,BETA_7,GAMMA_7,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance
0,0,1.9594942136894522,0.28497970255085225,1.1402875271824593,1.0795906710251133,2.9510967220256217,2.718745373291351,0.46183915059267067,2.605398233878902,1.6975084991032618,1.532928886647497,2.3609825337096875,1.875711592437432,1.251743458363228,0.8384371762095901,1.4501874126890222,1.7879348992414377,-6.948879125707314,-6.948879125707314,0.5790732604756095,0.5790732604756095,0.03963946586590773,0.03963946586590773,5.628824176360226
1,1,0.5730549849842059,0.3233148184561656,2.8811692317911346,1.4660660268565637,0.3590097625767501,3.080779828272292,1.2436421843930354,1.4477148982982195,0.5910828153351052,2.054479274539887,0.5915131798076477,1.3459680715895734,1.3444805004962703,2.1672858545679543,1.8567873718776853,2.404069831292513,-7.0275244231379554,-7.0275244231379554,0.5856270352614963,0.5856270352614963,0.0022381117513248037,0.03963946586590773,5.79821470054096
2,2,2.2588233873778747,2.2643934625685067,0.9283939927697575,0.2766181701909538,2.070163723682588,0.38180532625167474,3.1117915394275886,2.007464240112097,2.4506796653507923,2.2107571686143483,2.584749655153413,0.7078647422060401,1.948636884460905,0.48946389957578096,2.0741454056331845,1.050083287698809,-7.612265219668169,-7.612265219668169,0.6343554349723474,0.6343554349723474,0.013775489846818163,0.03963946586590773,5.022036817703103
3,3,0.6019314167288988,1.6054334842455205,1.89145459803927,0.5112386272962721,0.6129215963384342,0.27471454843224397,2.4212878878717654,2.3292157804977665,0.38592267490414267,2.6897393602353183,0.9074743219181596,1.7874984797357403,1.5379569064860097,0.6868871260045044,2.0374497671442553,1.7993166033569736,-7.3205508386946025,-7.612265219668169,0.6100459032245502,0.6343554349723474,0.0003855667584632085,0.03963946586590773,3.558053577535368
4,4,2.392081776097934,0.15594799611084076,1.6837808570761497,1.021607141910473,2.5138008228976463,1.0222087909661166,1.191158627540431,0.9677984954960981,2.0361966478757454,1.7734701784553577,2.3846412346393593,0.04153482883791915,0.06695001108355036,0.337374290628921,2.1101586318617382,1.191520821723787,-7.2219906887509335,-7.612265219668169,0.6018325573959111,0.6343554349723474,0.004407480202421207,0.03963946586590773,6.308986904076335
5,5,1.2305173576881674,2.7329841800287067,0.21411862517994606,0.9858821497286948,2.1400718515781376,1.4213151817093441,1.989458035357577,0.24637820669837618,0.6259831299884598,0.9920450678928834,2.893240670880582,1.071444080270612,0.6105276581284601,1.2966224634493604,1.3783728945060565,0.1970758626286604,-6.744863099433169,-7.612265219668169,0.562071924952764,0.6343554349723474,0.006359770323856453,0.03963946586590773,7.337086083284525
6,6,0.37965531236975814,1.3468167177112123,2.4767402244654844,1.2785667917546557,1.1146238828878512,2.124085195799145,2.4769322617775793,1.0734745444416356,0.32265434558867967,2.8615407279152825,2.768567331263042,1.7341737465708789,1.5285277578065024,1.3284621427716108,2.8747026088073824,2.7110131395455377,-6.714662201932764,-7.612265219668169,0.559555183494397,0.6343554349723474,0.008709710902176829,0.03963946586590773,6.534800790507852
7,7,1.271878701227744,3.0525220938770423,0.7380637007365668,2.550834162715147,1.7097863605269803,0.9037168535852173,2.262166887967757,1.713262271467399,2.511691470671419,2.319035174582362,1.0579656241114552,3.1370173309562412,0.7084365201647705,0.1500672541925896,0.032008142652157234,0.022233717852147006,-7.098960054410077,-7.612265219668169,0.5915800045341731,0.6343554349723474,0.0038926309399407934,0.03963946586590773,5.067778230083178
8,8,1.1090060718116506,0.3432491062218761,1.0128795108594284,0.27016787554804034,0.4665688261150449,2.4502410036899827,0.7324811247543452,2.842141412248461,1.5978339077378438,2.764178621682568,0.7075688183410734,3.0585208666709383,2.6129142115692776,3.0330657051781973,2.3375211348211256,2.683793683665974,-7.48735984881216,-7.612265219668169,0.62394665406768,0.6343554349723474,0.04101156165814026,0.04101156165814026,6.303744213917497
9,9,1.435059197767109,2.027585721493317,1.7550400347858361,2.6776820692364494,2.4665956171026875,2.075688980548003,1.5357950961895273,2.701649891277291,1.0300255975207135,1.033640701891514,2.2890994514670546,1.219345464879384,1.9651256154939487,0.9341079583313113,2.9856838826746857,2.7739161184452517,-6.953045850239727,-7.612265219668169,0.5794204875199772,0.6343554349723474,0.004953756860255324,0.04101156165814026,5.223887310700391
10,10,1.0747824059366091,2.7381487156302526,2.069751294838863,2.415952008325079,1.0699871244185304,0.34138075985622396,0.8759154319228143,0.23928248800325536,0.4199087471292908,3.011964842678954,2.6000143717374558,0.06413384371717701,2.3955332622155727,3.100276389193471,1.4777903322448167,3.000273876605451,-6.216376242826356,-7.612265219668169,0.518031353568863,0.6343554349723474,0.01124701524592782,0.04101156165814026,7.29599774464193
11,11,2.465714491389756,1.6664992345195149,1.876837919896189,1.8373348189157532,1.9542263476687565,0.031368034208117956,0.9260048437961866,2.1382280603679122,2.2996112805775244,1.105395692514601,0.8649487932933746,2.7558016277161945,2.313594211285731,2.385928758299245,1.7818999593863196,0.059162847420058506,-6.885742067665959,-7.612265219668169,0.5738118389721633,0.6343554349723474,0.006098563363094342,0.04101156165814026,7.073058629132575
12,12,0.4651647341902463,2.2756602587271053,0.26486243062749026,0.7019605695626743,0.645441823538806,2.838798676057878,0.3738840508066621,1.2285432244528658,0.4108320965346368,0.0833780286018464,0.5237127669643704,0.8611822054123889,2.5640664292218345,2.27355954380854,2.9987114077830617,0.8338622691258694,-7.9540927621753195,-7.9540927621753195,0.6628410635146099,0.6628410635146099,0.0994218710836757,0.0994218710836757,7.1530502183597235
13,13,1.9381751288408875,1.9870973918687282,2.62064521716564,1.058008952560321,2.359978017252124,1.840425872479006,2.993853326763216,2.717775621370727,0.6946091636010288,0.22125371731192,1.1998826721276616,0.7736567107573268,0.858459201067126,1.0603137536068443,0.23804326684377708,0.8981764538835472,-7.055924308375077,-7.9540927621753195,0.5879936923645898,0.6628410635146099,0.008633064906763098,0.0994218710836757,6.167615051876098
14,14,0.5062516320576036,0.8968849709546257,0.3909245683050613,3.0762100840593605,2.6232327703154663,0.3034807712351102,2.4344881364324937,2.7825759916209076,0.7925338617198651,1.1968541057437456,2.8790381373774037,1.6639335275355205,1.2219230156819463,2.4544611481962635,2.538172140341911,2.742418905590972,-6.362270028735983,-7.9540927621753195,0.530189169061332,0.6628410635146099,0.0026569720733001173,0.0994218710836757,6.65358755365672
15,15,1.9676461867903754,1.2469927319515777,1.3380847226572226,2.8212419844416217,2.0409836142801705,1.317273204120067,1.3739670924151535,0.33975401087320223,2.5009977130436254,0.3340430809483892,2.7895923563242944,2.6252520289077825,0.0840972062018781,0.4746404505278323,1.5373067834392715,1.8297042673066222,-7.422778973149932,-7.9540927621753195,0.6185649144291611,0.6628410635146099,0.04864881317297774,0.0994218710836757,5.180153093097779
