,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,BETA_2,GAMMA_2,BETA_3,GAMMA_3,BETA_4,GAMMA_4,BETA_5,GAMMA_5,BETA_6,GAMMA_6,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance
0,0,1.220205999547789,2.6210931434158176,2.436816077062891,2.5263419114918655,0.609646092814736,2.072866445136034,1.6899901394325934,1.5007210125446264,2.0373633384338827,1.53905717148204,1.699009150047679,2.8882870174392505,1.4366167445597122,2.0040180487741623,-6.845158405225312,-6.845158405225312,0.5704298671021093,0.5704298671021093,0.007234520300507759,0.007234520300507759,4.201147472254121
1,1,1.2202060144489502,2.6210931434158176,2.436816077062891,2.5263419114918655,0.609646092814736,2.072866445136034,1.6899901394325934,1.5007210125446264,2.0373633384338827,1.53905717148204,1.699009150047679,2.8882870174392505,1.4366167445597122,2.0040180487741623,-6.845158433704237,-6.845158433704237,0.570429869475353,0.570429869475353,0.007234520516540313,0.007234520516540313,4.201147456205142
2,2,1.220205999547789,2.6210931583169788,2.436816077062891,2.5263419114918655,0.609646092814736,2.072866445136034,1.6899901394325934,1.5007210125446264,2.0373633384338827,1.53905717148204,1.699009150047679,2.8882870174392505,1.4366167445597122,2.0040180487741623,-6.845158355113185,-6.845158433704237,0.5704298629260988,0.570429869475353,0.007234518794409502,0.007234520516540313,4.201147476589867
3,3,1.220205999547789,2.6210931434158176,2.4368160919640522,2.5263419114918655,0.609646092814736,2.072866445136034,1.6899901394325934,1.5007210125446264,2.0373633384338827,1.53905717148204,1.699009150047679,2.8882870174392505,1.4366167445597122,2.0040180487741623,-6.845158422195599,-6.845158433704237,0.5704298685163,0.570429869475353,0.007234520152352797,0.007234520516540313,4.201147457097015
4,4,1.220205999547789,2.6210931434158176,2.436816077062891,2.5263419263930267,0.609646092814736,2.072866445136034,1.6899901394325934,1.5007210125446264,2.0373633384338827,1.53905717148204,1.699009150047679,2.8882870174392505,1.4366167445597122,2.0040180487741623,-6.845158391020584,-6.845158433704237,0.5704298659183821,0.570429869475353,0.007234520933513555,0.007234520933513555,4.201147483078607
5,5,1.220205999547789,2.6210931434158176,2.436816077062891,2.5263419114918655,0.6096461077158972,2.072866445136034,1.6899901394325934,1.5007210125446264,2.0373633384338827,1.53905717148204,1.699009150047679,2.8882870174392505,1.4366167445597122,2.0040180487741623,-6.84515841292262,-6.845158433704237,0.5704298677435516,0.570429869475353,0.007234520800151309,0.007234520933513555,4.2011474752344
6,6,1.220205999547789,2.6210931434158176,2.436816077062891,2.5263419114918655,0.609646092814736,2.0728664600371953,1.6899901394325934,1.5007210125446264,2.0373633384338827,1.53905717148204,1.699009150047679,2.8882870174392505,1.4366167445597122,2.0040180487741623,-6.845158403398785,-6.845158433704237,0.5704298669498987,0.570429869475353,0.007234520688895981,0.007234520933513555,4.2011475016348925
7,7,1.220205999547789,2.6210931434158176,2.436816077062891,2.5263419114918655,0.609646092814736,2.072866445136034,1.6899901543337545,1.5007210125446264,2.0373633384338827,1.53905717148204,1.699009150047679,2.8882870174392505,1.4366167445597122,2.0040180487741623,-6.845158377219351,-6.845158433704237,0.5704298647682793,0.570429869475353,0.007234520436235908,0.007234520933513555,4.20114746078972
8,8,1.220205999547789,2.6210931434158176,2.436816077062891,2.5263419114918655,0.609646092814736,2.072866445136034,1.6899901394325934,1.5007210274457876,2.0373633384338827,1.53905717148204,1.699009150047679,2.8882870174392505,1.4366167445597122,2.0040180487741623,-6.84515841295032,-6.845158433704237,0.57042986774586,0.570429869475353,0.007234519764827566,0.007234520933513555,4.201147359530125
9,9,1.220205999547789,2.6210931434158176,2.436816077062891,2.5263419114918655,0.609646092814736,2.072866445136034,1.6899901394325934,1.5007210125446264,2.037363353335044,1.53905717148204,1.699009150047679,2.8882870174392505,1.4366167445597122,2.0040180487741623,-6.8451583737149795,-6.845158433704237,0.5704298644762483,0.570429869475353,0.007234520403377373,0.007234520933513555,4.201147460145975
