,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance
0,0,1.67292103848347,0.8337714139786503,1.9008502650752865,0.7124923782338392,-7.413741236288666,-7.413741236288666,0.6178117696907222,0.6178117696907222,0.021117127029450917,0.021117127029450917,4.374762404807889
1,1,1.6729210533846313,0.8337714139786503,1.9008502650752865,0.7124923782338392,-7.413741236043217,-7.413741236288666,0.6178117696702681,0.6178117696907222,0.02111712704902364,0.02111712704902364,4.374762439518719
2,2,1.67292103848347,0.8337714288798115,1.9008502650752865,0.7124923782338392,-7.4137412302813255,-7.413741236288666,0.6178117691901105,0.6178117696907222,0.021117127974792937,0.021117127974792937,4.374762416086675
3,3,1.67292103848347,0.8337714139786503,1.9008502799764477,0.7124923782338392,-7.4137412299607535,-7.413741236288666,0.6178117691633961,0.6178117696907222,0.0211171282779068,0.0211171282779068,4.374762451734256
4,4,1.67292103848347,0.8337714139786503,1.9008502650752865,0.7124923931350003,-7.413741237340306,-7.413741237340306,0.6178117697783588,0.6178117697783588,0.02111712712216618,0.0211171282779068,4.3747624024770175
5,5,1.656449235295146,0.43062562387855263,1.4761912513271176,0.7830667810429822,-7.242314025329702,-7.413741237340306,0.6035261687774752,0.6178117697783588,3.161308095001794e-05,0.0211171282779068,3.524956285551575
6,6,1.6564492501963073,0.43062562387855263,1.4761912513271176,0.7830667810429822,-7.242314019897403,-7.413741237340306,0.6035261683247836,0.6178117697783588,3.161308274271078e-05,0.0211171282779068,3.524956300880554
7,7,1.656449235295146,0.4306256387797138,1.4761912513271176,0.7830667810429822,-7.242314027201677,-7.413741237340306,0.6035261689334731,0.6178117697783588,3.161309546538091e-05,0.0211171282779068,3.52495637870706
8,8,1.656449235295146,0.43062562387855263,1.4761912662282788,0.7830667810429822,-7.242314025108398,-7.413741237340306,0.6035261687590332,0.6178117697783588,3.161307019398533e-05,0.0211171282779068,3.5249562965143753
9,9,1.656449235295146,0.43062562387855263,1.4761912513271176,0.7830667959441434,-7.242313999814575,-7.413741237340306,0.6035261666512146,0.6178117697783588,3.161305320023283e-05,0.0211171282779068,3.524956348116092
10,10,1.6697228365751937,0.7554957315612184,1.8183975273508068,0.7261952611033756,-7.461219433726182,-7.461219433726182,0.6217682861438485,0.6217682861438485,0.009782666899628055,0.0211171282779068,4.149250495148905
11,11,1.669722851476355,0.7554957315612184,1.8183975273508068,0.7261952611033756,-7.461219438699861,-7.461219438699861,0.6217682865583217,0.6217682865583217,0.009782667027010332,0.0211171282779068,4.14925051903424
12,12,1.6697228365751937,0.7554957464623796,1.8183975273508068,0.7261952611033756,-7.461219435425831,-7.461219438699861,0.621768286285486,0.6217682865583217,0.009782667824119214,0.0211171282779068,4.149250476652895
13,13,1.6697228365751937,0.7554957315612184,1.818397542251968,0.7261952611033756,-7.461219426175622,-7.461219438699861,0.6217682855146351,0.6217682865583217,0.00978266773081785,0.0211171282779068,4.149250539288609
14,14,1.6697228365751937,0.7554957315612184,1.8183975273508068,0.7261952760045368,-7.46121943261964,-7.461219438699861,0.6217682860516367,0.6217682865583217,0.009782666666941952,0.0211171282779068,4.149250506531985
15,15,1.72040243964575,0.6895382514321365,1.6472599498394356,0.7289370742264233,-7.516919767647916,-7.516919767647916,0.6264099806373263,0.6264099806373263,0.00196063157613122,0.0211171282779068,3.885186415180577
16,16,1.7204024545469112,0.6895382514321365,1.6472599498394356,0.7289370742264233,-7.5169197732983255,-7.5169197732983255,0.6264099811081938,0.6264099811081938,0.001960631753711384,0.0211171282779068,3.885186420485759
17,17,1.72040243964575,0.6895382663332977,1.6472599498394356,0.7289370742264233,-7.516919766024355,-7.5169197732983255,0.6264099805020296,0.6264099811081938,0.001960631909061937,0.0211171282779068,3.8851863990066917
18,18,1.72040243964575,0.6895382514321365,1.6472599647405968,0.7289370742264233,-7.516919770943254,-7.5169197732983255,0.6264099809119378,0.6264099811081938,0.0019606317800466176,0.0211171282779068,3.885186436869411
19,19,1.72040243964575,0.6895382514321365,1.6472599498394356,0.7289370891275845,-7.516919760966936,-7.5169197732983255,0.626409980080578,0.6264099811081938,0.0019606316058186648,0.0211171282779068,3.885186429763557
20,20,1.8801067716315094,0.5260199920323347,1.523410076865549,0.5917042385250845,-7.853574385872894,-7.853574385872894,0.6544645321560745,0.6544645321560745,0.0045833546370005265,0.0211171282779068,3.384169111211172
21,21,1.8801067865326706,0.5260199920323347,1.523410076865549,0.5917042385250845,-7.853574389900335,-7.853574389900335,0.6544645324916946,0.6544645324916946,0.004583355133564501,0.0211171282779068,3.3841691269726084
22,22,1.8801067716315094,0.5260200069334959,1.523410076865549,0.5917042385250845,-7.853574348242939,-7.853574389900335,0.654464529020245,0.6544645324916946,0.0045833544566756725,0.0211171282779068,3.3841691933942286
23,23,1.8801067716315094,0.5260199920323347,1.5234100917667102,0.5917042385250845,-7.85357440817764,-7.85357440817764,0.6544645340148033,0.6544645340148033,0.004583354495498755,0.0211171282779068,3.3841691037784187
24,24,1.8801067716315094,0.5260199920323347,1.523410076865549,0.5917042534262457,-7.8535743594548695,-7.85357440817764,0.6544645299545725,0.6544645340148033,0.0045833545804690465,0.0211171282779068,3.384169130786887
