,iter ,BETA_0,GAMMA_0,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance,corr_length,const_kernel,noise_kernel,std_energies,average_distances,nit,time_opt_bayes,time_qaoa,time_opt_kernel,time_step
0,0,1.160242663501367,1.5797807011882392,-7.460661380788546,-7.460661380788546,0.6217217817323788,0.6217217817323788,0.0036247809914663814,0.0036247809914663814,3.6986471192447326,100.00000000000004,48.34611127255747,2.3225331744391458,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,0.2233520133169106,0.07621785991797413,-7.010488591108325,-7.460661380788546,0.5842073825923604,0.6217217817323788,0.0020798038158457,0.0036247809914663814,4.080328236532402,100.00000000000004,48.34611127255747,2.3225331744391458,0.0,0.0,0,0.0,0.0,0.0,0.0
2,2,1.303380174253771,3.0191208228809208,-7.7419186768980595,-7.7419186768980595,0.645159889741505,0.645159889741505,0.008715838779827227,0.008715838779827227,4.825214007914866,100.00000000000004,48.34611127255747,2.3225331744391458,0.0,0.0,0,0.0,0.0,0.0,0.0
3,3,2.378147357170685,0.5195887580631314,-4.038534905919809,-7.7419186768980595,0.3365445754933174,0.645159889741505,0.00014799388181528943,0.008715838779827227,5.6913980257840855,100.00000000000004,48.34611127255747,2.3225331744391458,0.0,0.0,0,0.0,0.0,0.0,0.0
4,4,0.602825021019044,1.112644591677991,-9.487154047008602,-9.487154047008602,0.7905961705840502,0.7905961705840502,0.05662498717000412,0.05662498717000412,2.795292319724666,100.00000000000004,48.34611127255747,2.3225331744391458,0.0,0.0,0,0.0,0.0,0.0,0.0
5,5,3.06601099314226,1.495268909668073,-7.749055853622523,-9.487154047008602,0.6457546544685436,0.7905961705840502,0.0057976197332690015,0.05662498717000412,3.601849808933231,100.00000000000004,48.34611127255747,2.3225331744391458,0.0,0.0,0,0.0,0.0,0.0,0.0
6,6,2.7705829896039282,2.1414043777988314,-5.08974081612593,-9.487154047008602,0.4241450680104942,0.7905961705840502,0.0005454572008973662,0.05662498717000412,5.383942081162505,100.00000000000004,48.34611127255747,2.3225331744391458,0.0,0.0,0,0.0,0.0,0.0,0.0
7,7,1.9472571821982991,2.6959719706131033,-8.024555039700477,-9.487154047008602,0.6687129199750398,0.7905961705840502,0.030976819170933326,0.05662498717000412,4.863056384996895,100.00000000000004,48.34611127255747,2.3225331744391458,0.0,0.0,0,0.0,0.0,0.0,0.0
8,8,0.8693339186912891,2.3302274199144524,-5.786912250427907,-9.487154047008602,0.4822426875356589,0.7905961705840502,0.005534150095230185,0.05662498717000412,6.930124811033444,100.00000000000004,48.34611127255747,2.3225331744391458,0.0,0.0,0,0.0,0.0,0.0,0.0
9,9,1.6997221238434264,0.7469082115312109,-7.355985795218406,-9.487154047008602,0.6129988162682005,0.7905961705840502,0.009924591092013794,0.05662498717000412,5.11701897435448,100.00000000000004,48.34611127255747,2.3225331744391458,0.0,0.0,0,0.0,0.0,0.0,0.0
