,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,BETA_2,GAMMA_2,BETA_3,GAMMA_3,BETA_4,GAMMA_4,BETA_5,GAMMA_5,BETA_6,GAMMA_6,BETA_7,GAMMA_7,BETA_8,GAMMA_8,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance
0,0,0.962518697888965,2.7466401732218344,0.11194881713349832,3.089178159067452,2.003174879722215,0.7168445823130913,0.08817746284859634,0.22910899666596393,2.1754632251845036,2.8087216087015356,1.978261556357359,1.5971046703375136,3.0138230618315967,2.4090706415865095,1.5135213224911293,0.037789264663145826,2.9831487261960294,0.7524466219492135,-7.496136962299283,-7.496136962299283,0.6246780801916069,0.6246780801916069,0.021783715340769845,0.021783715340769845,4.620193429368285
1,1,1.1506264345390635,1.9224070339500037,2.419308329927187,2.2649450182019795,1.17894174447647,3.024204100476961,0.27628519997428236,2.5364685011975574,1.3512300877868262,1.9844884603320685,2.1663692878229455,1.78521240368913,0.07033814366356082,1.5848374991714087,0.6892881869374838,2.34514878224061,2.1589155822097386,0.9405543567282992,-7.143062853799114,-7.496136962299283,0.5952552378165928,0.6246780801916069,0.0026872375832086076,0.021783715340769845,5.05629066624217
2,2,1.9965145364245205,1.2063653817449949,1.7032666778241536,3.1108331158598688,2.024829842134359,0.7384995520976132,2.6918362055866343,1.8204268490945241,2.1971181854447153,2.8303765579899576,3.0122573897084024,1.0691707557116887,2.4858891491739374,0.8687958469663999,3.104839188322268,0.05944423386126218,3.004803679867628,0.22451270875085805,-7.099088955673761,-7.496136962299283,0.5915907463061467,0.6246780801916069,0.0001296729300994629,0.021783715340769845,4.741788632724123
3,3,1.2655627750446021,0.475413622765702,0.9723149188448608,0.10727221293689325,1.293878080754441,3.1391404442055126,1.960884446709317,1.0894750901152312,2.325149936111533,2.958408308656775,3.14028914037522,0.33821899673239586,2.6139208986180655,0.137844087987107,2.3738874294449506,0.18747598442610447,2.2738519184877095,0.3525444580930108,-7.208230249801004,-7.496136962299283,0.6006858541500837,0.6246780801916069,0.011095469978930458,0.021783715340769845,3.963655342231071
4,4,2.220341991023389,0.06125894232029005,1.9270941348236479,1.0620514260095038,2.248657296733228,2.724985763862076,2.915663662688104,2.044254306094018,0.14833649569632557,2.5442536328577425,2.7261344645761874,3.055656969876777,0.43710745820285823,1.0926233039658941,1.9597327489995389,1.1422551976006903,1.8596972380422978,3.069982432158481,-7.629729211346294,-7.629729211346294,0.6358107676121911,0.6358107676121911,0.06571844975191146,0.06571844975191146,5.8147799226622325
5,5,3.005971240386172,0.8468881869165144,2.71272337673585,2.458843594930306,3.034286546096011,0.3790223548685072,1.1808631705685324,2.8298835480062206,1.5451286645151525,0.809453143422193,0.9913339751406378,0.7096935609851835,1.8338996232963949,1.8782525533286771,2.7453620010463435,2.5390473665214923,2.645326482638522,1.3351819502754874,-7.104762446960937,-7.629729211346294,0.5920635372467448,0.6358107676121911,0.00995308548829857,0.06571844975191146,4.894394509047466
6,6,0.6216780262673327,2.7894439995099827,0.32843016261701075,1.2698067502018058,1.8452497050996863,2.321578174810581,3.1234189867784306,0.44559033388738123,2.292428103979221,2.752008959632091,2.933889791350536,2.652249380927257,2.5811990627604633,0.6892157123323523,1.556325160050019,0.15475415239576784,1.4562896416421973,0.1461451128955924,-6.893710403350084,-7.629729211346294,0.5744758669458403,0.6358107676121911,0.0020721084055933697,0.06571844975191146,3.7436972103832034
7,7,2.714760427165487,0.9522613013136196,1.622840118117262,0.23129649916401562,0.8067394540618962,1.2830679238747662,2.0849087358426157,2.5386727347855356,1.253917855114848,1.7134987086962765,1.096707093154173,0.8150666827308941,0.7440163647728968,2.7822981148843553,2.8507351153414735,1.4491641078960191,0.41777939060440716,2.2392275154475954,-6.844967676359146,-7.629729211346294,0.5704139730299288,0.6358107676121911,0.009899213268098558,0.06571844975191146,6.517206544839745
8,8,2.394091325124032,0.6315922013123105,2.530941751986864,3.0422200506103785,0.4860703519184659,0.962398821731336,1.7642396336991857,2.2180036327440806,2.162019488602999,2.6216003421844274,2.0048087213338643,0.494397582729585,1.6521179948152336,2.4616290128429004,0.6272440900333474,1.1284950061340402,0.0971102884609769,1.9185584134061406,-7.380003254280123,-7.629729211346294,0.6150002711900102,0.6358107676121911,0.015979439637059206,0.06571844975191146,5.3659944218788596
9,9,2.9015494611119976,0.017685724653502037,1.9170352725761133,2.4283135740535453,3.0037565288494505,1.4698569577193015,1.1503331570403772,2.725461768732046,2.6694776292896023,2.0076938627736762,1.3909022419231134,1.0018557187175505,2.159576135501837,2.969087148830866,0.01333761052062087,1.635953145847296,2.6147964653919615,2.426016549394106,-7.170102847819832,-7.629729211346294,0.5975085706516526,0.6358107676121911,0.012038717914741091,0.06571844975191146,5.126965682982188
10,10,1.7895062208682442,2.0421580954128995,0.8049920319155002,1.3162703333929324,1.8966362386704498,0.362736678099733,0.03828991637976408,1.6134185284882927,1.5574343890458489,0.8956506221130633,0.28378195164213715,3.0263280852371945,1.0475328952580834,1.8570439085871124,2.0378099812800183,0.5288328587771469,1.502753224833324,1.3139733091503525,-7.897070870431629,-7.897070870431629,0.6580892392026357,0.6580892392026357,0.027558019570684805,0.06571844975191146,5.185790004120875
