,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,BETA_2,GAMMA_2,BETA_3,GAMMA_3,BETA_4,GAMMA_4,BETA_5,GAMMA_5,BETA_6,GAMMA_6,BETA_7,GAMMA_7,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance
0,0,2.577461906465812,1.3039770119267868,2.7541133516234284,2.589678987363141,0.1805919685044055,2.260479090620501,2.5220714402144795,2.316125635814618,2.2307117811735715,1.7039938789897695,0.4008984674807289,3.0089612352229476,1.2728344626320862,0.6894026598570423,2.2562157713506155,3.1234527103064664,-7.974796719012483,-7.974796719012483,0.6645663932510403,0.6645663932510403,0.038801416752355544,0.038801416752355544,4.155394595048335
1,1,0.2867400604213979,2.144847820868014,0.30895805087902795,0.14452369240143548,1.021462778915881,3.101349900831698,0.07691614058830985,3.0025629894629464,3.0715825887222277,2.390431229938601,1.0873358296051967,0.7182393926109578,1.9592718230381954,1.5302734704513539,2.942653124202822,0.6782974126658703,-7.043756897196132,-7.974796719012483,0.586979741433011,0.6645663932510403,0.004974332010505955,0.038801416752355544,5.064517801514121
2,2,0.12301183262791347,1.981119593176505,0.145229821595809,3.1123881167080096,0.8577345512243719,0.5864087192762109,0.6935676110309059,0.4876217989671441,2.9078543610307186,2.2267030007573574,0.9236076004239531,1.3348908645432884,2.575923286132186,2.146924935035079,2.7789248950215786,0.5145691833826513,-6.923460375734941,-7.974796719012483,0.5769550313112451,0.6645663932510403,0.009855074919625308,0.038801416752355544,5.223315902469537
3,3,0.1800575575922141,0.23804723301181796,1.9415053106072497,1.369315756645298,0.9147802761886725,1.9749290142792904,0.75061333581251,1.8761420939702236,2.964900085995019,2.283748725721658,2.312127893849059,2.723411159648343,0.8328509276474476,2.203970659816683,1.0358525348568917,1.9030894768077575,-7.213420524030732,-7.974796719012483,0.601118377002561,0.6645663932510403,0.0004981908082840015,0.038801416752355544,3.60025811055759
4,4,1.6390215262999972,1.6970111981263598,0.26887663019273256,2.829435660103327,2.3749001795146523,0.3023003370818851,2.2107332372758446,0.20466934394043457,1.2922714085635898,0.6111200482902286,0.6394992054757831,1.0519384096185542,2.29181490393786,0.5324979076902248,2.4959724383149204,0.23161672677796852,-7.293194661703889,-7.974796719012483,0.6077662218086574,0.6645663932510403,0.014861361788975527,0.038801416752355544,4.509326274475718
5,5,2.1344594840967623,0.46171227085845445,2.1651703489620644,0.19328096119468285,1.1396012454058406,2.198594055851217,2.7061711882317034,2.1009630633194405,0.05697247374312852,1.106557998534438,1.1349371557199925,1.5473763679230184,1.056515976669955,1.027935865994689,1.260673507931399,0.7270546739065618,-7.439843652370977,-7.974796719012483,0.6199869710309147,0.6645663932510403,0.021507123449765922,0.038801416752355544,4.554623998877943
6,6,1.5511516885051686,3.009997128701512,1.9917309787667075,2.7415658190909067,0.556293449659105,2.0251546856558598,2.1228633926401095,1.9275236931240836,2.605257331586186,0.9331186283922472,0.5516293601283986,0.9640685723314244,0.8830766063726225,0.8544964958524981,0.6773657121846635,0.1437468783149678,-6.040903462156203,-7.974796719012483,0.5034086218463503,0.6645663932510403,0.0002737607704972173,0.038801416752355544,6.558727146854125
7,7,2.377891049527692,0.7051438325109276,0.01085944102280422,0.7606942914532928,1.3830327995057579,0.04428314791195675,0.1419918649005203,2.7542630441422933,0.3004040353956017,2.0838397479634274,1.3783687211509223,1.7908079333539482,2.033797729669093,2.0052176154236783,1.8280868268589965,0.9704862393374916,-7.741065870131164,-7.974796719012483,0.6450888225109304,0.6645663932510403,0.0017513967106458327,0.038801416752355544,3.552722695585132
8,8,1.55980685784507,0.12795199573098714,2.3243679036579827,3.0742027540884713,0.5649486078231354,2.3577916105471353,2.455500327535699,1.936178852459671,2.613912497200797,1.5066479009395748,0.8011768770223766,0.9727237416713257,1.4566058826452404,1.4280257683998256,1.2508949798351436,0.1524020476548691,-6.7569438885008495,-7.974796719012483,0.5630786573750708,0.6645663932510403,0.004795239391390379,0.038801416752355544,4.136901350044482
9,9,1.6107527467290057,0.17889788400923146,2.375313792643894,1.0390996600720526,0.6158944967070712,0.3226885165307165,0.42039723351928004,1.9871247413436068,0.5788094031843782,1.557593789217819,1.8976664368194067,2.0692133011427245,1.5075517709234847,2.5245153281968555,1.301840868113388,0.2033479365388049,-6.874992026410404,-7.974796719012483,0.572916002200867,0.6645663932510403,0.0030249364976988272,0.038801416752355544,5.650715860152275
10,10,2.4324506303833555,1.0005957713888718,1.339150271111894,1.8607975474165512,2.7113236324901546,1.1443864038752152,2.515826372992512,0.9509612235368972,2.6742385463829006,2.087796350194777,0.8615029218734984,1.0330497834028487,0.4713882568420653,1.4883518132509475,0.26567735403196857,1.025045820193155,-7.451004475360394,-7.974796719012483,0.6209170396133662,0.6645663932510403,0.00807568219247492,0.038801416752355544,4.892388374478571
