2916  0.59986707 1.1817537  1.00693026 1.29211096 0.9403503  1.19716295 1.02386693 0.94048181 0.99573263 
9013  1.57075076e+00 7.85453886e-01 2.35622095e+00 7.85383497e-01 7.85280990e-01 1.57073891e+00 3.12717180e-05 1.57080318e+00 1.57075975e+00 
4437   0.58161568  1.03929659 -2.11277536  1.1906798   1.16712758  1.03689663  1.04440465  1.08043682  1.27885408 
8216   2.492786   -1.22692203  0.71260358 -2.06596319  1.05458371  2.06948306  1.05462986  1.97525127  1.09032264 
5706  0.69367744 1.06365102 1.00693196 0.87175064 1.33414564 1.05452776 0.97603922 1.14740857 1.3394735  
7595  1.02681046 2.34000111 0.85552099 0.89481204 1.21605086 0.06012839 1.32822474 2.64895387 2.33997325 
5921  0.84150097 1.40604426 1.17717333 1.10795911 0.83575383 1.27953082 1.17898067 0.9711494  0.92816292 
6437   2.44755392 -1.24764137  1.86060791  1.12991188  2.0570583   0.9298332  1.07406368  1.23668127  2.03345181 
149   2.56858647  2.61121861  0.34226632  0.49634112  0.28820573 -0.58258053 -0.57537164  2.66900932  0.58104595 
8949  0.70083771 0.96114444 1.01191947 1.35071855 1.17428671 1.01184607 2.45512002 1.10852174 0.8651334  
3620  0.59786914 1.0410946  1.13031873 1.07693294 1.24437354 1.04107223 0.97169586 1.13033153 0.97172666 
5815  0.67475714 1.00865003 1.28282189 0.96249611 0.96313518 1.33480522 0.87908794 1.05374997 1.24064882 
1162  0.60716597 1.26919848 1.04508715 1.0880499  1.12358077 1.163772 1.00688884 1.17414181 1.06288469 
5325  0.72643408 1.12199063 1.16207545 1.00813796 1.42945103 1.19406831 1.16211078 1.2171858  1.12203927 
8864   0.9727536   0.28847067 -0.46582268  1.7105746   0.70527156  0.47716554  2.04757807  2.2758221   0.14001674 
9964   2.26698783  0.54889682 -0.65064903  2.40963847  0.54887538 -0.29561557  0.19277921  0.67894898  2.68125608 
1923  0.68620649 1.03064097 0.93335483 1.20700012 1.30894091 1.189425 0.93331586 1.23968442 0.98724245 
6956  2.44616428 1.79612272 1.9445646  1.1915236  1.06006781 0.89324019 2.1312944  0.98410348 0.98388912 
7722  0.58850098 1.02697014 1.00965035 1.10202911 1.15598575 0.0047543 1.07689435 1.03332729 1.04321503 
4220  2.50489865 0.93507118 1.05527723 1.18069437 1.34899612 1.05516526 2.11965739 2.03168899 1.07617596 
3311   0.61887052  1.18726238  1.05659322  1.05675746 -0.12174317  1.05648488  1.27578795  1.18727484  1.05657922 
3371   2.47267913 -0.36227427  0.51785742 -0.24604089  0.61889496 -0.32319044  0.45354174  2.5618791   0.57021047 
4520  0.63581463 1.19736167 0.98605391 0.92437784 0.99236768 1.36387409 1.10961795 1.13414643 1.01706235 
5497   1.57075449e+00  1.57076620e+00  1.95179433e+00  7.85443149e-01 -7.85398544e-01 -7.85339696e-01  1.02195134e+00 -1.63143324e-05   7.85449379e-01 
2609   2.56699485  2.64145545  0.39769623  0.49882659  0.48990372  0.50413601  0.32821294  0.50418141 -0.50015464 
7739  0.71717693 1.01580554 1.05202893 1.01021133 1.15340427 0.87612511 1.36839531 1.01584119 1.24638058 
1141  0.72630588 1.16232409 1.16220194 1.19380175 1.21723011 1.82954791 1.00819321 1.12190566 1.12198099 
987   2.49914878  2.67073823 -0.14950017 -0.41770085 -0.4708984   0.58303602  0.38843139  0.38849147 -0.48916831 
8335   2.45001092  0.38337463  0.52854254  0.47310321  0.55782727  2.77864023  0.52858066  0.47310254 -0.54292378 
6604   2.43862867  0.27161379  2.72961418  3.58276299  0.63916228 -0.39726655  0.56274619 -0.1616682   2.56454146 
7409  2.5393328  1.94369106 2.02508269 1.00822625 1.04113024 1.2633079 2.05799389 1.08534075 2.01890795 
6711  0.63180451 1.07193071 0.92854609 0.99981634 1.25544905 0.92847926 0.99000653 1.21992537 1.10354829 
6807  0.68762279 1.01544394 1.03765507 1.00657773 1.23963688 1.0338967 1.22421022 1.19759704 1.29222065 
539  0.683843   1.17494223 1.17540468 0.68400869 1.12445197 0.96651094 1.04206277 1.12421457 1.22920054 
4130   2.47790826  2.55299314  0.59366202  0.38003761  0.35252814 -0.27791022  0.53947794  0.37997511  0.53937375 
577   2.5076883   1.02987763  2.0921836   1.88908099  1.08159297  1.32614685 -1.0162637   0.89577462  2.03423231 
7221   0.804862    2.31311491  0.85837352  0.85842431  1.49785328  1.08606505  1.46638032  1.1806178  -0.38249486 
1224  0.67309684 1.14311914 0.98461423 1.3121105  1.1953723  1.0442448 1.19542132 1.04415175 0.98460826 
3859  2.48276775 1.94116437 1.91453319 2.14813623 0.97831105 1.12159118 1.36897984 2.08495009 1.00353689 
5000  0.58215403 1.08189814 1.15249766 0.98424732 1.21415477 1.04820333 1.12263543 1.1226307  1.08523723 
9726  0.64376075 1.22530879 0.95759944 1.15190168 0.96086897 0.99623363 0.91044235 0.99617466 1.38122319 
4351  0.65504182 1.1535159  1.01288557 1.04268918 1.17798738 0.9623486 1.17989196 1.30044484 1.02546829 
7609   2.2721206   0.57963522  0.54928353  0.57960864  0.35114935  0.54925158 -0.44832757 -0.53536725  0.27323018 
2594  0.66488432 0.92794367 1.31169205 0.96366978 1.1257956  1.02531978 0.87686025 1.34591738 1.03461454 
8181   2.39939713  0.73127975  0.20993026 -1.14392627  1.51616808  2.11586474 -0.37379025  1.00223141  0.6338082  
1127  0.61668515 4.1057121  1.12318404 1.29549288 1.20208377 1.10194033 0.93855619 0.97666859 1.26083796 
5179   2.41519395  1.12214812  1.00826685  1.98017598  1.12221581  0.97197994  1.21707148  1.94675912 -1.16136651 
4540  0.6211693  1.21851556 1.15896512 1.05522674 1.00468916 1.1145433 0.97797718 1.18696056 1.13952435 
1119  2.51277572 2.03085994 1.96302652 2.10337095 0.93106596 2.16287714 1.26551611 1.3064796  1.01418998 
9847  2.45826632 1.24423887 2.04679199 2.15068987 1.86906241 2.12491323 1.23340981 1.104143   1.16549488 
5595   2.53854359  2.61063708  0.46511982  0.53655052 -0.44333208  0.44260925  0.55549312  0.43925379  2.17333504 
3855   2.21291127  0.54015079  1.11971453  0.83334526  0.54004736 -0.91328343  2.22833873 -1.36073622  0.54005577 
9435   2.48478575  0.43195444  0.39606902 -0.42901108  2.88055507  0.5749559 -0.61201768  0.39679717 -0.46462666 
1637  2.54793398 1.13356314 1.09054694 2.0573904  1.17221892 1.13814336 2.03768076 1.0548607  1.13149861 
3220   2.56402104 -0.4647581   0.36407467  0.50927269  0.48435533  0.55414639  0.50933113 -0.46492844  0.40030968 
652  0.58272097 0.94002826 1.32064519 1.06195868 1.01667855 1.01584219 1.02391184 1.14939182 1.04185087 
6955   2.57176168  2.66945928  0.44066116 -0.51535266  0.48362288  0.5083704 -0.55753858  0.40915536 -0.34627145 
9084   0.82935102  0.96681393  1.24125489  2.29622245 -0.84520571  0.12879749  0.9552514   1.05483206  1.25062402 
4696  0.63312071 1.0950852  1.12197545 1.04571573 1.09501609 1.12213708 1.0841992  1.04583882 1.0840813  
6780  0.66248602 0.92382178 1.36116766 1.30236244 0.93668025 1.1911331 0.92556204 0.89263957 0.92552493 
6413   2.33032212  0.34794869  0.52785758 -0.22676806  0.528456    0.5359152 -0.44602486  0.53600837  0.34718439 
473   2.52882387  2.05618646  1.85303383  1.03948095  1.13678094  1.10017364  2.17132468  0.89896311 -1.11000381 
4792  2.50492264 1.18063681 1.34928203 1.05518431 2.11961645 0.93454535 2.03170744 1.05524089 1.07619553 
5068  0.71099043 1.09269614 1.12118268 1.18664038 1.14578434 1.18350465 0.89341365 1.01140159 1.38823548 
