3.113766673320516459e-02 2.950950418157863644e-02 2.880765538680037444e-02 2.927802993162379602e-02 3.048440897171833183e-02 3.151581497417721422e-02 3.153672025169299009e-02 3.041018549255028458e-02 2.881299773337861470e-02 2.771597638619642534e-02 2.775367382885895323e-02 2.890482047437396146e-02 3.050164433845036285e-02 3.157127068073360687e-02 3.147603406325286818e-02 3.040597901064953645e-02 2.922104877654613936e-02 2.881589513780017167e-02 2.958790200321929909e-02 3.125000000006238066e-02
2.946581907293135266e-02 9.040844700977847953e-03 3.377237461337571391e-03 7.632731684356364350e-03 2.443153936208035740e-02 5.032227285641085318e-02 6.116040102288650138e-02 4.395941911398627833e-02 1.828131762694542792e-02 3.478112679413404226e-03 3.945596334963861335e-03 1.963418434507832253e-02 4.552140103542239719e-02 6.135955581553418497e-02 4.888580434294986787e-02 2.300953985516347722e-02 7.067833571318876684e-03 3.423388881861150809e-03 9.792948058426379290e-03 3.124999999999996531e-02
2.856284560685279361e-02 3.130435551556861803e-03 4.524120954614053460e-04 4.912643508901569714e-03 2.792489042330147456e-02 8.759139957269243548e-02 1.422646879550988341e-01 1.401167439951850890e-01 1.084456072062819215e-01 8.854378087649895923e-02 8.916624830402551660e-02 1.102594397839331414e-01 1.416526582756215402e-01 1.404119459578314910e-01 8.335631602112138216e-02 2.548218733754072790e-02 4.377115492164926867e-03 3.647408024041465528e-04 3.780100996590948434e-03 3.124999999999998959e-02
2.877434657656425740e-02 6.418164243619064666e-03 3.857528648203951277e-03 2.738577022920463989e-03 1.667498220002313486e-02 9.267087963121163618e-02 2.029637613780219396e-01 2.554913103154902165e-01 2.640506819886739298e-01 2.772308363479902837e-01 2.765171835534114275e-01 2.635122677793715340e-01 2.542821939660869224e-01 1.973000925072780631e-01 8.612767979623842107e-02 1.446952431464871777e-02 2.756756911255765254e-03 3.895807990284061613e-03 6.929553476749804319e-03 3.124999999999999306e-02
3.001998291708325370e-02 1.871196427387610689e-02 1.540249518429663914e-02 9.987182874297728663e-03 7.742057748851970556e-05 3.751466846388944870e-02 1.510635556808992419e-01 2.581355365541061486e-01 3.495290195903576480e-01 4.429864260954768374e-01 4.390236203452357877e-01 3.434032123824493077e-01 2.526964561521249930e-01 1.434555374244666226e-01 3.266283998128936827e-02 1.529865303727472145e-04 1.056851864979566936e-02 1.557788565706374855e-02 1.902077375176711160e-02 3.125000000000000000e-02
3.181474812602164137e-02 4.253419680535433511e-02 4.267610174895216518e-02 4.168119461789816793e-02 2.525647153650455168e-02 1.853310131565831412e-04 4.659471792934385959e-02 1.522077137140356862e-01 3.025228336484491742e-01 4.668113565361206030e-01 4.599058727711394789e-01 2.917110445536407193e-01 1.448708261706187495e-01 4.146970779726780881e-02 2.778836437295865991e-04 2.716871154073328964e-02 4.178066437745677625e-02 4.287176899133568475e-02 4.208315000345632523e-02 3.124999999999996531e-02
3.341677597565094471e-02 7.165369309112680496e-02 7.874260428578985782e-02 7.393760531943055492e-02 7.211706951665181053e-02 3.191704495846511835e-02 1.182663027633544528e-02 6.177774665302111778e-02 1.973400081082468394e-01 3.673134806660655061e-01 3.600477599378108517e-01 1.865301871779335152e-01 5.660856274378279346e-02 1.110735335047048980e-02 3.475974064208971898e-02 7.324843348992080005e-02 7.370767356826571359e-02 7.927248525272098667e-02 6.984850611933379749e-02 3.125000000000000000e-02
3.412248255742512254e-02 8.794015428583627780e-02 1.036797803246971295e-01 8.454276962175952259e-02 8.080588957284812190e-02 6.343659708133814190e-02 3.436389189427233731e-02 4.053097688776653718e-02 1.227139309374512821e-01 2.412248517884350574e-01 2.360895428817139652e-01 1.154117052801750531e-01 3.834036534781956607e-02 3.556215151157664234e-02 6.526725733196478418e-02 8.096913366223945641e-02 8.537941639934581994e-02 1.043842415374367505e-01 8.511345639374920391e-02 3.124999999999998959e-02
3.360965180651880740e-02 7.684553045533774884e-02 9.435307732000869363e-02 7.535367877615839483e-02 5.832609623322757009e-02 5.063987377329785128e-02 4.225531005700253195e-02 4.694593276072038524e-02 8.733780995785712931e-02 1.413633659982017066e-01 1.390850443038938178e-01 8.388234888995177441e-02 4.579606152793848362e-02 4.263970988581570337e-02 5.112741172191336697e-02 5.893950961324188192e-02 7.680705463916685793e-02 9.460844691955541674e-02 7.447897236098324769e-02 3.124999999999995143e-02
3.211237946493474688e-02 4.601501697115732009e-02 5.235175998233215777e-02 4.737023188990308054e-02 3.814141699519851131e-02 3.239686821712244730e-02 3.251741227665246731e-02 3.917986339551864094e-02 5.154851019116078736e-02 6.244023459241888896e-02 6.202977225779902903e-02 5.073110791356376381e-02 3.858207184956608665e-02 3.233142869646229989e-02 3.258480275275717208e-02 3.865138748138843144e-02 4.789444012515770011e-02 5.231413515009805670e-02 4.529166199489208233e-02 3.124999999999996184e-02
