8.264397836742068293e+00 8.475831204692036991e+00 8.560887764053806137e+00 8.474558351489484664e+00 8.274009695690082822e+00 8.075774204356710229e+00 7.981479148657494527e+00 8.022236700993500946e+00 8.144661609761341126e+00 8.244983140645974373e+00 8.241368732446357370e+00 8.136760089595663104e+00 8.016535320774464068e+00 7.983234920710264859e+00 8.085594143004009027e+00 8.287360455071262066e+00 8.484059442345049717e+00 8.560676794570303727e+00 8.465632214754254647e+00 8.250000000016466828e+00
8.490675324742410268e+00 1.237497577590174203e+01 1.424686013961474274e+01 1.298991025301457114e+01 1.010147679597171511e+01 7.440974518472444288e+00 5.707855429199695685e+00 5.629958473436147415e+00 7.828434757851612247e+00 1.044388495310778175e+01 1.033935582771574246e+01 7.649427136711294928e+00 5.568007673059451434e+00 5.776828095657058348e+00 7.579722402191851671e+00 1.028290477294404148e+01 1.313570558993938775e+01 1.422586503760363641e+01 1.217154800887896116e+01 8.249999999999996447e+00
8.656939519551576367e+00 1.579602887855408255e+01 1.994698967613486218e+01 1.887483769464540018e+01 1.566191916112228455e+01 1.288690995789300153e+01 9.871358666645804192e+00 8.001104347404488948e+00 1.129671495060855158e+01 1.700833801491518216e+01 1.676377505152716907e+01 1.094774072329317427e+01 7.994767434058351441e+00 1.006165960957710759e+01 1.305123109986683438e+01 1.584992838349859667e+01 1.904428020660335719e+01 1.985348408189216940e+01 1.539533342150059347e+01 8.249999999999998224e+00
8.724747514281354199e+00 1.765342314226522191e+01 2.389541008800911470e+01 2.478958003474804528e+01 2.391630558686120978e+01 2.301488391190358840e+01 1.945275767397860278e+01 1.525159181593252100e+01 1.848150449876018797e+01 2.652484015417230268e+01 2.616478586788391070e+01 1.802995190277137283e+01 1.536217002935341647e+01 1.975792151438571764e+01 2.311792025620297863e+01 2.395729636611751090e+01 2.483112250718156844e+01 2.368337514745292083e+01 1.712186000158248333e+01 8.250000000000000000e+00
8.689473925274359800e+00 1.739377998864076602e+01 2.458392049775038402e+01 2.808242713004347735e+01 3.060250291775997766e+01 3.202474500469383401e+01 2.872859666894587605e+01 2.340709001966183678e+01 2.610740907588577642e+01 3.469891868016780734e+01 3.430599887218749444e+01 2.564626976735703323e+01 2.358882211645651950e+01 2.907314446328169311e+01 3.204275856104990794e+01 3.045079924300267749e+01 2.792593905117337627e+01 2.426803430444649479e+01 1.684973498661640079e+01 8.250000000000000000e+00
8.580106041180227905e+00 1.530252556043496881e+01 2.166310957821810845e+01 2.650677393323432440e+01 3.120655216426071377e+01 3.410465078593863097e+01 3.188693806301827749e+01 2.743789702376859552e+01 2.956554209130150213e+01 3.663496101165105756e+01 3.631072178010415286e+01 2.918859709731751551e+01 2.759563573784876667e+01 3.216414956872256425e+01 3.405408837446745451e+01 3.093584054564836450e+01 2.622334776427348402e+01 2.133350546779135115e+01 1.486720775991636501e+01 8.249999999999989342e+00
8.445536659543339653e+00 1.240150567635887313e+01 1.648369823241020526e+01 2.047955384872591722e+01 2.494469035159554693e+01 2.800366775803347608e+01 2.734495517846649193e+01 2.509214974716427804e+01 2.669588431427379405e+01 3.106659540157249566e+01 3.086917169588584642e+01 2.645506185755088069e+01 2.516310055029718029e+01 2.748230653427523151e+01 2.791359355867705716e+01 2.468322672542996088e+01 2.021997448231518746e+01 1.624877294157265695e+01 1.214169628322325067e+01 8.250000000000000000e+00
8.333168331235681237e+00 9.908502922995046092e+00 1.149843816584397871e+01 1.332911940181714883e+01 1.578825539642414100e+01 1.788833682930653168e+01 1.843062891254461277e+01 1.827076994057338766e+01 1.950870799359517349e+01 2.153693375381202202e+01 2.145005265771941794e+01 1.938439373039490121e+01 1.825617594248059206e+01 1.843910479897777321e+01 1.779997713377797197e+01 1.563312582088583191e+01 1.319835888586429817e+01 1.140251549341689774e+01 9.808652045360521043e+00 8.249999999999998224e+00
8.269373314464191438e+00 8.552978899267349888e+00 8.654896406293323352e+00 8.755092761963631176e+00 9.198927216489966696e+00 9.920775216895856730e+00 1.061504849150400354e+01 1.133019362910183858e+01 1.228702747457234423e+01 1.311191484174698374e+01 1.308078223824998787e+01 1.222512482588328453e+01 1.128045034580494388e+01 1.057519320619087289e+01 9.875564142840763893e+00 9.160935893862843571e+00 8.741427618066129668e+00 8.652720261523814571e+00 8.540250920332503881e+00 8.249999999999989342e+00
8.250646916772419459e+00 8.231860108451151348e+00 8.099907679694638318e+00 7.868040582215350298e+00 7.657084942388548754e+00 7.598559781496334153e+00 7.751184844913201033e+00 8.080936047619935891e+00 8.464622587055670166e+00 8.721754704089811128e+00 8.712895684266197094e+00 8.443074112153453825e+00 8.057746110647135751e+00 7.736087415182736571e+00 7.596229041183277353e+00 7.666606950222739414e+00 7.883015074154782198e+00 8.111553517756240339e+00 8.235655933950283725e+00 8.249999999999989342e+00
8.249037606986513893e+00 8.261219352594325827e+00 8.421233772504544746e+00 8.787111073371780989e+00 9.268519130589465860e+00 9.659362105894915729e+00 9.767078447707563171e+00 9.556234942069314897e+00 9.191709824697651854e+00 8.927507378536374105e+00 8.936707912723605318e+00 9.213438633818471502e+00 9.575856521018005552e+00 9.770313163727085026e+00 9.642305212460893671e+00 9.239558735882667406e+00 8.759963700140009024e+00 8.405572191107472335e+00 8.257489895927539791e+00 8.249999999999989342e+00
8.228456513545950202e+00 7.972394183508068721e+00 8.122904600582883106e+00 8.944315489478350756e+00 1.036969069430768897e+01 1.194633642878596191e+01 1.315258205150882276e+01 1.368888053606804789e+01 1.372544587108576586e+01 1.365679360579614254e+01 1.365943141592969923e+01 1.372956577987260296e+01 1.367456657117955920e+01 1.309750398619359046e+01 1.185645517829209972e+01 1.027335972866368685e+01 8.874206117100802871e+00 8.096408324854403205e+00 7.979574398323238782e+00 8.249999999999996447e+00
8.163749325448682370e+00 7.127399289653060244e+00 6.800148173402159379e+00 7.418227952738473796e+00 9.067919154358470735e+00 1.132965562006328497e+01 1.400490256433284664e+01 1.700239044590854931e+01 2.004727250792456417e+01 2.219444406688633364e+01 2.211757111378013718e+01 1.987385941629280950e+01 1.681454934487755182e+01 1.383196633575755463e+01 1.118015291316605087e+01 8.946272922021753615e+00 7.348432251841416019e+00 6.797157789669003414e+00 7.170011748699008258e+00 8.249999999999996447e+00
