8.264397836742068293e+00 8.354584712641328181e+00 8.435824235611304900e+00 8.500780479256226485e+00 8.543630634374245858e+00 8.560671811172648304e+00 8.550697452017137934e+00 8.515087069846465795e+00 8.457599055669421162e+00 8.383904639322761199e+00 8.300939289321684456e+00 8.216166903537557076e+00 8.136849512489883196e+00 8.069395341701833146e+00 8.018830393348642005e+00 7.988413799135260618e+00 7.979402663972028797e+00 7.990969726584610022e+00 8.020282417846756218e+00 8.062756247486939642e+00 8.112490231612451197e+00 8.162872643122289773e+00 8.207313701958739216e+00 8.240026450532704771e+00 8.256750216969342304e+00 8.255304107753147491e+00 8.235876802420680320e+00 8.201001313149937744e+00 8.155219238114820968e+00 8.104493700753831575e+00 8.055469361687858765e+00 8.014692612571355568e+00 7.987894415831372719e+00 7.979409247028470986e+00 7.991768043019622070e+00 8.025472891541149068e+00 8.078944043397736863e+00 8.148626558004863796e+00 8.229249005197626587e+00 8.314231205998106944e+00 8.396233852952558863e+00 8.467826411201412995e+00 8.522223737529104781e+00 8.554014670099878259e+00 8.559788129905085086e+00 8.538562912973830521e+00 8.491949765527076366e+00 8.424014849095007307e+00 8.340862534927579119e+00 8.250000000016466828e+00
8.355724352905331997e+00 9.029670479826972240e+00 9.654135407387979484e+00 1.016610201783249678e+01 1.051252210317313818e+01 1.065895611592643100e+01 1.059513700890104282e+01 1.033589928853767859e+01 9.917285837665822612e+00 9.389073305177729978e+00 8.805937963454457673e+00 8.219683971140423040e+00 7.674321952124347312e+00 7.204560923276144280e+00 6.836919225861064042e+00 6.591688755818003287e+00 6.483793905654915868e+00 6.521280030431884533e+00 6.701500683672056091e+00 7.006514318367848659e+00 7.400119683470515852e+00 7.828887455098856307e+00 8.228397759081145679e+00 8.534039214631714998e+00 8.693870916568148033e+00 8.679957015790144226e+00 8.494749434288396017e+00 8.170520506284978168e+00 7.762024847260414973e+00 7.334679475546376004e+00 6.951802184612221325e+00 6.664403129376307078e+00 6.505770578267086712e+00 6.491184791359325246e+00 6.621309730251740078e+00 6.886819586187229447e+00 7.271917545270905059e+00 7.755442587036303514e+00 8.309726871784466340e+00 8.898629997381918955e+00 9.476738362954169048e+00 9.991387433763192050e+00 1.038810167983357680e+01 1.061867547463053718e+01 1.064995951242710603e+01 1.047090477304880807e+01 1.009574964907740835e+01 9.562315020793937137e+00 8.925826773102571110e+00 8.249999999999998224e+00
8.443195176667735780e+00 9.695840182248945283e+00 1.088780874169353119e+01 1.188841814640764838e+01 1.258347706807977850e+01 1.289826252609755919e+01 1.281224411659620976e+01 1.236094216456355532e+01 1.162458676010735914e+01 1.070752288837379496e+01 9.715112929535163033e+00 8.735335181922858183e+00 7.830260817170562326e+00 7.038774049738605321e+00 6.387543061869618732e+00 5.903901783670669978e+00 5.623337731393412753e+00 5.586349572325215007e+00 5.824047799711336459e+00 6.337359348108964063e+00 7.078747892439613665e+00 7.945965606708376150e+00 8.793791297234230697e+00 9.463071718314326475e+00 9.819261745133868402e+00 9.788095762378548059e+00 9.376139524281519755e+00 8.668952031182861617e+00 7.807512758280057419e+00 6.951228454084224850e+00 6.240131113297016086e+00 5.768194855167363855e+00 5.574557207214471788e+00 5.652179455424956700e+00 5.967181939780411781e+00 6.479156116587403424e+00 7.153988399231967499e+00 7.965159536192089718e+00 8.884979264140397959e+00 9.871511296658649570e+00 1.085853802580255234e+01 1.175450909017955681e+01 1.245281109835219091e+01 1.285132334845163271e+01 1.287561772341022959e+01 1.249850471758179360e+01 1.174947152537244044e+01 1.071067147996004643e+01 9.500509620852087167e+00 8.249999999999985789e+00
8.523286252810857277e+00 1.032440896938421027e+01 1.208160438380422264e+01 1.359017801415432025e+01 1.466690708291692680e+01 1.519188001991600956e+01 1.513475480407059592e+01 1.455697244901721632e+01 1.358990268361780451e+01 1.239683835882731167e+01 1.113164131929802636e+01 9.907417762397363603e+00 8.784876966358377004e+00 7.783045509500610137e+00 6.906696542815468298e+00 6.177864995408336668e+00 5.655998927022622524e+00 5.434586643245789439e+00 5.611273412699988583e+00 6.240532635517714866e+00 7.287840650318472946e+00 8.607048047042368921e+00 9.955890267242310188e+00 1.105021550660178598e+01 1.164125866615179028e+01 1.158932560228226194e+01 1.090682497261076556e+01 9.754405587573772962e+00 8.391667643591352643e+00 7.101000493995057283e+00 6.112329968309593298e+00 5.554301102253601741e+00 5.445196761134610597e+00 5.720463342778678850e+00 6.280241723407795185e+00 7.035027694326439374e+00 7.931696058078694378e+00 8.952706775859880395e+00 1.009321259128565806e+01 1.132916956193723124e+01 1.259183232459568025e+01 1.376037631354250479e+01 1.467700021001117783e+01 1.518059740211349506e+01 1.514850757401545600e+01 1.453276318374791565e+01 1.337852410291891125e+01 1.181787563265102570e+01 1.004037999599760056e+01 8.249999999999989342e+00
8.592862331807559428e+00 1.088789964645310349e+01 1.317979466126868537e+01 1.519005206171865829e+01 1.666554903138395360e+01 1.744150679379277946e+01 1.747976150759359371e+01 1.687005370740043730e+01 1.579553560945942969e+01 1.447540130962147842e+01 1.310405454093742073e+01 1.180651347802529649e+01 1.062434036819096050e+01 9.536518236980182195e+00 8.507377150263238264e+00 7.542236260622376953e+00 6.725446069924982062e+00 6.219125035746804642e+00 6.215069013253017083e+00 6.852932789218416865e+00 8.136217686953674644e+00 9.884388165135517212e+00 1.174931034536888141e+01 1.329962620764758441e+01 1.414762818531687749e+01 1.407285104119450914e+01 1.309494483767189088e+01 1.146711697296689536e+01 9.592744820847693532e+00 7.897927369071546799e+00 6.708572303319621177e+00 6.175676176237391068e+00 6.269931075100458884e+00 6.837581876342205156e+00 7.686639718189595349e+00 8.665128475093448301e+00 9.702162903590139109e+00 1.080209513019042333e+01 1.200206410737520635e+01 1.331594634846012681e+01 1.468963792482831821e+01 1.598544846944488462e+01 1.700153207132872524e+01 1.752016340878598299e+01 1.736939272886404950e+01 1.647802446768763218e+01 1.490511476413212044e+01 1.283262858134885498e+01 1.052216997674245746e+01 8.249999999999998224e+00
8.649350454310862801e+00 1.136178301162711080e+01 1.412990231565625798e+01 1.660834865397269056e+01 1.848034998341964297e+01 1.954167043919209590e+01 1.974951202231439495e+01 1.922104373197269922e+01 1.818523831965322302e+01 1.690665079742425547e+01 1.560682544227243085e+01 1.440828222668192637e+01 1.331916971721536846e+01 1.226490630381679559e+01 1.115764228075097719e+01 9.978343158173128558e+00 8.835960865836945288e+00 7.970708279566927956e+00 7.687235027443435342e+00 8.233832418779869045e+00 9.672970780882769404e+00 1.180122381476860305e+01 1.416347219892261045e+01 1.616985759124166577e+01 1.727929597070016854e+01 1.718117018155841436e+01 1.590323634606641079e+01 1.380189457154247279e+01 1.143880398981918844e+01 9.393853164657553378e+00 8.088089093045137901e+00 7.681547427413868867e+00 8.075482814217677330e+00 9.003788989193072467e+00 1.016489261811237554e+01 1.133647099495953370e+01 1.243153537759904381e+01 1.348481396217976247e+01 1.458756444184618850e+01 1.580526541323364498e+01 1.711278814970531670e+01 1.836992668779884141e+01 1.934387649234321671e+01 1.977021104018224662e+01 1.943284938211898805e+01 1.823750181034343854e+01 1.625346098870228317e+01 1.370696580024197253e+01 1.092532637198223000e+01 8.249999999999987566e+00
8.690879847979426032e+00 1.172609041016407261e+01 1.488638886610979029e+01 1.777259075798918175e+01 2.001685966273137751e+01 2.138519489397891959e+01 2.183406169026510213e+01 2.150408157343456494e+01 2.065831616485132827e+01 1.958992220511330729e+01 1.853008540591167730e+01 1.758443888168341118e+01 1.671816427581853048e+01 1.579771016874495260e+01 1.467992482033278456e+01 1.331934395016255657e+01 1.184893748866878660e+01 1.058962146543877303e+01 9.966101036980461458e+00 1.034669785778261009e+01 1.186589987260084378e+01 1.430854548979714735e+01 1.711910715815029604e+01 1.955081514122098696e+01 2.090772480501400565e+01 2.078741092596110107e+01 1.922590322882776448e+01 1.668459921671077595e+01 1.388463166932159787e+01 1.155738644963225425e+01 1.021166272211120685e+01 1.000486261195145765e+01 1.075578424955285328e+01 1.207511268210263289e+01 1.354523809561831271e+01 1.487150309859513087e+01 1.595172755128891140e+01 1.685323937900621871e+01 1.772477786822333812e+01 1.868936321813990631e+01 1.976115964458799112e+01 2.081250090089360327e+01 2.159729706531760840e+01 2.182065745390102052e+01 2.123300667650801898e+01 1.971964485913058240e+01 1.735512068904020566e+01 1.439961042836337057e+01 1.123333652538012828e+01 8.249999999999991118e+00
8.716379218905153436e+00 1.196677830588842717e+01 1.541402316079772028e+01 1.862290214837013735e+01 2.119189388562159237e+01 2.286988415412796982e+01 2.361666354155770620e+01 2.358987268192869635e+01 2.307096462868962661e+01 2.236112613167262353e+01 2.168178670335229441e+01 2.110870080817800698e+01 2.055970373582228206e+01 1.984494661104017865e+01 1.877149216714963487e+01 1.727127819840703893e+01 1.550084221684065255e+01 1.385746006836731503e+01 1.288052627171903808e+01 1.305575411656675655e+01 1.459257552853650175e+01 1.727332202830173458e+01 2.045599534779019990e+01 2.325226091308801557e+01 2.482416645184496318e+01 2.468450891638315525e+01 2.287697204704335618e+01 1.995984237915853399e+01 1.680023616686702326e+01 1.426565394323600700e+01 1.293926045626782972e+01 1.296753240204618685e+01 1.408486557802441652e+01 1.578203069809496206e+01 1.753083502028373886e+01 1.896816219717395313e+01 1.997636914922735940e+01 2.065104720715889641e+01 2.119302501183157261e+01 2.178106112027150942e+01 2.247432831460038827e+01 2.317193498686670594e+01 2.363448383882866821e+01 2.355681263552746074e+01 2.267031895439286515e+01 2.084467754093826031e+01 1.815409385563460987e+01 1.487900722257965569e+01 1.143483032492041218e+01 8.249999999999996447e+00
8.725624979252017965e+00 1.207673373093305358e+01 1.569066321880050197e+01 1.911683110725915213e+01 2.194014386517727644e+01 2.390636359496084395e+01 2.498231868200545946e+01 2.533479130146273661e+01 2.524638136769001662e+01 2.500501115892971882e+01 2.480374921827646517e+01 2.467826943793702199e+01 2.449966249785296668e+01 2.403118938410180050e+01 2.304266150982781269e+01 2.145206767513783674e+01 1.943897739516618373e+01 1.746617570989850066e+01 1.617039179817460237e+01 1.613829108777969168e+01 1.764676015361878569e+01 2.048225707812994045e+01 2.393687564982231564e+01 2.700926643094463486e+01 2.874636055821730096e+01 2.859178659908546294e+01 2.659548352127540483e+01 2.339473642076442417e+01 1.997480982526176518e+01 1.731143807667871570e+01 1.604350999345980711e+01 1.630229399428374748e+01 1.774712517376461207e+01 1.976599901434916973e+01 2.173690357801505257e+01 2.323763108067845806e+01 2.413397383092749493e+01 2.454010150871088314e+01 2.469642316844332441e+01 2.482910426338279564e+01 2.504339610816887784e+01 2.527696213183108043e+01 2.531655671494759119e+01 2.486784209070096097e+01 2.365925371597480975e+01 2.155096049782624590e+01 1.861133225458193863e+01 1.512579404980751718e+01 1.152436934690923920e+01 8.250000000000005329e+00
8.719236958416345828e+00 1.205632564759673286e+01 1.570919718548275767e+01 1.923320995529702060e+01 2.222025670721595958e+01 2.442663241104272842e+01 2.582915084772966097e+01 2.659558788828135789e+01 2.699346246808070759e+01 2.727859811721971184e+01 2.760058718828354074e+01 2.794883189651594080e+01 2.815258349558988016e+01 2.794213254656763468e+01 2.706680438729106086e+01 2.544192450972809993e+01 2.326875348736686533e+01 2.105916528213571226e+01 1.951997990336638722e+01 1.931089519898830531e+01 2.075990984680079876e+01 2.366182398237327789e+01 2.726875820694836605e+01 3.050595273412607611e+01 3.234399491562155049e+01 3.218025201643116873e+01 3.006885574168378383e+01 2.669988269161827432e+01 2.313678350161825037e+01 2.042520943089762042e+01 1.923692861430314949e+01 1.968731462416119626e+01 2.137953569614764149e+01 2.362744126553687352e+01 2.574130134324666486e+01 2.725398100489956477e+01 2.801375664612082872e+01 2.814068739471101921e+01 2.789791409613807360e+01 2.754618313790526329e+01 2.723363281350218656e+01 2.694430911959631914e+01 2.650721128325940867e+01 2.565767030512727942e+01 2.413643790068805117e+01 2.180070833442817246e+01 1.870827491850540270e+01 1.513448283605490552e+01 1.150284896007991975e+01 8.249999999999998224e+00
