,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,BETA_2,GAMMA_2,BETA_3,GAMMA_3,BETA_4,GAMMA_4,BETA_5,GAMMA_5,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance
0,0,2.0428547306319276,0.8821087284585838,2.1277548829950645,1.8603416583004118,0.08510148667158558,1.76010335638087,0.8218730581605966,1.3099278590530636,0.8978850631835072,2.1806256129135013,1.3893216265040007,0.50124585739344,-7.195475764979428,-7.195475764979428,0.5996229804149523,0.5996229804149523,0.019299895069390068,0.019299895069390068,4.9341402922929944
1,1,2.333397840918977,2.603267102879835,2.4182979891318865,0.44990737877309805,0.37564459240623216,0.3496690760505248,2.543031431180788,3.0310862319594154,1.1884281689543317,0.7701913337361861,3.1104800006424913,2.22240423169489,-7.508489404306172,-7.508489404306172,0.6257074503588477,0.6257074503588477,0.0011835104159098244,0.019299895069390068,2.3473413662282283
2,2,1.6373153681337576,1.0022290701257026,0.8172599578486717,1.9804619976441382,1.9061992147128104,2.7851792552822054,0.9419933909760749,2.335003768879149,0.49234569616911217,2.3007459470192906,1.5094419623004234,1.5263217593013982,-7.302966564083061,-7.508489404306172,0.6085805470069218,0.6257074503588477,0.020037724965342518,0.020037724965342518,4.687228067211485
3,3,2.504374248940657,1.8692879509517655,1.6843188386747345,2.847520878572176,0.6442249369627417,0.5206454826012872,2.811611766713824,0.07046999609625558,2.361964071887698,1.0387716692692222,2.376500843126486,0.26434748143019093,-7.380450600900511,-7.508489404306172,0.6150375500750426,0.6257074503588477,0.017964363328590735,0.020037724965342518,4.919319444900907
4,4,1.0654474969501637,2.6706674727031796,0.24539208668424117,0.5173077467337974,2.3368908377755506,1.3220250042507262,1.3726850140388154,0.8718495177456946,0.9230373192126893,2.731437570082031,0.9375740911359929,1.957013382243,-6.907560113799147,-7.508489404306172,0.5756300094832623,0.6257074503588477,0.0023175788103867168,0.020037724965342518,5.362216355983328
5,5,0.4176911114775008,2.8310304419575054,0.4057550565777144,0.6776707158861479,1.689134448679573,0.6742686181389159,1.5330479876575789,1.032212494450601,1.0834002928314528,2.083681180986053,1.097937061029466,1.3092570005976027,-7.012580353807086,-7.508489404306172,0.5843816961505904,0.6257074503588477,0.002824523007743029,0.020037724965342518,5.210040437241986
6,6,0.5672582423871975,2.9805975741332986,0.7926551474940597,0.8272378480619411,1.8387015795892696,0.8238357490486126,1.682615119833372,1.4191125853669464,1.232967425007246,2.23324831189575,1.4848371519458115,1.4588241315072994,-7.255989216001438,-7.508489404306172,0.6046657680001198,0.6257074503588477,0.006183509209101914,0.020037724965342518,5.291241764613936
7,7,1.3995565833646781,1.345781098121318,2.289431325059395,1.6595361890394218,2.67099992056675,1.6561340900260932,0.04779864382139131,2.2514109263319497,2.0652657659847264,0.5984318358837692,2.9816133295111467,2.29112247248478,-5.355361224822828,-7.508489404306172,0.446280102068569,0.6257074503588477,0.00012328635718547717,0.020037724965342518,7.1771007870033365
8,8,0.40973040311132025,1.9839494771070412,1.2996051445463712,0.6697100087860639,0.17757565004961173,2.294302473098748,0.6859670228071144,2.889579305679314,1.0754395857313688,2.740198305133273,0.48818905873434226,2.9292908555574346,-6.12531236261783,-7.508489404306172,0.5104426968848191,0.6257074503588477,0.0026602468421617342,0.020037724965342518,5.171867405325379
9,9,2.208165981290005,0.018381785950975386,2.465630110600854,1.8357349748405467,1.343600612381364,0.9611453940668844,2.484402597365044,1.5564222266474508,2.2414645517858514,0.7746306176999378,1.6542140210660945,0.9637231644013691,-7.217620370451817,-7.508489404306172,0.601468364204318,0.6257074503588477,0.006649291915824338,0.020037724965342518,5.053045054977886
10,10,0.09149865874716866,2.417567172147322,0.348962788224908,1.1033277075490757,0.611193345089893,0.22873813023183787,1.7519953261813923,0.8240149628124043,1.5090572844943806,1.7895559488118098,0.9218067537746235,1.978648495513241,-6.9923101977409585,-7.508489404306172,0.5826925164784132,0.6257074503588477,0.005280741214561052,0.020037724965342518,5.128399685370049
11,11,2.2273957075225947,1.4218715674938418,2.484859837000334,0.10763210279361977,2.74709039392423,2.364635179066175,0.7562997214259364,3.0171273865152592,0.5133616797389247,0.7938603440994181,3.1149191774774785,1.0401682698603187,-7.3362162439620375,-7.508489404306172,0.6113513536635031,0.6257074503588477,0.005419827292632143,0.020037724965342518,4.025820326464455
12,12,0.04276850452291136,2.3688370175163147,0.8744633917321052,1.628828306822257,1.1366939519156303,0.7542387370575752,2.2774959254545735,0.8325001858698047,2.0345578837675617,2.3150565523190068,0.9302919768320239,2.561364476708846,-7.10148254938477,-7.508489404306172,0.5917902124487309,0.6257074503588477,0.01339924502889616,0.020037724965342518,4.779901716173647
13,13,1.2545168949808743,2.3688370175163147,0.8744633917321052,1.628828306822257,1.1366939519156303,0.7542387370575752,2.2774959254545735,0.8325001858698047,2.0345578837675617,2.3150565523190068,0.9302919768320239,2.561364476708846,-6.904833703065573,-7.508489404306172,0.5754028085887978,0.6257074503588477,0.0002225639969707322,0.020037724965342518,4.7879346870097805
14,14,1.2545168949808743,0.5902963126586445,0.8744633917321052,1.628828306822257,1.1366939519156303,0.7542387370575752,2.2774959254545735,0.8325001858698047,2.0345578837675617,2.3150565523190068,0.9302919768320239,2.561364476708846,-7.293532168416512,-7.508489404306172,0.6077943473680426,0.6257074503588477,0.007095952710375499,0.020037724965342518,4.218501119955604
15,15,1.2545168949808743,0.5902963126586445,1.0220750968043772,1.628828306822257,1.1366939519156303,0.7542387370575752,2.2774959254545735,0.8325001858698047,2.0345578837675617,2.3150565523190068,0.9302919768320239,2.561364476708846,-7.2475974661938585,-7.508489404306172,0.6039664555161549,0.6257074503588477,0.0036807444843203274,0.020037724965342518,4.519494287800526
16,16,1.2545168949808743,0.5902963126586445,1.0220750968043772,1.7814415736605957,1.1366939519156303,0.7542387370575752,2.2774959254545735,0.8325001858698047,2.0345578837675617,2.3150565523190068,0.9302919768320239,2.561364476708846,-7.497310304162068,-7.508489404306172,0.6247758586801723,0.6257074503588477,0.003064538007925673,0.020037724965342518,4.952658197536962
17,17,1.2545168949808743,0.5902963126586445,1.0220750968043772,1.7814415736605957,1.5976425735794442,0.7542387370575752,2.2774959254545735,0.8325001858698047,2.0345578837675617,2.3150565523190068,0.9302919768320239,2.561364476708846,-7.236778125711114,-7.508489404306172,0.6030648438092595,0.6257074503588477,0.006195138949407562,0.020037724965342518,5.394149782535479
18,18,1.2545168949808743,0.5902963126586445,1.0220750968043772,1.7814415736605957,1.5976425735794442,2.269315984440169,2.2774959254545735,0.8325001858698047,2.0345578837675617,2.3150565523190068,0.9302919768320239,2.561364476708846,-7.283742858659616,-7.508489404306172,0.6069785715549679,0.6257074503588477,0.010175331103626456,0.020037724965342518,5.357468463981796
19,19,1.2545168949808743,0.5902963126586445,1.0220750968043772,1.7814415736605957,1.5976425735794442,2.269315984440169,0.7276507385111943,0.8325001858698047,2.0345578837675617,2.3150565523190068,0.9302919768320239,2.561364476708846,-7.353366877607528,-7.508489404306172,0.6127805731339607,0.6257074503588477,0.008093899690836577,0.020037724965342518,4.89823471430519
20,20,1.2545168949808743,0.5902963126586445,1.0220750968043772,1.7814415736605957,1.5976425735794442,2.269315984440169,0.7276507385111943,2.8991147353865223,2.0345578837675617,2.3150565523190068,0.9302919768320239,2.561364476708846,-7.065960601049625,-7.508489404306172,0.5888300500874687,0.6257074503588477,0.005348211209960504,0.020037724965342518,4.343502710968927
21,21,1.2545168949808743,0.5902963126586445,1.0220750968043772,1.7814415736605957,1.5976425735794442,2.269315984440169,0.7276507385111943,2.8991147353865223,0.976230252927689,2.3150565523190068,0.9302919768320239,2.561364476708846,-7.321478698733831,-7.508489404306172,0.6101232248944859,0.6257074503588477,0.030924528982890602,0.030924528982890602,6.333681123484737
22,22,1.2545168949808743,0.5902963126586445,1.0220750968043772,1.7814415736605957,1.5976425735794442,2.269315984440169,0.7276507385111943,2.8991147353865223,0.976230252927689,0.7966673800564623,0.9302919768320239,2.561364476708846,-7.298262303568776,-7.508489404306172,0.608188525297398,0.6257074503588477,0.029019714849462103,0.030924528982890602,6.039199929353586
23,23,1.2545168949808743,0.5902963126586445,1.0220750968043772,1.7814415736605957,1.5976425735794442,2.269315984440169,0.7276507385111943,2.8991147353865223,0.976230252927689,0.7966673800564623,2.396724174637315,2.561364476708846,-6.876938773529947,-7.508489404306172,0.5730782311274956,0.6257074503588477,0.007931711682585801,0.030924528982890602,4.68756920329394
