,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,BETA_2,GAMMA_2,BETA_3,GAMMA_3,BETA_4,GAMMA_4,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance
0,0,0.17273040678180054,2.9491790967385536,1.3593511269975393,3.052541386380358,1.1890236647069594,1.8215777530740758,0.8776102742229843,0.5702900594070127,1.6122927779297624,3.1347478972552056,-8.587837255732355,-8.587837255732355,0.7156531046443629,0.7156531046443629,0.01615683772839634,0.01615683772839634,3.7081899903620155
1,1,0.686324172344394,0.33118020815575044,1.872944892075248,0.43454250020706575,1.7026174298192933,0.04782628956499146,2.235451466667625,1.9281312444090573,2.970133967030021,1.3609964245862012,-7.717987013136407,-8.587837255732355,0.6431655844280338,0.7156531046443629,0.030055717304343286,0.030055717304343286,4.73947090041159
2,2,2.640924486880756,1.8449358237569131,0.6959525530218171,2.3891428146414526,0.5256250907658624,1.5615819050592281,0.6176144286740437,0.3102942064154759,1.7931416292666482,2.8747520400804376,-7.665095815201345,-8.587837255732355,0.638757984600112,0.7156531046443629,0.03867385593030485,0.03867385593030485,5.557488036242518
3,3,0.8522454408790294,2.9829531429072826,1.833969872977397,0.3955674811092147,1.6636424107214423,2.9044955205876732,1.9605280441005137,1.4483115268608542,2.931158949222228,0.8811767070379981,-7.592472267792417,-8.587837255732355,0.6327060223160347,0.7156531046443629,0.006942675058734562,0.03867385593030485,4.864448587416987
4,4,0.4004959820998162,2.5312036837679592,0.12486745251582597,3.075410675457709,1.2118929515821188,2.4527460619104353,1.5087785854232758,2.8708017599890763,2.4794094900829045,2.303666940064245,-5.970913315557396,-8.587837255732355,0.497576109629783,0.7156531046443629,0.002850340617304244,0.03867385593030485,5.610036185745102
5,5,1.8019653275867322,2.202618887112088,1.5263367980976918,1.3452873693194525,2.61336229893168,2.124161263391919,2.9102479309101916,1.1406784520831244,0.7492861838426725,0.573543632158293,-6.885887810769666,-8.587837255732355,0.5738239842308055,0.7156531046443629,0.0022196135627561876,0.03867385593030485,4.671366302897852
6,6,0.9452642670541336,1.3459178304939796,2.729761073030927,0.4885863086848785,0.685193920275122,0.1959928886498512,0.9820795522536339,0.2839773914485504,1.9527104586739326,1.776967906989553,-7.021397227496647,-8.587837255732355,0.5851164356247206,0.7156531046443629,0.02620316886807009,0.03867385593030485,6.4849408518393545
7,7,1.437178463566614,1.027911518937515,2.4117547620596156,0.17057999712841387,1.177108124721361,0.6879070856455096,0.6640732411803472,0.7758915879610309,2.4446246632221467,2.268882111537767,-6.9071891282379045,-8.587837255732355,0.5755990940198253,0.7156531046443629,0.0026465222690120875,0.03867385593030485,2.945353914125306
8,8,0.20266656715927156,1.8837687927500772,0.13601938228238475,1.0264372783915567,1.9878810435226468,2.5849878428279602,2.5611540017425263,2.6729723451434815,0.16888928751576793,1.0343702151304248,-7.9929389131830835,-8.587837255732355,0.666078242765257,0.7156531046443629,0.011908248913818425,0.03867385593030485,3.6134428409670107
9,9,2.0653631318673504,0.6148727056971721,1.9987159487172976,2.8891338449284447,0.7189849545649223,2.5798620099265452,1.2922579129627876,1.4040762563637428,0.1637634525139211,1.0292443821270345,-7.387018201642524,-8.587837255732355,0.615584850136877,0.7156531046443629,0.0010113970516549174,0.03867385593030485,5.3408455059550946
10,10,0.6601590172450396,2.3412612408373885,2.5476843979434936,0.30650964056484775,1.267953403689143,1.174657891790137,1.8412263620870084,1.9530447054879636,0.7127319014856488,2.7556329101298385,-6.6240076646343455,-8.587837255732355,0.5520006387195288,0.7156531046443629,0.0026711014810192574,0.03867385593030485,4.938433800775833
11,11,2.8625687477021646,2.3412612408373885,2.5476843979434936,0.30650964056484775,1.267953403689143,1.174657891790137,1.8412263620870084,1.9530447054879636,0.7127319014856488,2.7556329101298385,-7.044306023689087,-8.587837255732355,0.5870255019740905,0.7156531046443629,0.03467123219419457,0.03867385593030485,7.464787474646641
12,12,2.8625687477021646,0.38189242198342144,2.5476843979434936,0.30650964056484775,1.267953403689143,1.174657891790137,1.8412263620870084,1.9530447054879636,0.7127319014856488,2.7556329101298385,-6.821294628350875,-8.587837255732355,0.5684412190292396,0.7156531046443629,0.05557751860480249,0.05557751860480249,9.61986695922782
13,13,2.8625687477021646,0.38189242198342144,0.5641323500728073,0.30650964056484775,1.267953403689143,1.174657891790137,1.8412263620870084,1.9530447054879636,0.7127319014856488,2.7556329101298385,-5.780184639834367,-8.587837255732355,0.48168205331953057,0.7156531046443629,0.0010093843965705486,0.05557751860480249,5.322279861056437
14,14,2.8625687477021646,0.38189242198342144,0.5641323500728073,1.1490500870829907,1.267953403689143,1.174657891790137,1.8412263620870084,1.9530447054879636,0.7127319014856488,2.7556329101298385,-7.769693010098128,-8.587837255732355,0.6474744175081774,0.7156531046443629,0.013913566893446343,0.05557751860480249,4.258566207425602
15,15,2.8625687477021646,0.38189242198342144,0.5641323500728073,1.1490500870829907,0.4800224466525036,1.174657891790137,1.8412263620870084,1.9530447054879636,0.7127319014856488,2.7556329101298385,-5.58956173528811,-8.587837255732355,0.4657968112740092,0.7156531046443629,0.0015186009675792343,0.05557751860480249,6.313268283877417
16,16,2.8625687477021646,0.38189242198342144,0.5641323500728073,1.1490500870829907,0.4800224466525036,0.8649807233228126,1.8412263620870084,1.9530447054879636,0.7127319014856488,2.7556329101298385,-6.215961756072717,-8.587837255732355,0.5179968130060598,0.7156531046443629,0.006214768132319212,0.05557751860480249,5.5338153156309176
17,17,2.8625687477021646,0.38189242198342144,0.5641323500728073,1.1490500870829907,0.4800224466525036,0.8649807233228126,2.037225794396427,1.9530447054879636,0.7127319014856488,2.7556329101298385,-5.7795664017901665,-8.587837255732355,0.4816305334825139,0.7156531046443629,0.006952899060882709,0.05557751860480249,6.671429619857719
18,18,2.8625687477021646,0.38189242198342144,0.5641323500728073,1.1490500870829907,0.4800224466525036,0.8649807233228126,2.037225794396427,1.2214507875737584,0.7127319014856488,2.7556329101298385,-6.192369948566224,-8.587837255732355,0.5160308290471853,0.7156531046443629,0.0010341193943439312,0.05557751860480249,5.6772185555708035
19,19,2.8625687477021646,0.38189242198342144,0.5641323500728073,1.1490500870829907,0.4800224466525036,0.8649807233228126,2.037225794396427,1.2214507875737584,0.24320814016687842,2.7556329101298385,-6.721769430036605,-8.587837255732355,0.5601474525030504,0.7156531046443629,0.0005454818782527052,0.05557751860480249,6.207032753271754
20,20,2.8625687477021646,0.38189242198342144,0.5641323500728073,1.1490500870829907,0.4800224466525036,0.8649807233228126,2.037225794396427,1.2214507875737584,0.24320814016687842,2.0598034678014567,-7.0832699520013325,-8.587837255732355,0.590272496000111,0.7156531046443629,0.0069531516668468185,0.05557751860480249,7.126495452505722
21,21,0.17273040678180054,2.9491790967385536,1.3593511269975393,3.052541386380358,1.1890236647069594,1.8215777530740758,0.8776102742229843,0.5702900594070127,1.6122927779297624,3.1347478972552056,-8.587837255732355,-8.587837255732355,0.7156531046443629,0.7156531046443629,0.01615683772839634,0.05557751860480249,3.7081899903620155
22,22,0.17273041678180054,2.9491790967385536,1.3593511269975393,3.052541386380358,1.1890236647069594,1.8215777530740758,0.8776102742229843,0.5702900594070127,1.6122927779297624,3.1347478972552056,-8.587837247803908,-8.587837255732355,0.715653103983659,0.7156531046443629,0.01615683787951394,0.05557751860480249,3.70819002131212
23,23,0.17273040678180054,2.9491791067385535,1.3593511269975393,3.052541386380358,1.1890236647069594,1.8215777530740758,0.8776102742229843,0.5702900594070127,1.6122927779297624,3.1347478972552056,-8.587837255400173,-8.587837255732355,0.7156531046166811,0.7156531046443629,0.0161568380398892,0.05557751860480249,3.7081900149405698
24,24,0.17273040678180054,2.9491790967385536,1.3593511369975393,3.052541386380358,1.1890236647069594,1.8215777530740758,0.8776102742229843,0.5702900594070127,1.6122927779297624,3.1347478972552056,-8.58783725393595,-8.587837255732355,0.7156531044946625,0.7156531046443629,0.01615683816862932,0.05557751860480249,3.7081900294054435
25,25,0.17273040678180054,2.9491790967385536,1.3593511269975393,3.052541396380358,1.1890236647069594,1.8215777530740758,0.8776102742229843,0.5702900594070127,1.6122927779297624,3.1347478972552056,-8.587837280649355,-8.587837280649355,0.7156531067207795,0.7156531067207795,0.01615683803317802,0.05557751860480249,3.708189896261217
26,26,0.17273040678180054,2.9491790967385536,1.3593511269975393,3.052541386380358,1.1890236747069594,1.8215777530740758,0.8776102742229843,0.5702900594070127,1.6122927779297624,3.1347478972552056,-8.58783724521979,-8.587837280649355,0.7156531037683158,0.7156531067207795,0.016156838078970077,0.05557751860480249,3.7081900403147756
27,27,0.17273040678180054,2.9491790967385536,1.3593511269975393,3.052541386380358,1.1890236647069594,1.8215777630740757,0.8776102742229843,0.5702900594070127,1.6122927779297624,3.1347478972552056,-8.587837291506592,-8.587837291506592,0.7156531076255493,0.7156531076255493,0.016156838159724064,0.05557751860480249,3.708189895954959
28,28,0.17273040678180054,2.9491790967385536,1.3593511269975393,3.052541386380358,1.1890236647069594,1.8215777530740758,0.8776102842229844,0.5702900594070127,1.6122927779297624,3.1347478972552056,-8.587837224911459,-8.587837291506592,0.7156531020759549,0.7156531076255493,0.016156837653302003,0.05557751860480249,3.708190052374775
29,29,0.17273040678180054,2.9491790967385536,1.3593511269975393,3.052541386380358,1.1890236647069594,1.8215777530740758,0.8776102742229843,0.5702900694070128,1.6122927779297624,3.1347478972552056,-8.587837213458196,-8.587837291506592,0.7156531011215163,0.7156531076255493,0.016156838106481164,0.05557751860480249,3.7081900794904215
30,30,0.17273040678180054,2.9491790967385536,1.3593511269975393,3.052541386380358,1.1890236647069594,1.8215777530740758,0.8776102742229843,0.5702900594070127,1.6122927879297624,3.1347478972552056,-8.587837256332941,-8.587837291506592,0.7156531046944118,0.7156531076255493,0.016156837740188446,0.05557751860480249,3.708189989336887
31,31,0.17273040678180054,2.9491790967385536,1.3593511269975393,3.052541386380358,1.1890236647069594,1.8215777530740758,0.8776102742229843,0.5702900594070127,1.6122927779297624,3.1347479072552056,-8.587837273616922,-8.587837291506592,0.7156531061347434,0.7156531076255493,0.016156838399008257,0.05557751860480249,3.708190087101144
32,32,0.01,2.915960868368518,1.1797106456368067,3.141592653589793,0.13776715424807742,3.141592653589793,0.01,0.01,1.6723514030348896,3.141592653589793,-7.541739800188795,-8.587837291506592,0.6284783166823996,0.7156531076255493,0.003963050256773935,0.05557751860480249,3.607488874828917
33,33,0.01000001,2.915960868368518,1.1797106456368067,3.141592653589793,0.13776715424807742,3.141592653589793,0.01,0.01,1.6723514030348896,3.141592653589793,-7.541739858804246,-8.587837291506592,0.6284783215670205,0.7156531076255493,0.00396305053206924,0.05557751860480249,3.607488826756189
34,34,0.01,2.915960878368518,1.1797106456368067,3.141592653589793,0.13776715424807742,3.141592653589793,0.01,0.01,1.6723514030348896,3.141592653589793,-7.541739798405398,-8.587837291506592,0.6284783165337832,0.7156531076255493,0.003963050248332448,0.05557751860480249,3.607488876244915
35,35,0.01,2.915960868368518,1.1797106556368067,3.141592653589793,0.13776715424807742,3.141592653589793,0.01,0.01,1.6723514030348896,3.141592653589793,-7.541739801476211,-8.587837291506592,0.6284783167896842,0.7156531076255493,0.003963050261909161,0.05557751860480249,3.6074888729601113
