,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,BETA_2,GAMMA_2,BETA_3,GAMMA_3,BETA_4,GAMMA_4,BETA_5,GAMMA_5,BETA_6,GAMMA_6,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance
0,0,0.45314764404230967,1.6153512482224526,2.9967139052939293,2.9070165454678585,1.7707188422744804,2.868907807315048,2.247715180886083,1.1381440106171363,1.394901747844592,1.9938858946241054,1.100100891444743,3.1338444596152124,0.5475455067221489,0.596864835292482,-7.204557780821108,-7.204557780821108,0.6003798150684256,0.6003798150684256,0.006399703177470416,0.006399703177470416,5.756999166531656
1,1,2.880632425704224,0.9112433783325307,3.1188806308100556,3.029183269817624,1.0666109725448243,2.9910745335409974,2.3698819068858956,0.43403613861528556,1.5170684693048335,1.2897780231746785,0.3959930196019761,2.429736591092025,2.9750302909400297,3.0243496178176237,-6.986596764999638,-7.204557780821108,0.5822163970833032,0.6003798150684256,0.00974266383144939,0.00974266383144939,5.217069780345881
2,2,2.9253340617279395,0.955945017979561,0.2250893806252956,0.13539201963286396,1.3044123817292415,0.09728328335623736,2.414583544478832,0.4787377745370256,1.56177010689777,1.3344796628217088,0.6337944287863932,2.4744382307390556,3.019731926963745,0.13055836606364246,-4.876549949224908,-7.204557780821108,0.406379162435409,0.6003798150684256,0.003769612343790075,0.00974266383144939,8.119468285518515
3,3,2.704387163210379,2.405272678091606,3.135735136753137,1.5847196882510988,2.7537400429988708,1.5466109519744722,2.1936366459612717,0.25779087601946515,3.0110977744603957,1.1135327643041484,0.41284753142641706,0.7921732447118883,1.3374669334859972,1.5798860346818773,-7.683661138693952,-7.683661138693952,0.6403050948911627,0.6403050948911627,0.050476279649256425,0.050476279649256425,4.951291729459825
4,4,1.1466188988644037,3.0159509275028444,1.5779668725091371,0.02695142095865343,1.1959717757064257,3.12043533827182,2.8043148964563347,1.8316152652632829,0.490183370281841,1.7242110147992114,1.9866719206702348,1.4028514940211514,1.9481451827952603,2.1905642840931154,-6.925938258976944,-7.683661138693952,0.577161521581412,0.6403050948911627,0.008830936957004487,0.050476279649256425,4.679687200252879
5,5,0.10275010207755052,1.9720821324930855,0.5340980682717034,0.38922678171445413,0.15210297146899188,2.076566541586942,1.7604460958586403,0.787746468578405,0.8524587327127604,0.6803422067509362,0.9428031239853569,1.765126856554046,2.3104205453281548,2.55283964662601,-6.3690469335860485,-7.683661138693952,0.5307539111321707,0.6403050948911627,0.0008174169307753197,0.050476279649256425,6.0659469558182835
6,6,2.110316368215768,1.1969080424210292,2.89051663178944,2.7456453372909966,2.1596692376072095,1.301392451514886,0.985272005786584,0.012572378506348727,2.8600249909097837,3.036760770268673,0.16762903391330064,0.6411004611612763,1.1863941499353852,1.4288132586838211,-7.50671952436753,-7.683661138693952,0.6255599603639609,0.6403050948911627,0.05312240673799441,0.05312240673799441,5.873368200165224
7,7,1.6781631024408823,1.725018371134855,0.2870343144660288,0.14216301996758518,1.7275159718323236,1.8295027802287118,0.5531187416840082,0.5406827072201745,0.2565426643615061,2.604607513718653,0.6957393626271264,1.169210795551397,1.714504484325506,1.956923593073942,-6.893199602784706,-7.683661138693952,0.5744333002320589,0.6403050948911627,0.01289379175062181,0.05312240673799441,4.619402303412002
8,8,0.1471534971400319,1.1987904873073527,2.892399091576925,2.7475277970784813,0.19650636653147324,1.3032748964012095,0.026890855687899277,2.141265757677724,1.8571257147170803,2.078379627722544,2.2963224130846758,2.7697938460089464,1.1882766004980037,1.4306957092464396,-8.754507083380533,-8.754507083380533,0.7295422569483777,0.7295422569483777,0.03676848157472212,0.05312240673799441,4.133959227511141
9,9,2.6663689669575987,0.5081447873888296,2.280021904173813,2.135150609675369,2.71572183634904,0.6126291964826864,2.4678378093591693,1.4506200615940374,1.166480011182813,1.4660024476680376,1.6056767170009894,2.0791481499252598,0.5758994204434968,0.7400500093279165,-7.089327815723543,-8.754507083380533,0.5907773179769619,0.7295422569483777,0.03221918735700856,0.05312240673799441,5.362340981943447
10,10,2.9532153372433356,0.46559508450482867,2.237472201959834,2.4219969873097114,3.002568206634777,0.5700794935986855,2.7546841864254645,1.7374664311077768,1.1239303082988121,1.4234527454540589,1.8925230865147287,2.365994519438999,0.5333497182295182,1.0268963788416559,-8.358433213565318,-8.754507083380533,0.6965361011304432,0.7295422569483777,0.02331318590575977,0.05312240673799441,5.218889445670129
11,11,2.0771936481196196,2.5435191614027133,1.1838036252679258,1.3683284107623577,2.126546517511061,2.64800357049657,1.8786624973017487,0.6837978545604229,0.24790861507242057,0.36978416876215037,1.0165013973910126,1.3123259428916454,2.6112737951274028,3.104820455884095,-7.798908742380894,-8.754507083380533,0.6499090618650745,0.7295422569483777,0.010167321212628864,0.05312240673799441,5.107592958098067
