,iter ,BETA_0,GAMMA_0,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance
0,0,2.401346312718217,0.49907329892993757,-3.93754689431913,-3.93754689431913,0.3281289078599275,0.3281289078599275,8.53017890399363e-05,8.53017890399363e-05,5.398684688285979
1,1,2.0965656846548817,0.3794044162201844,-5.3330773677539005,-5.3330773677539005,0.4444231139794917,0.4444231139794917,0.00060479043923396,0.00060479043923396,5.493322327834335
2,2,2.8883634707526586,2.64738001024734,-8.871665936006881,-8.871665936006881,0.73930549466724,0.73930549466724,0.02019354401731644,0.02019354401731644,2.677903994882058
3,3,2.775360529587962,0.6235956460246649,-5.485333403296876,-8.871665936006881,0.4571111169414063,0.73930549466724,0.001035522613754866,0.02019354401731644,5.457399407178972
4,4,0.12970574410478952,1.9672604730143362,-6.496177240391107,-8.871665936006881,0.5413481033659256,0.73930549466724,0.0010011184493124953,0.02019354401731644,4.367116842157699
5,5,1.0330646563658124,0.8657704798867248,-6.902605990955846,-8.871665936006881,0.5752171659129871,0.73930549466724,0.012649938939122338,0.02019354401731644,5.906758453809353
6,6,0.5532741477072696,3.005865081334793,-8.887640600717162,-8.887640600717162,0.7406367167264302,0.7406367167264302,0.017193390456443896,0.02019354401731644,2.5097434722581795
7,7,1.4816759790864165,1.2516354281589614,-7.539892617270487,-8.887640600717162,0.6283243847725406,0.7406367167264302,0.019117084698166326,0.02019354401731644,5.865603484489242
8,8,1.7524053248223632,1.5153678231697856,-7.5505982560536635,-8.887640600717162,0.6292165213378053,0.7406367167264302,0.005302074838281092,0.02019354401731644,4.352719285198397
9,9,1.0865814463226275,2.2488688600516182,-5.929024378915144,-8.887640600717162,0.4940853649095953,0.7406367167264302,0.0017029031589544854,0.02019354401731644,6.944490909465699
10,10,0.47130390253632215,0.7063062350294692,-5.701372252005316,-8.887640600717162,0.47511435433377636,0.7406367167264302,0.003403447025709813,0.02019354401731644,6.175174405230237
11,11,1.6757869873138929,2.729617291586671,-7.546576533126962,-8.887640600717162,0.6288813777605802,0.7406367167264302,0.02517803452815802,0.02517803452815802,5.486414589483729
12,12,1.8908646399864717,1.7131182963196006,-7.077920451334573,-8.887640600717162,0.5898267042778811,0.7406367167264302,0.001990591170604953,0.02517803452815802,3.05815119816706
13,13,3.047888556654351,2.5861353351368437,-8.011516426772967,-8.887640600717162,0.6676263688977473,0.7406367167264302,0.007360741162150309,0.02517803452815802,3.3622634769203614
14,14,0.8597458644761046,1.6314515431139167,-6.897031129308286,-8.887640600717162,0.5747525941090238,0.7406367167264302,0.001582021504990702,0.02517803452815802,3.896450764052503
15,15,2.6417516464367887,2.3371506096337495,-6.229144513710917,-8.887640600717162,0.5190953761425764,0.7406367167264302,0.007175026761011196,0.02517803452815802,6.366923275407451
16,16,0.7842659076176394,0.2548446913785578,-4.8817431096678225,-8.887640600717162,0.4068119258056519,0.7406367167264302,2.821483042166943e-05,0.02517803452815802,4.383573363138819
17,17,1.2497337673501259,2.071440349504339,-6.474719128391908,-8.887640600717162,0.5395599273659923,0.7406367167264302,0.0005898049062087549,0.02517803452815802,5.84368683107261
18,18,1.2715145223544484,1.050551157319476,-7.6892484519025786,-8.887640600717162,0.6407707043252149,0.7406367167264302,0.02633592271702104,0.02633592271702104,4.860606782772145
19,19,0.23821588055953247,0.12402531728701871,-6.685478914113333,-8.887640600717162,0.5571232428427778,0.7406367167264302,0.0012608392835780984,0.02633592271702104,4.232961263239439
20,20,2.4409275389588854,1.2667138505112385,-9.674078371131852,-9.674078371131852,0.806173197594321,0.806173197594321,0.048078612159590785,0.048078612159590785,2.208562460441186
21,21,2.2128902509747865,3.0804280547911542,-8.001242973269889,-9.674078371131852,0.6667702477724907,0.806173197594321,0.007798202470704592,0.048078612159590785,3.7149343485557296
22,22,2.127002980569605,2.180118480613494,-5.287578072046435,-9.674078371131852,0.44063150600386963,0.806173197594321,0.00039004082740377367,0.048078612159590785,7.078299833273842
