,iter ,BETA_0,GAMMA_0,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance,corr_length,const_kernel,std_energies,average_distances,nit,time_opt_bayes,time_qaoa,time_opt_kernel,time_step
0,0,1.9027340644435171,1.510758843722088,-7.670924448811935,-7.670924448811935,0.6392437040676612,0.6392437040676612,0.006008266503121215,0.006008266503121215,4.24235031396767,0.8396514902461472,35.48040575529308,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,2.2558389312088587,2.4685250428762404,-7.1409880760443825,-7.670924448811935,0.5950823396703652,0.6392437040676612,0.021666803168314097,0.021666803168314097,6.02332540139048,0.8396514902461472,35.48040575529308,0.0,0.0,0,0.0,0.0,0.0,0.0
2,2,0.16256974840301153,0.5937540473750134,-6.548345527852303,-7.670924448811935,0.5456954606543586,0.6392437040676612,0.0014381427339810794,0.021666803168314097,4.54431562862338,0.8396514902461472,35.48040575529308,0.0,0.0,0,0.0,0.0,0.0,0.0
3,3,2.612655230417017,0.059558166395753384,-6.818223158515596,-7.670924448811935,0.568185263209633,0.6392437040676612,0.001507016394854528,0.021666803168314097,4.113691874577675,0.8396514902461472,35.48040575529308,0.0,0.0,0,0.0,0.0,0.0,0.0
4,4,0.8162257110459598,2.8419224093454325,-9.412816992019538,-9.412816992019538,0.7844014160016282,0.7844014160016282,0.04549679861336209,0.04549679861336209,2.9457083525216206,0.8396514902461472,35.48040575529308,0.0,0.0,0,0.0,0.0,0.0,0.0
5,5,1.0041764147958625,1.7830403333671196,-5.922671655415514,-9.412816992019538,0.4935559712846262,0.7844014160016282,0.0004332938427056334,0.04549679861336209,4.118914108537332,0.8396514902461472,35.48040575529308,0.0,0.0,0,0.0,0.0,0.0,0.0
6,6,1.7086508419368887,0.7135743375312822,-7.351363903375254,-9.412816992019538,0.6126136586146045,0.7844014160016282,0.00649318095155866,0.04549679861336209,5.156001366751468,0.8396514902461472,35.48040575529308,0.0,0.0,0,0.0,0.0,0.0,0.0
7,7,1.3167810655006922,2.5361184824411236,-7.491217522550872,-9.412816992019538,0.6242681268792393,0.7844014160016282,0.023591673191716542,0.04549679861336209,4.767893019291506,0.8396514902461472,35.48040575529308,0.0,0.0,0,0.0,0.0,0.0,0.0
8,8,3.096186221442615,1.9686295063561432,-7.154046891697049,-9.412816992019538,0.5961705743080874,0.7844014160016282,0.002539033809345205,0.04549679861336209,4.005825108447219,0.8396514902461472,35.48040575529308,0.0,0.0,0,0.0,0.0,0.0,0.0
9,9,0.5926793505875616,0.9787491821448038,-8.408666625138448,-9.412816992019538,0.7007222187615373,0.7844014160016282,0.04025688947842327,0.04549679861336209,4.8462716494833415,0.8396514902461472,35.48040575529308,0.0,0.0,0,0.0,0.0,0.0,0.0
10,1,0.6081364122752322,3.141592653589793,-7.499999999999999,-9.412816992019538,0.6249999999999999,0.7844014160016282,0.003906249999999994,0.04549679861336209,3.750000000000007,0.6011183473105285,27.43271125766217,0.0009398870325676099,0.0016647154578974474,23,0.3743472099304199,0.6488649845123291,0.30640292167663574,1.3296589851379395
11,2,0.822150492306156,2.771728386161539,-9.357009258094944,-9.412816992019538,0.779750771507912,0.7844014160016282,0.05506384813976224,0.05506384813976224,3.218938294222397,0.6178144417525827,26.768341996940396,0.0006053715236150349,0.002233501351315224,14,0.15818428993225098,0.6847002506256104,0.48303842544555664,1.3259763717651367
12,3,0.8842429932603226,2.850397021335035,-9.204968894693014,-9.412816992019538,0.7670807412244178,0.7844014160016282,0.041363851431203275,0.05506384813976224,3.4081764938191554,0.6019221760196324,26.431512224023717,0.0002143200684398842,0.0018154115169015514,14,0.14504170417785645,0.604013204574585,0.4335758686065674,1.182671070098877
13,4,0.7121694247410986,2.790933989364551,-9.657374119740503,-9.657374119740503,0.8047811766450419,0.8047811766450419,0.05509421866483866,0.05509421866483866,2.4311961838011626,0.6148070866467314,27.44012332712525,0.0007168770806734096,0.0028887355233957342,22,0.21651101112365723,0.603640079498291,0.4103660583496094,1.2305536270141602
14,5,0.6230667260614392,2.738700168084733,-9.682709589243418,-9.682709589243418,0.8068924657702848,0.8068924657702848,0.05759714618986825,0.05759714618986825,2.3371693621885044,0.6331987726057042,27.0918866960133,0.0005400185283158008,0.00276929552218974,17,0.16961431503295898,0.6038591861724854,0.40558934211730957,1.1791000366210938
15,6,0.6475820244287821,2.780456349296937,-9.747988581710109,-9.747988581710109,0.8123323818091758,0.8123323818091758,0.055280132199135676,0.05759714618986825,2.1333760555916257,0.6244703683131188,27.01660406941746,0.0009926705828047805,0.004239652592364259,16,0.35625290870666504,0.6169462203979492,0.4776041507720947,1.4508521556854248
16,7,0.6295884801703854,2.797290413921331,-9.782367043354297,-9.782367043354297,0.8151972536128581,0.8151972536128581,0.052719595627434834,0.05759714618986825,1.9568032605821344,0.6358912573166116,27.516570845260556,0.0008934875447655345,0.003160471299774684,22,0.22181963920593262,0.8419480323791504,0.7955865859985352,1.8594763278961182
17,8,0.5943887190205327,2.802168955203837,-9.808476175943696,-9.808476175943696,0.8173730146619747,0.8173730146619747,0.050617520279475595,0.05759714618986825,1.7851386819359192,0.6511066826150327,27.893399981277334,0.0004816833791564544,0.0028446989416018465,19,0.21277308464050293,4.9941301345825195,3.344515800476074,8.551580905914307
18,9,0.5706490791428712,2.7985035623174443,-9.815147948308809,-9.815147948308809,0.8179289956924007,0.8179289956924007,0.049767549572541515,0.05759714618986825,1.71415548743677,0.6689049977820168,28.08069681491373,0.0008873868004269469,0.0018787464748614927,22,0.2699282169342041,0.6753756999969482,0.5483870506286621,1.4937338829040527
